"date","date1","survey_year","oslosp","oslobl","negot_sp","negot_bl","peacesp","peacebl","gender","age","age_range","educ","political_spectrum","relig","incom"
2018-06-28,287,2018,NA,NA,2,3,NA,NA,1,NA,4,4,9,1,6
2018-06-28,287,2018,NA,NA,4,4,NA,NA,1,NA,7,6,5,1,2
2018-06-28,287,2018,NA,NA,5,2,NA,NA,1,NA,4,6,2,1,5
2018-06-28,287,2018,NA,NA,2,3,NA,NA,2,NA,4,4,2,1,3
2018-06-28,287,2018,NA,NA,2,2,NA,NA,2,NA,7,6,2,1,1
2018-06-28,287,2018,NA,NA,2,3,NA,NA,1,NA,5,4,3,1,6
2018-06-28,287,2018,NA,NA,2,3,NA,NA,2,NA,6,6,2,1,5
2018-06-28,287,2018,NA,NA,2,5,NA,NA,2,NA,6,6,8,1,5
2018-06-28,287,2018,NA,NA,2,3,NA,NA,1,NA,7,4,3,2,1
2018-06-28,287,2018,NA,NA,1,2,NA,NA,2,NA,5,6,27,2,1
2018-06-28,287,2018,NA,NA,2,4,NA,NA,2,NA,6,6,3,1,1
2018-06-28,287,2018,NA,NA,3,4,NA,NA,1,NA,5,6,29,1,5
2018-06-28,287,2018,NA,NA,5,4,NA,NA,1,NA,7,4,27,2,3
2018-06-28,287,2018,NA,NA,1,3,NA,NA,1,NA,7,6,2,2,3
2018-06-28,287,2018,NA,NA,1,4,NA,NA,1,NA,4,9,27,3,5
2018-06-28,287,2018,NA,NA,1,2,NA,NA,1,NA,7,5,1,1,4
2018-06-28,287,2018,NA,NA,2,4,NA,NA,2,NA,7,6,29,1,3
2018-06-28,287,2018,NA,NA,1,3,NA,NA,2,NA,7,6,29,1,6
2018-06-28,287,2018,NA,NA,3,4,NA,NA,2,NA,4,5,29,2,4
2018-06-28,287,2018,NA,NA,1,3,NA,NA,2,NA,7,2,30,3,5
2018-06-28,287,2018,NA,NA,1,3,NA,NA,2,NA,6,6,1,1,3
2018-06-28,287,2018,NA,NA,2,2,NA,NA,2,NA,6,4,2,3,3
2018-06-28,287,2018,NA,NA,1,1,NA,NA,2,NA,7,5,29,1,2
2018-06-28,287,2018,NA,NA,4,3,NA,NA,2,NA,7,2,29,1,6
2018-06-28,287,2018,NA,NA,1,3,NA,NA,2,NA,7,5,8,1,6
2018-06-28,287,2018,NA,NA,4,4,NA,NA,1,NA,7,6,27,1,4
2018-06-28,287,2018,NA,NA,1,1,NA,NA,1,NA,7,3,1,1,3
2018-06-28,287,2018,NA,NA,4,4,NA,NA,2,NA,7,4,2,1,1
2018-06-28,287,2018,NA,NA,1,1,NA,NA,1,NA,7,4,1,1,3
2018-06-28,287,2018,NA,NA,1,4,NA,NA,2,NA,6,2,8,2,6
2018-06-28,287,2018,NA,NA,1,2,NA,NA,2,NA,6,5,6,1,4
2018-06-28,287,2018,NA,NA,2,3,NA,NA,2,NA,3,5,8,1,3
2018-06-28,287,2018,NA,NA,2,4,NA,NA,2,NA,7,3,29,1,4
2018-06-28,287,2018,NA,NA,3,4,NA,NA,2,NA,7,4,8,1,2
2018-06-28,287,2018,NA,NA,1,4,NA,NA,1,NA,7,5,8,1,6
2018-06-28,287,2018,NA,NA,2,2,NA,NA,2,NA,6,4,8,1,4
2018-06-28,287,2018,NA,NA,2,3,NA,NA,1,NA,7,4,8,1,2
2018-06-28,287,2018,NA,NA,1,3,NA,NA,2,NA,7,5,29,1,3
2018-06-28,287,2018,NA,NA,3,4,NA,NA,2,NA,6,5,2,1,5
2018-06-28,287,2018,NA,NA,4,4,NA,NA,2,NA,7,6,2,1,6
2018-06-28,287,2018,NA,NA,1,1,NA,NA,2,NA,7,5,29,1,2
2018-06-28,287,2018,NA,NA,1,2,NA,NA,2,NA,6,5,1,1,3
2018-06-28,287,2018,NA,NA,1,1,NA,NA,2,NA,7,3,1,1,2
2018-06-28,287,2018,NA,NA,3,4,NA,NA,1,NA,7,6,27,1,1
2018-06-28,287,2018,NA,NA,1,3,NA,NA,2,NA,7,4,8,1,3
2018-06-28,287,2018,NA,NA,4,4,NA,NA,2,NA,4,6,2,4,5
2018-06-28,287,2018,NA,NA,2,2,NA,NA,2,NA,4,5,6,1,6
2018-06-28,287,2018,NA,NA,2,3,NA,NA,2,NA,7,2,27,1,2
2018-06-28,287,2018,NA,NA,2,3,NA,NA,1,NA,7,3,29,1,2
2018-06-28,287,2018,NA,NA,1,3,NA,NA,1,NA,6,4,8,1,5
2018-06-28,287,2018,NA,NA,5,3,NA,NA,2,NA,7,4,29,2,3
2018-06-28,287,2018,NA,NA,1,3,NA,NA,2,NA,6,5,5,4,2
2018-06-28,287,2018,NA,NA,1,2,NA,NA,2,NA,5,6,1,1,5
2018-06-28,287,2018,NA,NA,1,2,NA,NA,2,NA,7,3,2,2,3
2018-06-28,287,2018,NA,NA,2,3,NA,NA,2,NA,6,3,27,3,3
2018-06-28,287,2018,NA,NA,2,4,NA,NA,1,NA,7,6,3,1,1
2018-06-28,287,2018,NA,NA,4,4,NA,NA,1,NA,2,3,28,4,5
2018-06-28,287,2018,NA,NA,2,2,NA,NA,2,NA,5,3,8,3,2
2018-06-28,287,2018,NA,NA,4,4,NA,NA,1,NA,3,7,7,5,2
2018-06-28,287,2018,NA,NA,2,4,NA,NA,2,NA,7,1,29,3,2
2018-06-28,287,2018,NA,NA,1,4,NA,NA,2,NA,4,3,27,1,1
2018-06-28,287,2018,NA,NA,2,3,NA,NA,2,NA,7,5,8,1,4
2018-06-28,287,2018,NA,NA,2,4,NA,NA,2,NA,6,3,2,2,3
2018-06-28,287,2018,NA,NA,4,4,NA,NA,1,NA,4,3,2,3,4
2018-06-28,287,2018,NA,NA,1,3,NA,NA,2,NA,6,2,2,2,3
2018-06-28,287,2018,NA,NA,2,1,NA,NA,2,NA,7,4,2,1,1
