"date","date1","survey_year","oslosp","oslobl","negot_sp","negot_bl","peacesp","peacebl","gender","age","age_range","educ","political_spectrum","relig","incom"
2017-10-31,279,2017,NA,NA,2,5,NA,NA,2,21,2,5,30,3,2
2017-10-31,279,2017,NA,NA,2,2,NA,NA,2,38,4,4,30,2,3
2017-10-31,279,2017,NA,NA,1,4,NA,NA,1,86,7,3,30,2,2
2017-10-31,279,2017,NA,NA,2,3,NA,NA,2,53,5,5,30,3,2
2017-10-31,279,2017,NA,NA,2,3,NA,NA,1,40,4,6,30,3,1
2017-10-31,279,2017,NA,NA,2,4,NA,NA,1,44,4,6,29,1,4
2017-10-31,279,2017,NA,NA,3,4,NA,NA,2,31,3,5,29,1,4
2017-10-31,279,2017,NA,NA,2,3,NA,NA,1,36,4,3,29,2,3
2017-10-31,279,2017,NA,NA,5,3,NA,NA,2,23,2,9,29,1,6
2017-10-31,279,2017,NA,NA,5,3,NA,NA,2,26,3,6,29,1,6
2017-10-31,279,2017,NA,NA,4,4,NA,NA,2,35,4,3,29,2,6
2017-10-31,279,2017,NA,NA,5,5,NA,NA,2,39,4,6,29,1,3
2017-10-31,279,2017,NA,NA,2,2,NA,NA,2,34,3,3,29,1,2
2017-10-31,279,2017,NA,NA,3,4,NA,NA,2,28,3,4,29,5,4
2017-10-31,279,2017,NA,NA,3,4,NA,NA,2,30,3,5,29,1,3
2017-10-31,279,2017,NA,NA,3,4,NA,NA,1,43,4,4,29,4,6
2017-10-31,279,2017,NA,NA,2,2,NA,NA,2,24,2,3,29,4,1
2017-10-31,279,2017,NA,NA,1,3,NA,NA,1,67,7,5,29,3,6
2017-10-31,279,2017,NA,NA,2,2,NA,NA,2,52,5,5,29,1,4
2017-10-31,279,2017,NA,NA,2,3,NA,NA,1,62,6,3,29,2,3
2017-10-31,279,2017,NA,NA,2,2,NA,NA,2,63,6,5,29,1,6
2017-10-31,279,2017,NA,NA,2,3,NA,NA,1,81,7,4,29,1,4
2017-10-31,279,2017,NA,NA,2,2,NA,NA,2,45,5,4,29,2,5
2017-10-31,279,2017,NA,NA,2,2,NA,NA,2,74,7,2,29,3,2
2017-10-31,279,2017,NA,NA,4,4,NA,NA,2,75,7,3,29,1,6
