date,max_temperature,min_temperature
22/10/2004,28.5,16
23/10/2004,27.8,16.2
24/10/2004,30.1,14
25/10/2004,29.5,14.6
26/10/2004,30.7,16
27/10/2004,30.6,19.9
28/10/2004,28.5,20.8
29/10/2004,27.1,21.2
30/10/2004,27.5,16.2
31/10/2004,29.7,15.1
01/11/2004,31.2,14.9
02/11/2004,30.5,19.1
03/11/2004,31.3,16
04/11/2004,31.4,16.3
05/11/2004,30,14.9
06/11/2004,28.8,15.1
07/11/2004,27.7,15.2
08/11/2004,26.8,15.7
09/11/2004,28,15
10/11/2004,29.1,13.5
11/11/2004,27.2,13.1
12/11/2004,27.5,12.4
13/11/2004,25.8,13.3
14/11/2004,29.8,13.1
15/11/2004,29.5,16
16/11/2004,25.7,20.3
17/11/2004,24.9,17.6
18/11/2004,23.1,15.6
19/11/2004,21.9,14.7
20/11/2004,23.3,13.1
21/11/2004,23.2,12.9
22/11/2004,20,11.7
23/11/2004,17.1,10.3
24/11/2004,19.4,10.7
25/11/2004,20.8,8
26/11/2004,16.1,11.6
27/11/2004,17.1,10.5
28/11/2004,19.6,8.4
29/11/2004,19.9,8.7
30/11/2004,20.6,7.2
01/12/2004,19.7,4.8
02/12/2004,22.8,8
03/12/2004,21.9,6.2
04/12/2004,21.7,8.3
05/12/2004,23.1,8.1
06/12/2004,21.7,6.9
07/12/2004,21.7,9.6
08/12/2004,18.9,14.2
09/12/2004,18.5,8
10/12/2004,18.5,8.7
11/12/2004,20.3,8.2
12/12/2004,18.9,9.9
13/12/2004,17.5,5.5
14/12/2004,17.6,3.9
15/12/2004,16,6
16/12/2004,13.2,8.8
17/12/2004,13.6,2.2
18/12/2004,13.5,2.1
19/12/2004,20.2,8.7
20/12/2004,19.6,9.1
21/12/2004,17,11.1
22/12/2004,19.7,7.6
23/12/2004,17.2,9.7
24/12/2004,14.5,8.8
25/12/2004,13.4,9.6
26/12/2004,17.9,8.7
27/12/2004,19.2,6.2
28/12/2004,18.7,5
29/12/2004,22.7,6.2
30/12/2004,23,8.7
31/12/2004,25,6.9
01/01/2005,22.1,8
02/01/2005,19,12.3
03/01/2005,16.1,12.1
04/01/2005,15.9,11.8
05/01/2005,14.5,9.7
06/01/2005,16.6,8.2
07/01/2005,15.2,5.1
08/01/2005,16.5,5.2
09/01/2005,17.5,7
10/01/2005,17.4,4.8
11/01/2005,19.3,9.1
12/01/2005,-,6.4
13/01/2005,-,-
14/01/2005,-,-
15/01/2005,-,-
16/01/2005,-,-
17/01/2005,17.7,7.3
18/01/2005,14,8.4
19/01/2005,14,8.2
20/01/2005,18,9.3
21/01/2005,21,6.3
22/01/2005,13,4.6
23/01/2005,17.9,8.5
24/01/2005,17,12.9
25/01/2005,18.7,7.2
26/01/2005,19.1,4.4
27/01/2005,21.9,4.9
28/01/2005,26,5.3
29/01/2005,27.8,9.7
30/01/2005,26.7,13.8
31/01/2005,18.1,12.6
01/02/2005,16.8,10.9
02/02/2005,16.8,10
03/02/2005,17.1,6.5
04/02/2005,14.9,9.8
05/02/2005,14.3,8.3
06/02/2005,14.5,8.7
07/02/2005,14.5,7.4
08/02/2005,12.5,8.8
09/02/2005,12.8,4.7
10/02/2005,12.8,4.4
11/02/2005,12.6,6.9
12/02/2005,13.8,8
13/02/2005,13.9,2.7
14/02/2005,18,4.4
15/02/2005,20.9,11.6
16/02/2005,25.5,10.1
17/02/2005,25.9,7.9
18/02/2005,28.2,10.5
19/02/2005,27.6,10.6
20/02/2005,17.6,14.2
21/02/2005,18.9,11.4
22/02/2005,19,7.6
23/02/2005,20.8,5.9
24/02/2005,20.2,7.8
25/02/2005,18.5,8.4
26/02/2005,20.5,8.4
27/02/2005,23,9.3
28/02/2005,19.4,10.5
01/03/2005,27.4,8.5
02/03/2005,30.2,10.8
03/03/2005,28.9,18.1
04/03/2005,18.9,14.6
05/03/2005,19.4,10
06/03/2005,25.7,7.8
07/03/2005,22.2,14.3
08/03/2005,25.9,14.7
09/03/2005,18.2,14.6
10/03/2005,17.9,10.7
11/03/2005,16.8,8.7
12/03/2005,16.5,9
13/03/2005,17,8.9
14/03/2005,17.4,6.5
15/03/2005,17.4,8.2
16/03/2005,19.5,8.1
17/03/2005,20.1,6.6
18/03/2005,21.1,5.8
19/03/2005,19.6,7.9
20/03/2005,21.7,5.4
21/03/2005,19.8,10.2
22/03/2005,19,10.9
23/03/2005,19.9,11.3
24/03/2005,19.6,10.7
25/03/2005,18.8,5.6
26/03/2005,21.2,5.7
27/03/2005,20.9,8.8
28/03/2005,21.1,7.4
29/03/2005,23.3,8.5
30/03/2005,22.1,10.3
31/03/2005,34.1,9.4
01/04/2005,24.7,12.8
02/04/2005,20,14.3
03/04/2005,18.8,12.8
04/04/2005,18.3,11.3
05/04/2005,19.5,6.7
06/04/2005,19.3,6.7
07/04/2005,29.2,6.8
08/04/2005,32.1,19.4
09/04/2005,22.4,13.7
10/04/2005,30.2,13.3
11/04/2005,32.7,12.6
12/04/2005,36.2,15.1
13/04/2005,28.7,18.3
14/04/2005,22.9,16.8
15/04/2005,21.2,10
16/04/2005,21.1,11.2
17/04/2005,23.4,10.9
18/04/2005,32.6,12.3
19/04/2005,25.1,15.8
20/04/2005,26.2,12.9
21/04/2005,30.3,15.9
22/04/2005,33.9,22.8
23/04/2005,27.7,19.7
24/04/2005,21.5,17.5
25/04/2005,21.7,11.4
26/04/2005,22.7,13.2
27/04/2005,24.2,11.4
28/04/2005,25.8,12
29/04/2005,23.1,11.9
30/04/2005,23.6,12.3
01/05/2005,23.1,11.7
02/05/2005,22.3,12.2
03/05/2005,22.9,13.9
04/05/2005,21.9,13.6
05/05/2005,23.2,9.5
06/05/2005,26.7,10.2
07/05/2005,30.6,12.2
08/05/2005,26.3,15.3
09/05/2005,23.6,13.3
10/05/2005,22.4,11.3
11/05/2005,22.6,17.8
12/05/2005,24.1,16.6
13/05/2005,26.2,17.2
14/05/2005,29.1,13.8
15/05/2005,26.7,16.9
16/05/2005,26.4,16.1
17/05/2005,25.3,14.9
18/05/2005,26.5,16.4
19/05/2005,28.6,16.5
20/05/2005,31.3,16.9
21/05/2005,28,15.6
22/05/2005,25.4,18.3
23/05/2005,24.9,17.3
24/05/2005,25.4,16
25/05/2005,25.7,17.3
26/05/2005,29.4,14.1
27/05/2005,26.7,18.9
28/05/2005,29,16.6
29/05/2005,28.7,16.9
30/05/2005,26,18.2
31/05/2005,27.9,17.6
01/06/2005,27.3,16.5
02/06/2005,27.1,17.4
03/06/2005,26.2,19
04/06/2005,26.8,18.5
05/06/2005,26.9,18.9
06/06/2005,28.1,18.5
07/06/2005,30,17.5
08/06/2005,27.9,17.8
09/06/2005,27.6,18
10/06/2005,27.1,18.7
11/06/2005,27.8,17.9
12/06/2005,29.7,17.1
13/06/2005,32.1,19.9
14/06/2005,27.8,21.6
15/06/2005,27.7,20.2
16/06/2005,28,19.4
17/06/2005,28.3,18.8
18/06/2005,29.2,19.8
19/06/2005,29.2,20.1
20/06/2005,32.5,21.3
21/06/2005,30.9,19.9
22/06/2005,28.9,21
23/06/2005,29,21.3
24/06/2005,31.4,21.4
25/06/2005,29.3,20.3
26/06/2005,28.8,20.6
27/06/2005,29.1,20.7
28/06/2005,29.7,20
29/06/2005,29.8,18.4
30/06/2005,29.7,21
01/07/2005,30,21.3
02/07/2005,29.5,20.8
03/07/2005,32.1,20.5
04/07/2005,34.3,20.7
05/07/2005,29.4,22.7
06/07/2005,29.5,22.6
07/07/2005,30.2,21.1
08/07/2005,29.8,20.2
09/07/2005,30.5,19.2
10/07/2005,31.5,19.1
11/07/2005,31.6,21.8
12/07/2005,32,20.2
13/07/2005,32.7,19.8
14/07/2005,30.8,23.1
15/07/2005,30.6,22.6
16/07/2005,29.7,21.8
17/07/2005,30.2,22.5
18/07/2005,30.7,21.4
19/07/2005,31.5,22.4
20/07/2005,32.3,22.3
21/07/2005,32.4,23.2
22/07/2005,31.9,22.3
23/07/2005,31.1,23.8
24/07/2005,31.3,23.2
25/07/2005,31.1,23.3
26/07/2005,31.7,21.2
27/07/2005,31.1,22.4
28/07/2005,32,23.2
29/07/2005,31.9,23.4
30/07/2005,31.5,23.2
31/07/2005,31.6,22
01/08/2005,31.7,23
02/08/2005,32,24.6
03/08/2005,32,22.8
04/08/2005,33.1,23.5
05/08/2005,33.5,23.5
06/08/2005,33.3,21.4
07/08/2005,31.5,25.2
08/08/2005,30.9,25.5
09/08/2005,30.9,25.1
10/08/2005,31.2,22.8
11/08/2005,31.4,22.8
12/08/2005,30.9,21.3
13/08/2005,31.9,22.9
14/08/2005,32.5,23
15/08/2005,33.2,23
16/08/2005,32.6,22
17/08/2005,31.7,22.8
18/08/2005,31.6,22.9
19/08/2005,31,22
20/08/2005,30.9,21.8
21/08/2005,32.1,22.6
22/08/2005,32,23.5
23/08/2005,32,22.8
24/08/2005,32.4,22.4
25/08/2005,31.5,23.4
26/08/2005,31.1,22.6
27/08/2005,30.9,23.3
28/08/2005,31.2,21.5
29/08/2005,31.2,22.3
30/08/2005,31.7,22.9
31/08/2005,32,23.2
01/09/2005,32.6,23.9
02/09/2005,32.1,23.7
03/09/2005,31.5,24
04/09/2005,30.8,21.8
05/09/2005,30.5,20.9
06/09/2005,30.4,18.1
07/09/2005,31.5,20.1
08/09/2005,30.7,19.5
09/09/2005,30.5,20.6
10/09/2005,30.5,20.7
11/09/2005,30.7,19.6
12/09/2005,29.9,20.4
13/09/2005,30.4,19.7
14/09/2005,31.3,20.5
15/09/2005,31.2,21.8
16/09/2005,35.5,17.2
17/09/2005,31.9,20.5
18/09/2005,30.8,23.1
19/09/2005,30.4,23.2
20/09/2005,31.2,21.5
21/09/2005,33.2,20.8
22/09/2005,34.9,18.9
23/09/2005,29.8,23.4
24/09/2005,29.8,20.4
25/09/2005,29.7,20.8
26/09/2005,33.4,18.1
27/09/2005,30.4,20.5
28/09/2005,29.4,22
29/09/2005,29.7,21.6
30/09/2005,29.5,20.6
01/10/2005,28.8,18
02/10/2005,29.8,18.1
03/10/2005,31.8,17.2
04/10/2005,28.2,21
05/10/2005,29,18.7
06/10/2005,29.4,19.2
07/10/2005,28.9,18.2
08/10/2005,28.5,17.6
09/10/2005,28.6,17.9
10/10/2005,28.6,18.2
11/10/2005,28.5,19.1
12/10/2005,29.6,16.5
13/10/2005,32.1,16
14/10/2005,28.7,19.7
15/10/2005,27.7,17.3
16/10/2005,27.6,17.7
17/10/2005,27,20.2
18/10/2005,26.2,14.2
19/10/2005,25.1,15.8
20/10/2005,24.2,18.2
21/10/2005,24.5,10.8
22/10/2005,28.6,9.9
23/10/2005,31,19.7
24/10/2005,32,15.1
25/10/2005,27.6,12.7
26/10/2005,28.6,12.8
27/10/2005,27.1,13.1
28/10/2005,27.7,11
29/10/2005,25.7,14
30/10/2005,24.2,18.7
31/10/2005,21.6,15.7
01/11/2005,23,10.9
02/11/2005,22.9,11
03/11/2005,23.7,11.6
04/11/2005,21.6,12.2
05/11/2005,22.4,14.1
06/11/2005,22.2,14.6
07/11/2005,21.3,15.8
08/11/2005,22.2,13.1
09/11/2005,22.9,10.4
10/11/2005,25.5,9.1
11/11/2005,24.6,9
12/11/2005,23.1,7.8
13/11/2005,23.1,8.8
14/11/2005,24.1,8.8
15/11/2005,22.1,12.7
16/11/2005,21.9,14.3
17/11/2005,22.6,12.4
18/11/2005,24.1,13.2
19/11/2005,23.1,11.9
20/11/2005,23.9,13.7
21/11/2005,18.8,14.2
22/11/2005,18.5,13.2
23/11/2005,22.8,10.3
24/11/2005,25.5,13.9
25/11/2005,25.5,10.9
26/11/2005,24.9,10.1
27/11/2005,26.5,12.7
28/11/2005,31.5,13.6
29/11/2005,30.3,15.2
30/11/2005,23.7,15.8
01/12/2005,22.9,10.6
02/12/2005,24.9,9.5
03/12/2005,28.2,10.5
04/12/2005,23.6,10.4
05/12/2005,21.3,16.9
06/12/2005,21.7,14.9
07/12/2005,23.7,10.3
08/12/2005,23.3,10.7
09/12/2005,22.5,15.6
10/12/2005,23.3,11.1
11/12/2005,22.5,13
12/12/2005,21.5,14.2
13/12/2005,23.8,13.1
14/12/2005,25.4,10
15/12/2005,22.1,11.1
16/12/2005,18.6,12.2
17/12/2005,19.3,12.6
18/12/2005,21.5,10.5
19/12/2005,20.8,8.9
20/12/2005,14.3,8.8
21/12/2005,15.8,9.8
22/12/2005,17.8,10.7
23/12/2005,17.1,10.7
24/12/2005,14.1,9.9
25/12/2005,14,9.1
26/12/2005,13.9,9
27/12/2005,17.4,6
28/12/2005,19.1,9
29/12/2005,20,8.3
30/12/2005,19.5,4.9
31/12/2005,23.2,9.1
01/01/2006,20.5,10.5
02/01/2006,21.3,9.4
03/01/2006,23.1,7
04/01/2006,21.1,17.4
05/01/2006,25.8,16.1
06/01/2006,20.2,9.7
07/01/2006,19.1,9.1
08/01/2006,17.2,10.6
09/01/2006,17.8,9.6
10/01/2006,14.5,9.7
11/01/2006,12.3,9.3
12/01/2006,14.2,9.4
13/01/2006,11.8,9
14/01/2006,14,7.6
15/01/2006,12.9,8.2
16/01/2006,15.8,3.6
17/01/2006,16.6,8
18/01/2006,17.2,8.9
19/01/2006,17.9,5.6
20/01/2006,17.4,4.5
21/01/2006,17.9,8.1
22/01/2006,19.6,5.4
23/01/2006,19,10.9
24/01/2006,19.8,9.2
25/01/2006,17.4,10
26/01/2006,16.2,9.5
27/01/2006,16.3,10.1
28/01/2006,16.1,10.6
29/01/2006,16,8.9
30/01/2006,16.5,5.6
31/01/2006,17.7,3.9
01/02/2006,21,5.1
02/02/2006,20.8,14.6
03/02/2006,17.5,11.8
04/02/2006,18.4,10.7
05/02/2006,20.2,7.1
06/02/2006,19.1,7.9
07/02/2006,23.1,6.6
08/02/2006,16.8,12.4
09/02/2006,14.7,7.6
10/02/2006,18,9.1
11/02/2006,17.7,5.4
12/02/2006,18,8.4
13/02/2006,19.2,11.2
14/02/2006,16.6,10.9
15/02/2006,15,9.6
16/02/2006,14.5,9.9
17/02/2006,15.7,9.2
18/02/2006,19.4,4.9
19/02/2006,21.3,10.6
20/02/2006,21.4,11.4
21/02/2006,20,9.1
22/02/2006,19.2,9.8
23/02/2006,24.4,7.5
24/02/2006,27.2,11.4
25/02/2006,22.6,14
26/02/2006,18.2,14.1
27/02/2006,19.7,11.2
28/02/2006,24.5,6.1
01/03/2006,23.5,8.6
02/03/2006,19.7,13.2
03/03/2006,21.1,7.9
04/03/2006,22.6,8
05/03/2006,19.9,7.8
06/03/2006,20.2,9.5
07/03/2006,28.4,7.1
08/03/2006,26.9,15.6
09/03/2006,16.1,10.6
10/03/2006,15.9,9.9
11/03/2006,18.7,6.3
12/03/2006,22.5,7.3
13/03/2006,24.4,7.9
14/03/2006,23.8,11
15/03/2006,19.8,11.8
16/03/2006,19.6,7.7
17/03/2006,19.1,8.8
18/03/2006,19.2,9.5
19/03/2006,27,7.7
20/03/2006,19.8,11.3
21/03/2006,28.4,10.7
22/03/2006,22.5,12.4
23/03/2006,28,8.5
24/03/2006,28.9,13.2
25/03/2006,19.6,12.5
26/03/2006,20.9,11.4
27/03/2006,20.2,10.8
28/03/2006,19.7,10.8
29/03/2006,20,11
30/03/2006,22.6,9.5
31/03/2006,25.4,8.2
01/04/2006,21,13.6
02/04/2006,19.6,13.3
03/04/2006,20.2,12.7
04/04/2006,24.4,10.6
05/04/2006,18.4,12.2
06/04/2006,19.9,11.7
07/04/2006,21.4,11.1
08/04/2006,27.8,9.7
09/04/2006,21.6,14.8
10/04/2006,21.6,13
11/04/2006,20.7,10.8
12/04/2006,21.6,12.4
13/04/2006,28.1,11.6
14/04/2006,33.9,14.4
15/04/2006,23,15.3
16/04/2006,17.7,12.9
17/04/2006,21.3,11.7
18/04/2006,22.7,12.8
19/04/2006,26,13.2
20/04/2006,30.5,13.4
21/04/2006,22.9,16.3
22/04/2006,32.8,13.8
23/04/2006,34,18.9
24/04/2006,20.1,15.5
25/04/2006,21.5,17.1
26/04/2006,23.1,12.8
27/04/2006,23.5,10.7
28/04/2006,27.1,13.6
29/04/2006,32,19.3
30/04/2006,23.7,18
01/05/2006,24.3,12.8
02/05/2006,25.2,15.2
03/05/2006,23.8,14.5
04/05/2006,24.8,11.5
05/05/2006,23.3,13.6
06/05/2006,27.7,13.1
07/05/2006,33.7,20.8
08/05/2006,23.3,18.6
09/05/2006,23.2,14.2
10/05/2006,22.8,14
11/05/2006,23.9,13.3
12/05/2006,25.3,14.7
13/05/2006,25.6,14.2
14/05/2006,27.4,16.2
15/05/2006,25.6,16.2
16/05/2006,23.8,15.4
17/05/2006,24.3,15.8
18/05/2006,24.6,16.1
19/05/2006,25.6,13.6
20/05/2006,24.1,15.8
21/05/2006,25.3,15.7
22/05/2006,26.2,15.8
23/05/2006,27.3,14.4
24/05/2006,27.2,16
25/05/2006,28.8,21.6
26/05/2006,30.5,20.1
27/05/2006,30.1,17.2
28/05/2006,27.9,17.1
29/05/2006,27.3,18
30/05/2006,27.5,19.8
31/05/2006,28.1,20.1
01/06/2006,27.8,19.2
02/06/2006,28.8,20.4
03/06/2006,32.1,19.9
04/06/2006,33.2,19.7
05/06/2006,32.3,23
06/06/2006,32.5,22.1
07/06/2006,29,20.2
08/06/2006,28.2,19.9
09/06/2006,26.8,16.9
10/06/2006,27.9,17.3
11/06/2006,26.8,17.9
12/06/2006,27.6,20.5
13/06/2006,29.5,17.8
14/06/2006,29.7,19
15/06/2006,27.4,20
16/06/2006,27.3,19.8
17/06/2006,27.7,19.1
18/06/2006,28.1,18.8
19/06/2006,29.4,19.8
20/06/2006,29.9,19.9
21/06/2006,31,17.4
22/06/2006,30.4,16.8
23/06/2006,30.1,21
24/06/2006,30.4,21.2
25/06/2006,30.9,20.8
26/06/2006,30.9,21.5
27/06/2006,29.6,21.3
28/06/2006,30.2,22.6
29/06/2006,31.1,22.6
30/06/2006,31.2,21.7
01/07/2006,31.2,22.6
02/07/2006,32,22.5
03/07/2006,31.3,22.5
04/07/2006,30.8,21.8
05/07/2006,30.6,22.6
06/07/2006,30,22.6
07/07/2006,30.1,22.2
08/07/2006,30.5,21.5
09/07/2006,30.9,21.3
10/07/2006,30.3,22
11/07/2006,30.9,20.8
12/07/2006,34.1,19.6
13/07/2006,30.2,24.4
14/07/2006,30.3,22.9
15/07/2006,30.7,22.8
16/07/2006,31,22.5
17/07/2006,30.8,21.1
18/07/2006,31.1,22.8
19/07/2006,31.3,22.8
20/07/2006,30.3,22.1
21/07/2006,30.1,22.8
22/07/2006,30.3,21.5
23/07/2006,31,20.9
24/07/2006,31,22.8
25/07/2006,31,22.7
26/07/2006,31.1,22.2
27/07/2006,31.2,23.8
28/07/2006,30.6,23
29/07/2006,30.4,22.4
30/07/2006,31.3,22.3
31/07/2006,31.5,23.2
01/08/2006,31.4,21.2
02/08/2006,31,21.5
03/08/2006,31.3,19.7
04/08/2006,31.5,20.6
05/08/2006,31.2,20
06/08/2006,31,22.6
07/08/2006,30.8,22.2
08/08/2006,31.2,23.4
09/08/2006,31.3,22.5
10/08/2006,30.4,21.3
11/08/2006,31.1,22.1
12/08/2006,32.4,22.5
13/08/2006,31.2,22.6
14/08/2006,30.9,22.6
15/08/2006,31,21.2
16/08/2006,32.6,21
17/08/2006,33.1,22.4
18/08/2006,32,22.5
19/08/2006,32.3,26
20/08/2006,32.9,25.8
21/08/2006,32.8,24.5
22/08/2006,33.2,24.6
23/08/2006,34.7,22.3
24/08/2006,33.4,20.6
25/08/2006,32,24.7
26/08/2006,31.7,24.2
27/08/2006,32,22.1
28/08/2006,31.7,21.3
29/08/2006,35.1,23
30/08/2006,31.8,24
31/08/2006,31.3,23.1
01/09/2006,31.5,23.3
02/09/2006,30.6,23.1
03/09/2006,30.5,21.2
04/09/2006,30.7,20.2
05/09/2006,30.7,22.3
06/09/2006,30.9,21.3
07/09/2006,31.3,20.2
08/09/2006,31.2,20.6
09/09/2006,31.2,19.1
10/09/2006,32.2,24.7
11/09/2006,31.5,23.9
12/09/2006,31,22.7
13/09/2006,31.2,21.8
14/09/2006,31.3,22.1
15/09/2006,30.2,22.1
16/09/2006,30.5,21.1
17/09/2006,31.3,22.1
18/09/2006,34.8,23.4
19/09/2006,36,18.5
20/09/2006,31.5,21
21/09/2006,30.6,21.2
22/09/2006,29.8,21.9
23/09/2006,29.5,20.2
24/09/2006,29.8,18.6
25/09/2006,29.3,18.7
26/09/2006,28.9,20.8
27/09/2006,29.7,17.9
28/09/2006,35.5,17.5
29/09/2006,36.5,19.2
30/09/2006,30.8,21
01/10/2006,29.7,21.4
02/10/2006,29.6,19.1
03/10/2006,29.9,20.3
04/10/2006,30,19.3
05/10/2006,30.1,17.1
06/10/2006,29.6,18.7
07/10/2006,29.5,20.4
08/10/2006,29.1,20.7
09/10/2006,28.6,20.4
10/10/2006,32.3,16.5
11/10/2006,31.1,18.7
12/10/2006,34.4,18.6
13/10/2006,31.1,16.7
14/10/2006,28.8,19.2
15/10/2006,26.9,20.4
16/10/2006,24.5,19
17/10/2006,27.6,16.8
18/10/2006,33.8,15.4
19/10/2006,28,19.1
20/10/2006,25.7,18.6
21/10/2006,26.7,18.5
22/10/2006,27.2,15.9
23/10/2006,26.8,16.8
24/10/2006,26.2,17.3
25/10/2006,26,16.8
26/10/2006,26.7,17.2
27/10/2006,26.5,16.3
28/10/2006,22.5,14.8
29/10/2006,22.2,13.6
30/10/2006,26.4,15.6
31/10/2006,28.4,14.3
01/11/2006,29.3,17.8
02/11/2006,23.7,16.7
03/11/2006,25.9,14.8
04/11/2006,26.1,13.6
05/11/2006,21.9,16.5
06/11/2006,18.5,15.1
07/11/2006,21.3,11.7
08/11/2006,22.3,10.8
09/11/2006,23.1,8.9
10/11/2006,22.9,8.9
11/11/2006,22.8,10
12/11/2006,22.5,11.6
13/11/2006,23.6,12.6
14/11/2006,22.1,11.8
15/11/2006,21.1,15
16/11/2006,22.9,14.6
17/11/2006,23.3,10.2
18/11/2006,22.2,11
19/11/2006,23,11.8
20/11/2006,23.4,11.4
21/11/2006,23.6,10.1
22/11/2006,23,9.7
23/11/2006,22.6,9.8
24/11/2006,23.9,9.2
25/11/2006,23.6,9.8
26/11/2006,23.8,8.2
27/11/2006,24.4,9
28/11/2006,24.8,6.8
29/11/2006,22.5,5.6
30/11/2006,22.3,6.1
01/12/2006,24.3,5.4
02/12/2006,20.6,5.9
03/12/2006,21.6,6.1
04/12/2006,21.8,10.8
05/12/2006,21.1,8.6
06/12/2006,21.1,6.7
07/12/2006,20,8
08/12/2006,20.7,8.4
09/12/2006,23.7,8.3
10/12/2006,21.9,11.2
11/12/2006,20.2,8.2
12/12/2006,19.4,8.4
13/12/2006,19.8,11.6
14/12/2006,21.2,6.9
15/12/2006,19.9,5.2
16/12/2006,18.3,8.9
17/12/2006,17.9,1.7
18/12/2006,21.4,4.9
19/12/2006,22.4,3.6
20/12/2006,21,3.4
21/12/2006,20.7,10
22/12/2006,20.2,12.6
23/12/2006,15.4,11.1
24/12/2006,16.9,4.2
25/12/2006,17.1,3.6
26/12/2006,12.9,7.2
27/12/2006,13.7,7
28/12/2006,13.1,6.3
29/12/2006,13.6,4.4
30/12/2006,15.4,5.7
31/12/2006,12.4,10
01/01/2007,16.7,5.8
02/01/2007,17.6,6.6
03/01/2007,18.4,5
04/01/2007,16,5.7
05/01/2007,15.2,9.6
06/01/2007,15.2,10.7
07/01/2007,13.3,10.7
08/01/2007,16.8,9.3
09/01/2007,18,9.9
10/01/2007,18.6,4.9
11/01/2007,16.9,8.5
12/01/2007,16.8,6
13/01/2007,18,7.6
14/01/2007,18.6,4.6
15/01/2007,20.1,5.5
16/01/2007,18.1,4.4
17/01/2007,18.2,4.6
18/01/2007,18,4.6
19/01/2007,17.7,4.5
20/01/2007,14.9,4.9
21/01/2007,16.5,10.7
22/01/2007,16.9,5.1
23/01/2007,20.8,4.5
24/01/2007,22.7,5.8
25/01/2007,22.5,6.3
26/01/2007,20.6,6.4
27/01/2007,18.7,8.5
28/01/2007,19.7,9.8
29/01/2007,17.7,11.9
30/01/2007,15.2,9.8
31/01/2007,17.2,10.3
01/02/2007,17.4,8.8
02/02/2007,17.3,6.1
03/02/2007,16.8,10.9
04/02/2007,15.9,8.1
05/02/2007,16.1,10.6
06/02/2007,14.4,10.1
07/02/2007,16.2,8.8
08/02/2007,17.7,6
09/02/2007,18.5,6
10/02/2007,18,10.7
11/02/2007,20.1,5.9
12/02/2007,22.3,6.6
13/02/2007,19.2,7.6
14/02/2007,19.3,10.2
15/02/2007,18.3,11.5
16/02/2007,18.5,10.9
17/02/2007,20.7,8.8
18/02/2007,19,12.5
19/02/2007,19.3,8.5
20/02/2007,21.5,6.6
21/02/2007,24.1,7.3
22/02/2007,21.6,7.1
23/02/2007,24.1,8.4
24/02/2007,21.7,9.6
25/02/2007,19.6,12.4
26/02/2007,17.6,13.9
27/02/2007,19.2,12
28/02/2007,21.2,6.9
01/03/2007,17.7,9.1
02/03/2007,18.9,10.5
03/03/2007,20.8,8.2
04/03/2007,21.2,8.1
05/03/2007,20.9,7.8
06/03/2007,19.7,15.1
07/03/2007,20.9,6.4
08/03/2007,21.6,11.4
09/03/2007,20.3,9.6
10/03/2007,24.6,6.2
11/03/2007,28.4,12
12/03/2007,20.5,11.3
13/03/2007,19.8,12.4
14/03/2007,16.7,12.4
15/03/2007,13.6,8.2
16/03/2007,17.6,7.5
17/03/2007,18.2,10.4
18/03/2007,18.4,6.5
19/03/2007,19.2,9
20/03/2007,20.9,8.1
21/03/2007,22.4,9.5
22/03/2007,23.1,9.7
23/03/2007,28.6,16
24/03/2007,28.7,16.4
25/03/2007,19.5,9.6
26/03/2007,19,9.6
27/03/2007,19.3,10.6
28/03/2007,20,8.7
29/03/2007,20.7,7.7
30/03/2007,22.9,7.4
31/03/2007,26.3,7.8
01/04/2007,20,13.9
02/04/2007,20,15.3
03/04/2007,19.2,12.1
04/04/2007,21.1,8.6
05/04/2007,33.3,10.7
06/04/2007,25.3,15.3
07/04/2007,36.9,17.1
08/04/2007,21.5,15.5
09/04/2007,20.7,12.1
10/04/2007,21.5,11.8
11/04/2007,20.9,11.9
12/04/2007,21.7,12.1
13/04/2007,20.2,12.7
14/04/2007,21.2,13.7
15/04/2007,21,13.2
16/04/2007,23.1,12
17/04/2007,30.3,10.1
18/04/2007,26.2,17
19/04/2007,20.4,14.1
20/04/2007,21.3,9.4
21/04/2007,26.9,8.5
22/04/2007,29.6,12.4
23/04/2007,30.7,19.5
24/04/2007,23.4,14
25/04/2007,24.7,8.4
26/04/2007,25.3,13.8
27/04/2007,24.1,14.9
28/04/2007,26.6,14.1
29/04/2007,23.4,15.8
30/04/2007,22,14.5
01/05/2007,23.6,9.9
02/05/2007,30.3,13.3
03/05/2007,38.2,20.4
04/05/2007,31.3,18.9
05/05/2007,26.7,15.3
06/05/2007,27.7,16.3
07/05/2007,31.7,18.2
08/05/2007,32.3,16.9
09/05/2007,30.4,18.2
10/05/2007,35.8,25.4
11/05/2007,32.8,20.7
12/05/2007,26,19.7
13/05/2007,24.6,18.8
14/05/2007,24.6,15.6
15/05/2007,25.9,15.2
16/05/2007,25.6,17.9
17/05/2007,24.8,18.6
18/05/2007,26.4,16.8
19/05/2007,33.2,13.4
20/05/2007,27.3,20.2
21/05/2007,25.3,16.4
22/05/2007,24.4,16.9
23/05/2007,25.1,15.8
24/05/2007,29.3,14.7
25/05/2007,26.3,21
26/05/2007,26.9,17
27/05/2007,28.4,18.1
28/05/2007,26.8,18.7
29/05/2007,38.6,19.3
30/05/2007,30.3,22.9
31/05/2007,26.6,20.8
01/06/2007,25.8,17.7
02/06/2007,25.9,17.7
03/06/2007,26.1,16.6
04/06/2007,27.1,18.8
05/06/2007,28.7,17.3
06/06/2007,30.6,17.9
