date,max_temperature,min_temperature
07/06/2007,27.2,22.1
08/06/2007,27,19
09/06/2007,27.7,19.2
10/06/2007,40,18.4
11/06/2007,30.6,21.8
12/06/2007,27.5,20.3
13/06/2007,27.9,19.6
14/06/2007,27.5,19.3
15/06/2007,27.3,19.9
16/06/2007,27.5,19
17/06/2007,27.7,19.9
18/06/2007,28.6,20.8
19/06/2007,28.9,22.3
20/06/2007,30.3,20.3
21/06/2007,30.4,21
22/06/2007,30.5,20.8
23/06/2007,32.2,19.8
24/06/2007,32.4,22.8
25/06/2007,34.1,18.7
26/06/2007,32.9,22.6
27/06/2007,34.3,22.5
28/06/2007,34,20.6
29/06/2007,33.5,22.8
30/06/2007,31.4,24.3
01/07/2007,29.9,22.9
02/07/2007,30.2,21.9
03/07/2007,30.3,21.4
04/07/2007,30.8,22
05/07/2007,31.2,20.1
06/07/2007,30.2,19.5
07/07/2007,31,22.2
08/07/2007,30.5,22.6
09/07/2007,31.1,22.6
10/07/2007,31.7,22.3
11/07/2007,32.6,19.4
12/07/2007,32,19.8
13/07/2007,30.4,21.5
14/07/2007,30.6,21.9
15/07/2007,30.3,22.7
16/07/2007,30.9,23.4
17/07/2007,31.2,22.8
18/07/2007,32,21.4
19/07/2007,31.9,22.5
20/07/2007,32.5,20.8
21/07/2007,32.3,21.1
22/07/2007,32.4,22.8
23/07/2007,31.8,21.1
24/07/2007,32.1,25.1
25/07/2007,33.1,24.7
26/07/2007,34.1,24
27/07/2007,34.9,23
28/07/2007,33.4,21.9
29/07/2007,32.9,24.7
30/07/2007,33.3,26.5
31/07/2007,33.8,23.7
01/08/2007,32.4,25.3
02/08/2007,31.9,24.4
03/08/2007,32.7,23.4
04/08/2007,31.3,24.7
05/08/2007,31.5,23.2
06/08/2007,30.8,23.8
07/08/2007,31.5,23
08/08/2007,31,23.1
09/08/2007,31.1,24
10/08/2007,31.6,22.9
11/08/2007,31.5,23.2
12/08/2007,31.9,23.7
13/08/2007,31.3,24.8
14/08/2007,30.9,22.8
15/08/2007,31.2,22.6
16/08/2007,31.2,22.7
17/08/2007,31.3,21.9
18/08/2007,31.3,23.2
19/08/2007,31.9,24.3
20/08/2007,31.9,22.4
21/08/2007,31.5,21.9
22/08/2007,31.6,22.1
23/08/2007,32.1,20.4
24/08/2007,34.1,25.8
25/08/2007,34.4,21.8
26/08/2007,34.2,22.8
27/08/2007,33.3,22
28/08/2007,32.4,22.2
29/08/2007,32,23.2
30/08/2007,31.6,24.6
31/08/2007,31.3,23.6
01/09/2007,31.9,23.7
02/09/2007,32.9,24
03/09/2007,32.5,23.4
04/09/2007,32.4,24.5
05/09/2007,32.1,24.5
06/09/2007,31,23.5
07/09/2007,31.7,24.8
08/09/2007,31.1,25.2
09/09/2007,31.2,22.1
10/09/2007,30.5,19.9
11/09/2007,30.5,21.7
12/09/2007,29.9,19
13/09/2007,30,21.4
14/09/2007,29.6,19.7
15/09/2007,30.4,20
16/09/2007,30.6,20
17/09/2007,29.3,19
18/09/2007,30.9,21.5
19/09/2007,30.8,22.2
20/09/2007,30.3,21.3
21/09/2007,29.6,19.6
22/09/2007,29.5,19.5
23/09/2007,30.4,19.2
24/09/2007,29.2,23.3
25/09/2007,29.8,21.3
26/09/2007,30.1,20.3
27/09/2007,31,21.7
28/09/2007,30,25.8
29/09/2007,29.9,21.8
30/09/2007,29.7,20.8
01/10/2007,29.8,23.8
02/10/2007,30.4,22.9
03/10/2007,30.8,21.5
04/10/2007,29.9,20.4
05/10/2007,29.3,20.2
06/10/2007,28.9,18
07/10/2007,29.1,18.4
08/10/2007,32.1,18.4
09/10/2007,30.4,22.8
10/10/2007,29.7,20.9
11/10/2007,28.7,19
12/10/2007,28.7,16.8
13/10/2007,27.9,18.6
14/10/2007,28.3,21.5
15/10/2007,28.3,17.9
16/10/2007,27.8,18.1
17/10/2007,27.5,15.3
18/10/2007,33.5,18.2
19/10/2007,30.5,20.8
20/10/2007,28.2,21.3
21/10/2007,28.5,17.1
22/10/2007,30.5,15
23/10/2007,31.9,16.2
24/10/2007,28.9,21.2
25/10/2007,27.3,20.1
26/10/2007,27.1,17.5
27/10/2007,26.7,15.6
28/10/2007,27.5,15.7
29/10/2007,27.8,16.8
30/10/2007,27.8,19.1
31/10/2007,27.5,16.9
01/11/2007,28.5,13.9
02/11/2007,28.7,14.7
03/11/2007,27,15.1
04/11/2007,29.5,14.6
05/11/2007,35.1,13.1
06/11/2007,35.2,14.5
07/11/2007,26.9,19.7
08/11/2007,24.3,19.3
09/11/2007,25.3,13.1
10/11/2007,24.5,15.1
11/11/2007,25.2,14.9
12/11/2007,23.2,14.4
13/11/2007,23.4,11.4
14/11/2007,24.5,11.3
15/11/2007,25.9,12.8
16/11/2007,25.2,14
17/11/2007,25.9,11
18/11/2007,25.4,12.7
19/11/2007,24.6,14.3
20/11/2007,21.3,15.3
21/11/2007,18.4,13.2
22/11/2007,20.2,13
23/11/2007,19.5,10.8
24/11/2007,22.2,10.4
25/11/2007,22.2,10.3
26/11/2007,22.1,8.5
27/11/2007,24.3,7.9
28/11/2007,22.4,8.3
29/11/2007,22.8,12.4
30/11/2007,25.9,11.5
01/12/2007,23.8,12.9
02/12/2007,22.2,14.8
03/12/2007,21.4,14.6
04/12/2007,21.5,13.6
05/12/2007,23.8,12.1
06/12/2007,19.7,13
07/12/2007,17,10.6
08/12/2007,19,11.3
09/12/2007,20.3,9.7
10/12/2007,20.6,10.2
11/12/2007,22.3,10.6
12/12/2007,22.7,8.4
13/12/2007,21.2,9.5
14/12/2007,19.3,12.3
15/12/2007,20.2,12.9
16/12/2007,20.5,10.6
17/12/2007,20.4,10.5
18/12/2007,19.7,7.1
19/12/2007,20,9.2
20/12/2007,17.4,9.7
21/12/2007,17.3,10.7
22/12/2007,18.7,6.5
23/12/2007,18.9,10.1
24/12/2007,18.8,5.2
25/12/2007,16.1,8.3
26/12/2007,19.4,6.6
27/12/2007,21.4,7.1
28/12/2007,22.6,6.6
29/12/2007,19.2,4.8
30/12/2007,17,4.5
31/12/2007,18.5,1.5
01/01/2008,20.2,6.8
02/01/2008,19,7.7
03/01/2008,19.1,8.5
04/01/2008,17.7,10.5
05/01/2008,18.3,9.6
06/01/2008,16.4,6.6
07/01/2008,16.8,5.7
08/01/2008,15.1,9.8
09/01/2008,17.1,8.3
10/01/2008,15.3,10.6
11/01/2008,12.6,7.1
12/01/2008,13.6,1.8
13/01/2008,13.9,2.5
14/01/2008,13.8,-0.1
15/01/2008,15.8,-1.4
16/01/2008,16.6,-1.2
17/01/2008,18.3,-0.3
18/01/2008,18.6,3.6
19/01/2008,18.1,2
20/01/2008,18.3,3.6
21/01/2008,20.2,4
22/01/2008,14.3,9.3
23/01/2008,17.5,8.9
24/01/2008,17.2,3.7
25/01/2008,17.9,3.1
26/01/2008,11.8,8.2
27/01/2008,16.4,8.3
28/01/2008,16.5,10.2
29/01/2008,14.2,8.7
30/01/2008,11.6,7
31/01/2008,12.7,5.4
01/02/2008,16.3,8
02/02/2008,17.8,7.9
03/02/2008,19.2,4.5
04/02/2008,20.3,4.2
05/02/2008,20.8,4.3
06/02/2008,20.3,4.6
07/02/2008,19.4,4.4
08/02/2008,17.8,10.3
09/02/2008,23,5.6
10/02/2008,21.1,9.6
11/02/2008,20.9,6.3
12/02/2008,17.5,10.8
13/02/2008,17.6,10.8
14/02/2008,12.6,9
15/02/2008,16.4,6
16/02/2008,17.8,7.1
17/02/2008,19.4,5.8
18/02/2008,17.3,9
19/02/2008,12.9,8.8
20/02/2008,16.1,9.5
21/02/2008,18.4,2.1
22/02/2008,20.2,3.6
23/02/2008,21.1,4.4
24/02/2008,18.7,10
25/02/2008,18.8,11.2
26/02/2008,17.7,9.3
27/02/2008,18.7,7.2
28/02/2008,22,5.5
29/02/2008,20,10.9
01/03/2008,19.4,13.1
02/03/2008,18.9,10.7
03/03/2008,19.7,11.4
04/03/2008,20.6,11
05/03/2008,26.8,8.5
06/03/2008,26.1,9.5
07/03/2008,28.9,10.1
08/03/2008,30.5,13.3
09/03/2008,29,15.3
10/03/2008,22.5,17.1
11/03/2008,20.5,10.1
12/03/2008,19.8,8.7
13/03/2008,19.9,9.5
14/03/2008,19.7,11.8
15/03/2008,19.3,12.3
16/03/2008,23,5.9
17/03/2008,24.5,8
18/03/2008,22,14.7
19/03/2008,25.7,9.5
20/03/2008,25.6,9
21/03/2008,33.8,10.7
22/03/2008,35.1,14.1
23/03/2008,38.2,12.9
24/03/2008,37.2,14.7
25/03/2008,30.9,14.9
26/03/2008,21.1,16.5
27/03/2008,20.8,12.1
28/03/2008,24.4,9.7
29/03/2008,24.4,15.3
30/03/2008,21.3,14.2
31/03/2008,20.6,12.9
01/04/2008,20.7,11.8
02/04/2008,21.2,10.1
03/04/2008,25.5,7.3
04/04/2008,21.5,14.6
05/04/2008,22.6,10.8
06/04/2008,29.3,15.6
07/04/2008,21.5,16.7
08/04/2008,20.9,10.5
09/04/2008,20.7,10.4
10/04/2008,30.3,12.3
11/04/2008,24,15.1
12/04/2008,22.9,13.2
13/04/2008,29.4,12.8
14/04/2008,37.4,16.1
15/04/2008,33.5,20.2
16/04/2008,23.4,18.3
17/04/2008,22.6,15.1
18/04/2008,23.9,10.6
19/04/2008,24.1,14.2
20/04/2008,24.3,11.1
21/04/2008,28.8,12.3
22/04/2008,33,13.9
23/04/2008,40.2,14.7
24/04/2008,39.1,16.6
25/04/2008,30.1,19.6
26/04/2008,24,17.2
27/04/2008,23,17.7
28/04/2008,22.9,12.1
29/04/2008,22.4,12.5
30/04/2008,22.2,12
01/05/2008,22.6,11.8
02/05/2008,22.6,11.9
03/05/2008,24,11.3
04/05/2008,26,11.5
05/05/2008,27.8,12
06/05/2008,23.6,15.2
07/05/2008,24.3,15.1
08/05/2008,23.8,14.8
09/05/2008,23,15.7
10/05/2008,23.4,14
11/05/2008,24.2,12.2
12/05/2008,31.6,17.5
13/05/2008,26.9,16.1
14/05/2008,30.5,15
15/05/2008,29.3,18.5
16/05/2008,24.3,16.4
17/05/2008,23.9,16
18/05/2008,24.9,17.1
19/05/2008,26.4,15.5
20/05/2008,28.3,16.4
21/05/2008,27.8,16.3
22/05/2008,28.4,18.2
23/05/2008,26.9,17.4
24/05/2008,25.9,16.1
25/05/2008,26.3,15.7
26/05/2008,26.2,16.7
27/05/2008,26.4,17.6
28/05/2008,26.9,17.2
29/05/2008,28.5,16.4
30/05/2008,28.3,16.9
31/05/2008,28.5,16.8
01/06/2008,29.2,19.1
02/06/2008,30.8,16.9
03/06/2008,28.3,17.7
04/06/2008,30.6,19.1
05/06/2008,37.2,18.6
06/06/2008,28.7,21.4
07/06/2008,28.1,19.9
08/06/2008,30.5,18.2
09/06/2008,38.7,19.2
10/06/2008,28,20.4
11/06/2008,27.4,22.5
12/06/2008,28.6,20.6
13/06/2008,29.4,17.8
14/06/2008,29.3,18.2
15/06/2008,31.5,17.7
16/06/2008,28.3,18.6
17/06/2008,28.7,19.5
18/06/2008,29.3,19.8
19/06/2008,30.7,20.4
20/06/2008,31.8,19.7
21/06/2008,33.4,20.1
22/06/2008,30.1,22.3
23/06/2008,29.3,20.9
24/06/2008,31,21.6
25/06/2008,30.7,21.9
26/06/2008,31.4,23.1
27/06/2008,31.3,23.5
28/06/2008,30.8,19.9
29/06/2008,30.3,22.9
30/06/2008,30.9,23.9
01/07/2008,31.5,23.6
02/07/2008,31.2,22.7
03/07/2008,30.5,23.2
04/07/2008,30.4,21.4
05/07/2008,31,21.8
06/07/2008,30.9,23.7
07/07/2008,30.6,21.8
08/07/2008,31.2,23.1
09/07/2008,32.1,23.4
10/07/2008,33.2,18.7
11/07/2008,33,18.5
12/07/2008,31.4,20.8
13/07/2008,31.3,21.8
14/07/2008,31.3,21.7
15/07/2008,31.8,23.5
16/07/2008,31.7,23.8
17/07/2008,32.2,23.4
18/07/2008,31.3,23.1
19/07/2008,31.4,22.7
20/07/2008,31.6,23.5
21/07/2008,32.9,23.4
22/07/2008,32.6,19
23/07/2008,32,23.2
24/07/2008,32.1,23.7
25/07/2008,31.2,23.7
26/07/2008,30.7,23.1
27/07/2008,30.6,21.7
28/07/2008,30.8,22
29/07/2008,30.9,23
30/07/2008,31.2,23.6
31/07/2008,31.2,23.2
01/08/2008,33.4,24.3
02/08/2008,32.5,22.7
03/08/2008,31.8,22.6
04/08/2008,31.7,23.4
05/08/2008,31.2,23.3
06/08/2008,31.3,21
07/08/2008,31.7,20.5
08/08/2008,31.9,22.9
09/08/2008,31.3,24.5
10/08/2008,31.5,23.3
11/08/2008,31.8,22.3
12/08/2008,31.9,23.5
13/08/2008,31.2,22.8
14/08/2008,31.6,21.9
15/08/2008,31.8,23.6
16/08/2008,33.4,22.5
17/08/2008,32.1,21.4
18/08/2008,32.2,23.8
19/08/2008,31.9,24.9
20/08/2008,32,24
21/08/2008,31.9,25.4
22/08/2008,31.8,24.9
23/08/2008,31.6,24.7
24/08/2008,31.7,25.3
25/08/2008,31.8,23.8
26/08/2008,32.5,23.2
27/08/2008,32.2,25.2
28/08/2008,32.5,24.1
29/08/2008,32.4,25.4
30/08/2008,32,24.3
31/08/2008,31.8,24.5
01/09/2008,31.1,23.7
02/09/2008,31,24
03/09/2008,31,23.3
04/09/2008,31.1,23.7
05/09/2008,31.8,27.1
06/09/2008,31.3,24.8
07/09/2008,31.3,23.3
08/09/2008,31,22.1
09/09/2008,30.7,21.3
10/09/2008,31.4,22.5
11/09/2008,31.7,20.6
12/09/2008,30.5,19.1
13/09/2008,30.2,21.3
14/09/2008,30.9,22.2
15/09/2008,30.5,20.9
16/09/2008,31.4,21.4
17/09/2008,31.8,22.3
18/09/2008,31.6,21.2
19/09/2008,31.1,21.4
20/09/2008,29.8,20.1
21/09/2008,31.4,18.3
22/09/2008,33.4,19.6
23/09/2008,29.9,22.3
24/09/2008,29,20.2
25/09/2008,32.2,18.2
26/09/2008,30.9,23.8
27/09/2008,29,24.1
28/09/2008,29.2,20.3
29/09/2008,31.1,19.8
30/09/2008,28,24.2
01/10/2008,27.5,18.6
02/10/2008,27.6,19
03/10/2008,28.5,17.1
04/10/2008,31.2,17.4
05/10/2008,31.8,18.9
06/10/2008,29.3,19.9
07/10/2008,28.2,21.6
08/10/2008,27.5,18.2
09/10/2008,27.2,17.3
10/10/2008,27.5,17.6
11/10/2008,27.7,16.6
12/10/2008,28.1,17.2
13/10/2008,29.4,16.3
14/10/2008,32.2,18.8
15/10/2008,27.9,21.6
16/10/2008,27.6,16.6
17/10/2008,26.9,16.4
18/10/2008,27.5,15.7
19/10/2008,28.6,19.4
20/10/2008,28.8,20
21/10/2008,27.8,18.9
22/10/2008,27.2,18.1
23/10/2008,27.3,17.2
24/10/2008,26.5,16.4
25/10/2008,26.5,17.2
26/10/2008,26,17.9
27/10/2008,24,17.9
28/10/2008,20.2,16.1
29/10/2008,22.1,15.3
30/10/2008,24.1,14.9
31/10/2008,25.3,15.9
01/11/2008,25,15.4
02/11/2008,28.7,15.2
03/11/2008,27.1,12.4
04/11/2008,28.7,12.5
05/11/2008,27.6,18.7
06/11/2008,27.5,12.7
07/11/2008,27.3,11.2
08/11/2008,28.7,12
09/11/2008,26.9,13.3
10/11/2008,25.1,13.8
11/11/2008,26.2,12.9
12/11/2008,25.5,15.5
13/11/2008,23.8,16.6
14/11/2008,23.5,14.1
15/11/2008,24.2,11.3
16/11/2008,25.6,10.2
17/11/2008,23.4,10.6
18/11/2008,25.9,9.6
19/11/2008,28.6,15.2
20/11/2008,25.2,16.7
21/11/2008,24.3,15.8
22/11/2008,22.1,15
23/11/2008,23.6,15.2
24/11/2008,26.9,9.6
25/11/2008,25,9.6
26/11/2008,25.8,9.9
27/11/2008,23.1,10.8
28/11/2008,23.6,15.6
29/11/2008,21.1,13.6
30/11/2008,22,9.5
01/12/2008,23.5,7.2
02/12/2008,24.3,6.9
03/12/2008,26.5,7.7
04/12/2008,27.1,11.8
05/12/2008,27.6,7.8
06/12/2008,26.6,10.5
07/12/2008,26.9,7.6
08/12/2008,22.3,14.7
09/12/2008,21.4,15.2
10/12/2008,20.3,14.6
11/12/2008,21.4,9.5
12/12/2008,24.2,12.6
13/12/2008,20.7,7.6
14/12/2008,21.2,14.2
15/12/2008,21.7,12.4
16/12/2008,21.1,9.8
17/12/2008,21,6.1
18/12/2008,23.7,4.9
19/12/2008,25.1,7.7
20/12/2008,21.5,9.6
21/12/2008,21,13.6
22/12/2008,18.5,14.5
23/12/2008,17.9,12.3
24/12/2008,16.7,11.7
25/12/2008,16.3,11.7
26/12/2008,16.3,10.8
27/12/2008,17.1,6.9
28/12/2008,19.8,6.7
29/12/2008,17.8,8.5
30/12/2008,19.2,12
31/12/2008,17,11.9
01/01/2009,12.7,9.3
02/01/2009,14.6,3.5
03/01/2009,18.3,6.8
04/01/2009,18.1,3.2
05/01/2009,19.6,9.2
06/01/2009,20.5,4.5
07/01/2009,20.1,4.7
08/01/2009,19.2,11.5
09/01/2009,18.8,8.9
10/01/2009,19.7,6.4
11/01/2009,19.6,11.4
12/01/2009,15.7,6.5
13/01/2009,17,3.4
14/01/2009,20.1,2.3
15/01/2009,23.9,5.5
16/01/2009,22.1,5.2
17/01/2009,20.6,8
18/01/2009,19.3,12.1
19/01/2009,18.7,8.8
20/01/2009,19.2,9.3
21/01/2009,22.6,6.9
22/01/2009,24.7,6.9
23/01/2009,23.3,13.6
24/01/2009,18.6,12.6
25/01/2009,20.7,8
26/01/2009,22.2,8.4
27/01/2009,20.7,10.1
28/01/2009,22.7,9
29/01/2009,20.4,9.9
30/01/2009,18.5,9.9
31/01/2009,18.5,10.4
01/02/2009,17.8,10.7
02/02/2009,19.4,8.2
03/02/2009,21.6,7.5
04/02/2009,26,7
05/02/2009,26.1,7.3
06/02/2009,20.8,8.5
07/02/2009,19.9,10.8
08/02/2009,23.8,8.2
09/02/2009,29.9,10.9
10/02/2009,18.5,11.5
11/02/2009,18.8,10.2
12/02/2009,21.2,8.2
13/02/2009,21.3,6.3
14/02/2009,24.1,6
15/02/2009,19.2,7.4
16/02/2009,18.2,7.2
17/02/2009,17.3,10.3
18/02/2009,18.9,7.7
19/02/2009,25.7,9.7
20/02/2009,17.6,13.2
21/02/2009,16.6,10.2
22/02/2009,13.8,9.9
23/02/2009,17.6,9.5
24/02/2009,18.5,9.9
25/02/2009,19.5,6.1
26/02/2009,22.7,6.2
27/02/2009,16.1,9.7
28/02/2009,15.6,7.9
01/03/2009,15.5,8.3
02/03/2009,15.9,8.9
03/03/2009,17.4,11.4
04/03/2009,21.2,7.6
05/03/2009,25.6,9.2
06/03/2009,30.4,15.1
07/03/2009,33,11.7
08/03/2009,28.1,18.2
09/03/2009,20.3,10.9
10/03/2009,19,10.8
11/03/2009,20.2,8.6
12/03/2009,19.3,8
13/03/2009,19.7,12.4
14/03/2009,18.8,11.9
15/03/2009,17.9,11.9
16/03/2009,17.7,7.9
17/03/2009,17.9,6.4
18/03/2009,18.3,9.6
19/03/2009,19.9,7
20/03/2009,21,10.4
21/03/2009,19.3,11.3
22/03/2009,20.4,9.3
23/03/2009,24.3,9.2
24/03/2009,17.6,10.2
25/03/2009,18.5,11.5
26/03/2009,20.9,6.9
27/03/2009,21.1,7.9
28/03/2009,18.2,14.3
29/03/2009,18.8,13.9
30/03/2009,19.1,9.9
31/03/2009,20.1,9.7
01/04/2009,23.4,8.7
02/04/2009,22.9,15.4
03/04/2009,22.3,15.6
04/04/2009,22,12.7
05/04/2009,27,14
06/04/2009,26.8,16.7
07/04/2009,23,12.2
08/04/2009,20.9,9.7
09/04/2009,21.1,14.6
10/04/2009,21,11.2
11/04/2009,22.6,10.2
12/04/2009,29.8,12
13/04/2009,27.1,12.7
14/04/2009,35.8,15.2
15/04/2009,27.5,14.3
16/04/2009,21.2,15.2
17/04/2009,21.4,16.2
18/04/2009,22.8,10.1
19/04/2009,28.3,9.3
20/04/2009,27.1,10.5
21/04/2009,28,12.1
22/04/2009,32,12
23/04/2009,22.5,15
24/04/2009,21.9,15.4
25/04/2009,24.2,14.3
26/04/2009,22.1,12.4
27/04/2009,21.9,10.9
28/04/2009,23.1,12.6
29/04/2009,25.5,14.2
30/04/2009,23.3,14.5
01/05/2009,23,13.4
02/05/2009,23.7,12.4
03/05/2009,29.8,16.1
04/05/2009,38.1,20.5
05/05/2009,22.7,17.7
06/05/2009,23.1,13.9
07/05/2009,22.7,13.5
08/05/2009,23,14.4
09/05/2009,21.8,14.8
10/05/2009,23.2,14.4
11/05/2009,23.8,13.6
12/05/2009,24.3,13.7
13/05/2009,25.8,13.1
14/05/2009,25.8,18.7
15/05/2009,27.2,16.6
16/05/2009,29.4,18.3
17/05/2009,33.4,16.1
18/05/2009,34.1,17.1
19/05/2009,28.9,19.7
20/05/2009,27.6,18.4
21/05/2009,27.1,18
22/05/2009,27.9,17.6
23/05/2009,26.5,17.4
24/05/2009,25.6,18.8
25/05/2009,26.1,17.9
26/05/2009,27.7,16.8
27/05/2009,27.4,19
28/05/2009,28,18.4
29/05/2009,27,15.9
30/05/2009,27.3,16.3
31/05/2009,27.4,18.2
01/06/2009,27.4,17.2
02/06/2009,28.5,18.3
03/06/2009,30.6,18.4
04/06/2009,32.1,18.3
05/06/2009,29.8,19.4
06/06/2009,29.6,17.6
07/06/2009,28.8,18.7
08/06/2009,28.7,19.2
09/06/2009,29.7,20.9
10/06/2009,30.2,21.1
11/06/2009,30.4,20.4
12/06/2009,29.7,17.8
13/06/2009,29.9,20
14/06/2009,30.4,18.7
15/06/2009,29.7,19.9
16/06/2009,28.9,21.7
17/06/2009,29.9,21.2
18/06/2009,30.2,20.3
19/06/2009,31.3,20.1
20/06/2009,30.7,20.5
21/06/2009,31.1,20.5
22/06/2009,31.8,20.5
23/06/2009,31.8,20.7
24/06/2009,31.8,21.3
25/06/2009,32.5,22.6
26/06/2009,31.1,23.4
27/06/2009,29.7,22
28/06/2009,29.8,21.4
29/06/2009,30.3,21
30/06/2009,37.7,19.8
01/07/2009,36.7,22.1
02/07/2009,32.4,22.7
03/07/2009,30.2,22.3
04/07/2009,29.8,22.3
05/07/2009,30.5,23.1
06/07/2009,30.8,23.2
07/07/2009,30.9,22.6
08/07/2009,30.7,22.7
09/07/2009,31,22.6
10/07/2009,31.8,23
11/07/2009,32.6,22.9
12/07/2009,33.6,23.4
13/07/2009,32.4,21.6
14/07/2009,30.6,24.6
15/07/2009,30.8,24.3
16/07/2009,31.5,22.5
17/07/2009,31.3,21.5
18/07/2009,32.5,21.7
19/07/2009,32.1,23.8
20/07/2009,32.2,22.5
21/07/2009,32,24.4
22/07/2009,32.8,24.3
23/07/2009,32.5,24.4
24/07/2009,32.8,23.4
25/07/2009,31.6,22.3
26/07/2009,33,22.4
27/07/2009,33.5,21.9
28/07/2009,33.5,22.4
29/07/2009,32.5,25
30/07/2009,31.9,24.3
31/07/2009,31.8,23.8
01/08/2009,31.9,23.9
02/08/2009,32.5,23.9
03/08/2009,31.8,23.1
04/08/2009,32.7,24.3
05/08/2009,32.9,23.2
06/08/2009,33.1,24
07/08/2009,32.6,20
08/08/2009,31.9,23.4
09/08/2009,32.1,23.8
10/08/2009,32.4,24.4
11/08/2009,32.6,24.4
12/08/2009,32.3,24.6
13/08/2009,31.8,22.5
14/08/2009,31.8,23.6
15/08/2009,31.8,23.6
16/08/2009,32.6,24.2
17/08/2009,32.8,24.5
18/08/2009,32.2,23.9
19/08/2009,32,22.3
20/08/2009,32.8,23.7
21/08/2009,33.2,25.4
22/08/2009,33.6,24.5
23/08/2009,32.5,24.1
24/08/2009,32.9,22.7
25/08/2009,32.8,23.5
26/08/2009,31.7,22.7
27/08/2009,31.4,23.8
28/08/2009,31.1,22.6
29/08/2009,31.2,21.5
30/08/2009,31.4,22.2
31/08/2009,31.4,22.3
01/09/2009,30.7,20.9
02/09/2009,30.6,20.3
03/09/2009,31.3,22
04/09/2009,32.4,25
05/09/2009,31.6,25.1
06/09/2009,31.2,23.3
07/09/2009,31.6,23.1
08/09/2009,32.5,23.1
09/09/2009,31.9,22.7
10/09/2009,30.5,21.9
11/09/2009,30.9,20.8
12/09/2009,38.6,20.5
13/09/2009,31.3,24.6
14/09/2009,31,23.3
15/09/2009,31.1,21.6
16/09/2009,32.2,23.2
17/09/2009,31.1,23.6
18/09/2009,31.3,23.1
19/09/2009,30.6,22.1
20/09/2009,29.4,22.1
21/09/2009,30.5,22.6
22/09/2009,30.1,19.9
23/09/2009,29.8,19.7
24/09/2009,31.3,17.9
25/09/2009,31.3,16.9
26/09/2009,30.6,17.2
27/09/2009,30.6,19.2
28/09/2009,30.7,22.2
29/09/2009,30.5,20.8
30/09/2009,29.1,16.9
01/10/2009,29.1,18.7
02/10/2009,30.2,19.3
03/10/2009,31,19.7
04/10/2009,29.8,19.6
05/10/2009,29.6,17.7
06/10/2009,29.3,21.6
07/10/2009,29,20.4
08/10/2009,29.2,19.6
09/10/2009,30.5,18.8
10/10/2009,29.9,19.8
11/10/2009,29.7,20
12/10/2009,29.5,19.1
13/10/2009,29.8,17
14/10/2009,29.8,18.9
15/10/2009,32.3,18.4
16/10/2009,33.8,18.8
17/10/2009,32.9,17.6
18/10/2009,38.5,17.6
19/10/2009,37,20
20/10/2009,34.5,18.5
21/10/2009,29.9,19.9
22/10/2009,28.4,18.8
23/10/2009,28.8,17.7
24/10/2009,30.2,20.4
25/10/2009,31.9,17.7
26/10/2009,31,18.2
27/10/2009,33.7,21.8
28/10/2009,30.2,17.9
29/10/2009,25.9,18.9
30/10/2009,24.5,17.7
31/10/2009,25.1,18.7
01/11/2009,26.4,16.4
02/11/2009,22.4,14.5
03/11/2009,19.7,14.5
04/11/2009,24.7,13.7
05/11/2009,25.5,11.7
06/11/2009,29.6,13.1
07/11/2009,32,19.4
08/11/2009,33.7,17.1
09/11/2009,26,16.5
10/11/2009,25.2,16.1
11/11/2009,26.6,13.5
12/11/2009,25.2,15.7
13/11/2009,24.1,15.4
14/11/2009,23.9,14.6
15/11/2009,23.4,13.4
16/11/2009,21.7,11.6
17/11/2009,22.1,15.5
18/11/2009,22.1,13.5
19/11/2009,22.4,10.3
20/11/2009,22.9,10.1
21/11/2009,22.3,9.6
22/11/2009,24.6,10.1
23/11/2009,27,8.8
24/11/2009,25.2,13.1
25/11/2009,20.8,13.5
26/11/2009,23.2,12.3
27/11/2009,23.1,11
28/11/2009,22.6,8.9
29/11/2009,22.3,9.3
30/11/2009,22.6,10.5
01/12/2009,23.9,10.9
02/12/2009,24.7,10
03/12/2009,24.5,13.4
04/12/2009,21.5,13.7
05/12/2009,21.3,8.7
06/12/2009,22.5,13.8
07/12/2009,17.3,14.1
08/12/2009,21.1,10.5
09/12/2009,18.6,13.8
10/12/2009,21,11.6
11/12/2009,21,10.1
12/12/2009,19.8,13.8
13/12/2009,20.3,13.3
14/12/2009,18.5,11.8
15/12/2009,23.5,7.7
16/12/2009,22,6.9
17/12/2009,20.3,13.8
18/12/2009,18.6,12.8
19/12/2009,21.1,13.7
20/12/2009,26,8.7
21/12/2009,27.2,9.3
22/12/2009,20.2,14
23/12/2009,19.7,8.8
24/12/2009,20.9,10.1
25/12/2009,22.4,9.3
26/12/2009,21,10.5
27/12/2009,21.7,10.9
28/12/2009,25.6,8.1
29/12/2009,20.5,11.8
30/12/2009,18.1,14.3
31/12/2009,21.1,13
01/01/2010,21.6,12.9
02/01/2010,24.9,9.2
03/01/2010,22,10.8
04/01/2010,20,12.6
05/01/2010,20.7,14.3
06/01/2010,23.7,9.1
07/01/2010,25,7.6
08/01/2010,25.8,8.8
09/01/2010,23.4,6.9
10/01/2010,26.6,6.7
11/01/2010,23.1,8.2
12/01/2010,20.1,10.7
13/01/2010,20.5,12.7
14/01/2010,21.5,9.7
15/01/2010,23,8.8
