yearweek,total_killed,q3,survey_date,intifada,week0ago,week1ago,week2ago,week3ago,week4ago,week5ago,week6ago,week7ago,week8ago
2008-W30,NA,2.1762376237623764,2008-07-31,0,0,0,0,0,2,0,0,0,1
2008-W31,NA,NA,NA,0,0,0,0,0,0,2,0,0,0
2008-W32,NA,NA,NA,0,0,0,0,0,0,0,2,0,0
2008-W33,NA,NA,NA,0,0,0,0,0,0,0,0,2,0
2008-W34,NA,NA,NA,0,0,0,0,0,0,0,0,0,2
2008-W35,NA,2.190944881889764,2008-08-31,0,0,0,0,0,0,0,0,0,0
2008-W36,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2008-W37,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2008-W38,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2008-W39,NA,2.0737051792828685,2008-09-30,0,0,0,0,0,0,0,0,0,0
2008-W40,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2008-W41,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2008-W42,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2008-W43,NA,2.197211155378486,2008-10-31,0,0,0,0,0,0,0,0,0,0
2008-W44,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2008-W45,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2008-W46,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2008-W47,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2008-W48,NA,2.032,2008-11-30,0,0,0,0,0,0,0,0,0,0
2008-W49,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2008-W50,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2008-W51,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2008-W52,NA,2.2445328031809146,2008-12-31,0,0,0,0,0,0,0,0,0,0
2009-W00,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2009-W01,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2009-W02,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2009-W03,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2009-W04,NA,2.033464566929134,2009-01-31,0,0,0,0,0,0,0,0,0,0
2009-W05,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2009-W06,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2009-W07,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2009-W08,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2009-W09,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2009-W10,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2009-W11,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2009-W12,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2009-W13,NA,2.0376237623762377,2009-03-31,0,0,0,0,0,0,0,0,0,0
2009-W14,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2009-W15,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2009-W16,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2009-W17,NA,1.988235294117647,2009-04-30,0,0,0,0,0,0,0,0,0,0
2009-W18,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2009-W19,1,NA,NA,0,1,0,0,0,0,0,0,0,0
2009-W20,NA,NA,NA,0,0,1,0,0,0,0,0,0,0
2009-W21,NA,NA,NA,0,0,0,1,0,0,0,0,0,0
2009-W22,NA,1.9425287356321839,2009-05-31,0,0,0,0,1,0,0,0,0,0
2009-W23,NA,NA,NA,0,0,0,0,0,1,0,0,0,0
2009-W24,NA,NA,NA,0,0,0,0,0,0,1,0,0,0
2009-W25,NA,NA,NA,0,0,0,0,0,0,0,1,0,0
2009-W26,NA,1.951276102088167,2009-06-30,0,0,0,0,0,0,0,0,1,0
2009-W27,NA,NA,NA,0,0,0,0,0,0,0,0,0,1
2009-W28,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2009-W29,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2009-W30,NA,1.9443155452436196,2009-07-31,0,0,0,0,0,0,0,0,0,0
2009-W31,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2009-W32,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2009-W33,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2009-W34,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2009-W35,NA,1.8956916099773242,2009-08-31,0,0,0,0,0,0,0,0,0,0
2009-W36,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2009-W37,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2009-W38,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2009-W39,NA,1.879907621247113,2009-09-30,0,0,0,0,0,0,0,0,0,0
2009-W40,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2009-W41,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2009-W42,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2009-W43,NA,1.902325581395349,2009-10-31,0,0,0,0,0,0,0,0,0,0
2009-W44,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2009-W45,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2009-W46,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2009-W47,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2009-W48,NA,1.9470046082949308,2009-11-30,0,0,0,0,0,0,0,0,0,0
2009-W49,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2009-W50,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2009-W51,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2009-W52,NA,1.8261851015801356,2009-12-31,0,0,0,0,0,0,0,0,0,0
2010-W00,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2010-W01,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2010-W02,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2010-W03,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2010-W04,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2010-W05,NA,1.8501170960187354,2010-01-31,0,0,0,0,0,0,0,0,0,0
2010-W06,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2010-W07,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2010-W08,1,NA,NA,0,1,0,0,0,0,0,0,0,0
2010-W09,NA,1.6973995271867612,2010-02-28,0,0,1,0,0,0,0,0,0,0
2010-W10,NA,NA,NA,0,0,0,1,0,0,0,0,0,0
2010-W11,NA,NA,NA,0,0,0,0,1,0,0,0,0,0
2010-W12,NA,NA,NA,0,0,0,0,0,1,0,0,0,0
2010-W13,NA,NA,NA,0,0,0,0,0,0,1,0,0,0
2010-W14,NA,NA,NA,0,0,0,0,0,0,0,1,0,0
2010-W15,NA,NA,NA,0,0,0,0,0,0,0,0,1,0
2010-W16,NA,NA,NA,0,0,0,0,0,0,0,0,0,1
2010-W17,NA,1.6842105263157894,2010-04-30,0,0,0,0,0,0,0,0,0,0
2010-W18,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2010-W19,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2010-W20,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2010-W21,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2010-W22,NA,2.06420233463035,2010-05-30,0,0,0,0,0,0,0,0,0,0
2010-W23,NA,1.9060665362035225,2010-06-08,0,0,0,0,0,0,0,0,0,0
2010-W24,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2010-W25,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2010-W26,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2010-W27,NA,2,2010-07-07,0,0,0,0,0,0,0,0,0,0
2010-W28,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2010-W29,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2010-W30,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2010-W31,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2010-W32,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2010-W33,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2010-W34,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2010-W35,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2010-W36,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2010-W37,NA,1.8986083499005963,2010-09-14,0,0,0,0,0,0,0,0,0,0
2010-W38,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2010-W39,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2010-W40,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2010-W41,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2010-W42,NA,1.9197651663405086,2010-10-20,0,0,0,0,0,0,0,0,0,0
2010-W43,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2010-W44,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2010-W45,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2010-W46,NA,1.9627450980392156,2010-11-16,0,0,0,0,0,0,0,0,0,0
2010-W47,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2010-W48,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2010-W49,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2010-W50,NA,1.9354207436399216,2010-12-13,0,0,0,0,0,0,0,0,0,0
2010-W51,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2010-W52,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2011-W00,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2011-W01,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2011-W02,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2011-W03,NA,1.9686274509803923,2011-01-19,0,0,0,0,0,0,0,0,0,0
2011-W04,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2011-W05,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2011-W06,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2011-W07,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2011-W08,NA,1.9529411764705884,2011-02-22,0,0,0,0,0,0,0,0,0,0
2011-W09,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2011-W10,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2011-W11,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2011-W12,2,2.145098039215686,2011-03-24,0,2,0,0,0,0,0,0,0,0
2011-W13,NA,NA,NA,0,0,2,0,0,0,0,0,0,0
2011-W14,1,NA,NA,0,1,0,2,0,0,0,0,0,0
2011-W15,NA,NA,NA,0,0,1,0,2,0,0,0,0,0
2011-W16,NA,NA,NA,0,0,0,1,0,2,0,0,0,0
2011-W17,NA,NA,NA,0,0,0,0,1,0,2,0,0,0
2011-W18,NA,NA,NA,0,0,0,0,0,1,0,2,0,0
2011-W19,NA,NA,NA,0,0,0,0,0,0,1,0,2,0
2011-W20,NA,NA,NA,0,0,0,0,0,0,0,1,0,2
2011-W21,NA,NA,NA,0,0,0,0,0,0,0,0,1,0
2011-W22,NA,2.1215686274509804,2011-05-30,0,0,0,0,0,0,0,0,0,1
2011-W23,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2011-W24,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2011-W25,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2011-W26,NA,1.9843137254901961,2011-06-28,0,0,0,0,0,0,0,0,0,0
2011-W27,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2011-W28,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2011-W29,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2011-W30,NA,2.0627450980392155,2011-07-27,0,0,0,0,0,0,0,0,0,0
2011-W31,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2011-W32,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2011-W33,1,NA,NA,0,1,0,0,0,0,0,0,0,0
2011-W34,NA,2.0400763358778624,2011-08-24,0,0,1,0,0,0,0,0,0,0
2011-W35,NA,NA,NA,0,0,0,1,0,0,0,0,0,0
2011-W36,NA,NA,NA,0,0,0,0,1,0,0,0,0,0
2011-W37,NA,NA,NA,0,0,0,0,0,1,0,0,0,0
2011-W38,NA,NA,NA,0,0,0,0,0,0,1,0,0,0
2011-W39,NA,NA,NA,0,0,0,0,0,0,0,1,0,0
2011-W40,NA,1.9352941176470588,2011-10-02,0,0,0,0,0,0,0,0,1,0
2011-W41,NA,NA,NA,0,0,0,0,0,0,0,0,0,1
2011-W42,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2011-W43,1,NA,NA,0,1,0,0,0,0,0,0,0,0
2011-W44,NA,1.9205426356589148,2011-11-01,0,0,1,0,0,0,0,0,0,0
2011-W45,NA,NA,NA,0,0,0,1,0,0,0,0,0,0
2011-W46,NA,NA,NA,0,0,0,0,1,0,0,0,0,0
2011-W47,NA,NA,NA,0,0,0,0,0,1,0,0,0,0
2011-W48,NA,NA,NA,0,0,0,0,0,0,1,0,0,0
2011-W49,NA,2.017175572519084,2011-12-06,0,0,0,0,0,0,0,1,0,0
2011-W50,NA,NA,NA,0,0,0,0,0,0,0,0,1,0
2011-W51,NA,NA,NA,0,0,0,0,0,0,0,0,0,1
2011-W52,NA,2.0647058823529414,2011-12-28,0,0,0,0,0,0,0,0,0,0
2012-W01,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2012-W02,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2012-W03,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2012-W04,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2012-W05,NA,2.009784735812133,2012-01-31,0,0,0,0,0,0,0,0,0,0
2012-W06,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2012-W07,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2012-W08,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2012-W09,NA,2.0058823529411764,2012-02-29,0,0,0,0,0,0,0,0,0,0
2012-W10,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2012-W11,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2012-W12,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2012-W13,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2012-W14,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2012-W15,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2012-W16,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2012-W17,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2012-W18,NA,1.9941176470588236,2012-05-02,0,0,0,0,0,0,0,0,0,0
2012-W19,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2012-W20,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2012-W21,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2012-W22,NA,1.9862745098039216,2012-05-31,0,0,0,0,0,0,0,0,0,0
2012-W23,NA,2.011764705882353,2012-06-05,0,0,0,0,0,0,0,0,0,0
2012-W24,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2012-W25,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2012-W26,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2012-W27,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2012-W28,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2012-W29,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2012-W30,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2012-W31,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2012-W32,NA,2.070588235294118,2012-08-06,0,0,0,0,0,0,0,0,0,0
2012-W32,NA,2.0193798449612403,2012-08-08,0,0,0,0,0,0,0,0,0,0
2012-W33,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2012-W34,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2012-W35,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2012-W36,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2012-W37,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2012-W38,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2012-W39,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2012-W40,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2012-W41,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2012-W42,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2012-W43,NA,2.001919385796545,2012-10-24,0,0,0,0,0,0,0,0,0,0
2012-W44,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2012-W45,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2012-W46,3,NA,NA,0,3,0,0,0,0,0,0,0,0
2012-W47,3,NA,NA,0,3,3,0,0,0,0,0,0,0
2012-W48,NA,NA,NA,0,0,3,3,0,0,0,0,0,0
2012-W49,NA,2.035225048923679,2012-12-02,0,0,0,3,3,0,0,0,0,0
2012-W50,NA,NA,NA,0,0,0,0,3,3,0,0,0,0
2012-W51,NA,NA,NA,0,0,0,0,0,3,3,0,0,0
2012-W52,NA,NA,NA,0,0,0,0,0,0,3,3,0,0
2012-W53,NA,NA,NA,0,0,0,0,0,0,0,3,3,0
2013-W00,NA,1.9395711500974657,2013-01-02,0,0,0,0,0,0,0,0,3,3
2013-W00,NA,1.9534883720930232,2013-01-04,0,0,0,0,0,0,0,0,0,3
2013-W01,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2013-W02,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2013-W03,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2013-W04,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2013-W05,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2013-W06,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2013-W07,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2013-W08,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2013-W09,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2013-W10,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2013-W11,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2013-W12,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2013-W13,NA,1.9842829076620825,2013-03-31,0,0,0,0,0,0,0,0,0,0
2013-W14,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2013-W15,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2013-W16,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2013-W17,NA,1.8343313373253494,2013-04-30,0,0,0,0,0,0,0,0,0,0
2013-W18,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2013-W19,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2013-W20,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2013-W21,NA,1.99412915851272,2013-05-30,0,0,0,0,0,0,0,0,0,0
2013-W22,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2013-W23,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2013-W24,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2013-W25,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2013-W26,NA,2.4441747572815533,2013-07-03,0,0,0,0,0,0,0,0,0,0
2013-W27,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2013-W28,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2013-W29,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2013-W30,NA,2.00199203187251,2013-07-30,0,0,0,0,0,0,0,0,0,0
2013-W31,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2013-W32,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2013-W33,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2013-W34,NA,2.00596421471173,2013-08-28,0,0,0,0,0,0,0,0,0,0
2013-W35,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2013-W36,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2013-W37,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2013-W38,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2013-W39,NA,2.093625498007968,2013-10-01,0,0,0,0,0,0,0,0,0,0
2013-W40,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2013-W41,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2013-W42,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2013-W43,NA,2.066,2013-10-29,0,0,0,0,0,0,0,0,0,0
2013-W44,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2013-W45,1,NA,NA,0,1,0,0,0,0,0,0,0,0
2013-W46,NA,NA,NA,0,0,1,0,0,0,0,0,0,0
2013-W47,NA,2.004,2013-11-28,0,0,0,1,0,0,0,0,0,0
2013-W48,NA,NA,NA,0,0,0,0,1,0,0,0,0,0
2013-W49,NA,NA,NA,0,0,0,0,0,1,0,0,0,0
2013-W50,NA,NA,NA,0,0,0,0,0,0,1,0,0,0
2013-W51,1,NA,NA,0,1,0,0,0,0,0,1,0,0
2013-W52,NA,2.0834990059642147,2013-12-31,0,0,1,0,0,0,0,0,1,0
2014-W00,NA,NA,NA,0,0,0,1,0,0,0,0,0,1
2014-W01,NA,NA,NA,0,0,0,0,1,0,0,0,0,0
2014-W02,NA,NA,NA,0,0,0,0,0,1,0,0,0,0
2014-W03,NA,NA,NA,0,0,0,0,0,0,1,0,0,0
2014-W04,NA,1.9881656804733727,2014-01-29,0,0,0,0,0,0,0,1,0,0
2014-W05,NA,NA,NA,0,0,0,0,0,0,0,0,1,0
2014-W06,NA,NA,NA,0,0,0,0,0,0,0,0,0,1
2014-W07,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2014-W08,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2014-W09,NA,2,2014-03-04,0,0,0,0,0,0,0,0,0,0
2014-W10,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2014-W11,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2014-W12,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2014-W13,NA,2.128,2014-03-31,0,0,0,0,0,0,0,0,0,0
2014-W14,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2014-W15,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2014-W16,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2014-W17,NA,2.0780000000000003,2014-04-29,0,0,0,0,0,0,0,0,0,0
2014-W18,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2014-W19,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2014-W20,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2014-W21,NA,1.893069306930693,2014-05-29,0,0,0,0,0,0,0,0,0,0
2014-W22,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2014-W23,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2014-W24,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2014-W25,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2014-W26,NA,2.0239043824701195,2014-06-30,0,0,0,0,0,0,0,0,0,0
2014-W27,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2014-W28,4,NA,NA,0,4,0,0,0,0,0,0,0,0
2014-W29,5,2.2453703703703702,2014-07-23,0,5,4,0,0,0,0,0,0,0
2014-W30,14,NA,NA,0,14,5,4,0,0,0,0,0,0
2014-W31,1,NA,NA,0,1,14,5,4,0,0,0,0,0
2014-W32,NA,1.3,2014-08-12,0,0,1,14,5,4,0,0,0,0
2014-W33,2,NA,NA,0,2,0,1,14,5,4,0,0,0
2014-W34,2,NA,NA,0,2,2,0,1,14,5,4,0,0
2014-W35,NA,NA,NA,0,0,2,2,0,1,14,5,4,0
2014-W36,NA,NA,NA,0,0,0,2,2,0,1,14,5,4
2014-W37,NA,2.1420345489443378,2014-09-18,0,0,0,0,2,2,0,1,14,5
2014-W38,NA,NA,NA,0,0,0,0,0,2,2,0,1,14
2014-W39,NA,NA,NA,0,0,0,0,0,0,2,2,0,1
2014-W40,NA,NA,NA,0,0,0,0,0,0,0,2,2,0
2014-W41,NA,NA,NA,0,0,0,0,0,0,0,0,2,2
2014-W42,NA,NA,NA,0,0,0,0,0,0,0,0,0,2
2014-W43,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2014-W44,4,2.0019880715705765,2014-11-05,0,4,0,0,0,0,0,0,0,0
2014-W45,1,NA,NA,0,1,4,0,0,0,0,0,0,0
2014-W46,6,NA,NA,0,6,1,4,0,0,0,0,0,0
2014-W47,NA,NA,NA,0,0,6,1,4,0,0,0,0,0
2014-W48,NA,2.0796812749003983,2014-12-03,0,0,0,6,1,4,0,0,0,0
2014-W49,NA,NA,NA,0,0,0,0,6,1,4,0,0,0
2014-W50,NA,NA,NA,0,0,0,0,0,6,1,4,0,0
2014-W51,NA,NA,NA,0,0,0,0,0,0,6,1,4,0
2014-W52,NA,1.908183632734531,2014-12-31,0,0,0,0,0,0,0,6,1,4
2015-W00,NA,NA,NA,0,0,0,0,0,0,0,0,6,1
2015-W01,NA,NA,NA,0,0,0,0,0,0,0,0,0,6
2015-W02,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2015-W03,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2015-W04,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2015-W05,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2015-W06,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2015-W07,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2015-W08,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2015-W09,NA,1.9281437125748504,2015-03-03,0,0,0,0,0,0,0,0,0,0
2015-W10,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2015-W11,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2015-W12,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2015-W13,NA,1.9840637450199203,2015-03-30,0,0,0,0,0,0,0,0,0,0
2015-W14,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2015-W15,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2015-W16,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2015-W17,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2015-W18,NA,2.0196850393700787,2015-05-05,0,0,0,0,0,0,0,0,0,0
2015-W19,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2015-W20,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2015-W21,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2015-W22,NA,2.0274509803921568,2015-06-04,0,0,0,0,0,0,0,0,0,0
2015-W23,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2015-W24,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2015-W25,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2015-W26,NA,2.1264591439688716,2015-07-01,0,0,0,0,0,0,0,0,0,0
2015-W27,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2015-W28,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2015-W29,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2015-W30,NA,2.112621359223301,2015-07-30,0,0,0,0,0,0,0,0,0,0
2015-W31,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2015-W32,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2015-W33,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2015-W34,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
