yearweek,total_killed,q3,survey_date,intifada,week0ago,week1ago,week2ago,week3ago,week4ago,week5ago,week6ago,week7ago,week8ago
2015-W48,NA,2.150943396,01/12/2015,0,0,2,3,2,1,0,1,4,0
2015-W49,1,NA,NA,0,1,0,2,3,2,1,0,1,4
2015-W50,NA,NA,NA,0,0,1,0,2,3,2,1,0,1
2015-W51,1,NA,NA,0,1,0,1,0,2,3,2,1,0
2015-W52,NA,2.052,29/12/2015,0,0,1,0,1,0,2,3,2,1
2015-W52,NA,2.059760956,30/12/2015,0,0,0,1,0,1,0,2,3,2
2016-W00,NA,NA,NA,0,0,0,0,1,0,1,0,2,3
2016-W01,NA,NA,NA,0,0,0,0,0,1,0,1,0,2
2016-W02,NA,NA,NA,0,0,0,0,0,0,1,0,1,0
2016-W03,1,NA,NA,0,1,0,0,0,0,0,1,0,1
2016-W04,1,2.17,28/01/2016,0,1,1,0,0,0,0,0,1,0
2016-W05,1,NA,NA,0,1,1,1,0,0,0,0,0,1
2016-W06,NA,NA,NA,0,0,1,1,1,0,0,0,0,0
2016-W07,1,NA,NA,0,1,0,1,1,1,0,0,0,0
2016-W08,NA,NA,NA,0,0,1,0,1,1,1,0,0,0
2016-W09,NA,2.169660679,01/03/2016,0,0,0,1,0,1,1,1,0,0
2016-W10,NA,NA,NA,0,0,0,0,1,0,1,1,1,0
2016-W11,NA,NA,NA,0,0,0,0,0,1,0,1,1,1
2016-W12,NA,NA,NA,0,0,0,0,0,0,1,0,1,1
2016-W13,NA,2.138,30/03/2016,0,0,0,0,0,0,0,1,0,1
2016-W14,NA,NA,NA,0,0,0,0,0,0,0,0,1,0
2016-W15,NA,NA,NA,0,0,0,0,0,0,0,0,0,1
2016-W16,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2016-W17,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2016-W18,NA,2.092,03/05/2016,0,0,0,0,0,0,0,0,0,0
2016-W19,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2016-W20,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2016-W21,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2016-W22,NA,2.13,01/06/2016,0,0,0,0,0,0,0,0,0,0
2016-W23,3,NA,NA,0,3,0,0,0,0,0,0,0,0
2016-W24,NA,NA,NA,0,0,3,0,0,0,0,0,0,0
2016-W25,NA,NA,NA,0,0,0,3,0,0,0,0,0,0
2016-W26,2,2.282,29/06/2016,0,2,0,0,3,0,0,0,0,0
2016-W27,NA,NA,NA,0,0,2,0,0,3,0,0,0,0
2016-W28,NA,NA,NA,0,0,0,2,0,0,3,0,0,0
2016-W29,NA,NA,NA,0,0,0,0,2,0,0,3,0,0
2016-W30,NA,2.112,27/07/2016,0,0,0,0,0,2,0,0,3,0
2016-W31,NA,NA,NA,0,0,0,0,0,0,2,0,0,3
2016-W32,NA,NA,NA,0,0,0,0,0,0,0,2,0,0
2016-W33,NA,NA,NA,0,0,0,0,0,0,0,0,2,0
2016-W34,NA,NA,NA,0,0,0,0,0,0,0,0,0,2
2016-W35,NA,2.06,31/08/2016,0,0,0,0,0,0,0,0,0,0
2016-W36,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2016-W37,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2016-W38,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2016-W39,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2016-W40,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2016-W41,2,2.07797271,09/10/2016,0,2,0,0,0,0,0,0,0,0
2016-W42,NA,NA,NA,0,0,2,0,0,0,0,0,0,0
2016-W43,NA,NA,NA,0,0,0,2,0,0,0,0,0,0
2016-W44,NA,2.14,31/10/2016,0,0,0,0,2,0,0,0,0,0
2016-W45,NA,NA,NA,0,0,0,0,0,2,0,0,0,0
2016-W46,NA,NA,NA,0,0,0,0,0,0,2,0,0,0
2016-W47,NA,NA,NA,0,0,0,0,0,0,0,2,0,0
2016-W48,NA,2.072,01/12/2016,0,0,0,0,0,0,0,0,2,0
2016-W49,NA,NA,NA,0,0,0,0,0,0,0,0,0,2
2016-W50,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2016-W51,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2016-W52,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2017-W01,NA,2.01996008,03/01/2017,0,0,0,0,0,0,0,0,0,0
2017-W02,4,NA,NA,0,4,0,0,0,0,0,0,0,0
2017-W03,NA,NA,NA,0,0,4,0,0,0,0,0,0,0
2017-W04,NA,NA,NA,0,0,0,4,0,0,0,0,0,0
2017-W05,NA,2.072,01/02/2017,0,0,0,0,4,0,0,0,0,0
2017-W06,NA,NA,NA,0,0,0,0,0,4,0,0,0,0
2017-W07,NA,NA,NA,0,0,0,0,0,0,4,0,0,0
2017-W08,NA,NA,NA,0,0,0,0,0,0,0,4,0,0
2017-W09,NA,2.004,27/02/2017,0,0,0,0,0,0,0,0,4,0
2017-W10,NA,NA,NA,0,0,0,0,0,0,0,0,0,4
2017-W11,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2017-W12,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2017-W13,NA,2.066,29/03/2017,0,0,0,0,0,0,0,0,0,0
2017-W14,1,NA,NA,0,1,0,0,0,0,0,0,0,0
2017-W15,NA,NA,NA,0,0,1,0,0,0,0,0,0,0
2017-W16,NA,NA,NA,0,0,0,1,0,0,0,0,0,0
2017-W17,NA,2.082,26/04/2017,0,0,0,0,1,0,0,0,0,0
2017-W18,NA,NA,NA,0,0,0,0,0,1,0,0,0,0
2017-W19,NA,NA,NA,0,0,0,0,0,0,1,0,0,0
2017-W20,NA,NA,NA,0,0,0,0,0,0,0,1,0,0
2017-W21,NA,NA,NA,0,0,0,0,0,0,0,0,1,0
2017-W22,1,NA,NA,0,1,0,0,0,0,0,0,0,1
2017-W23,NA,NA,NA,0,0,1,0,0,0,0,0,0,0
2017-W24,1,NA,NA,0,1,0,1,0,0,0,0,0,0
2017-W25,NA,NA,NA,0,0,1,0,1,0,0,0,0,0
2017-W26,NA,NA,NA,0,0,0,1,0,1,0,0,0,0
