yearweek,total_killed,q3,survey_date,intifada,week0ago,week1ago,week2ago,week3ago,week4ago,week5ago,week6ago,week7ago,week8ago
2008-W37,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2008-W38,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2008-W39,NA,2.073705179,30/09/2008,0,0,0,0,0,0,0,0,0,0
2008-W40,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2008-W41,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2008-W42,1,NA,NA,0,1,0,0,0,0,0,0,0,0
2008-W43,NA,2.197211155,31/10/2008,0,0,1,0,0,0,0,0,0,0
2008-W44,NA,NA,NA,0,0,0,1,0,0,0,0,0,0
2008-W45,NA,NA,NA,0,0,0,0,1,0,0,0,0,0
2008-W46,NA,NA,NA,0,0,0,0,0,1,0,0,0,0
2008-W47,NA,NA,NA,0,0,0,0,0,0,1,0,0,0
2008-W48,NA,2.032,30/11/2008,0,0,0,0,0,0,0,1,0,0
2008-W49,NA,NA,NA,0,0,0,0,0,0,0,0,1,0
2008-W50,NA,NA,NA,0,0,0,0,0,0,0,0,0,1
2008-W51,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2008-W52,NA,2.244532803,31/12/2008,0,0,0,0,0,0,0,0,0,0
2009-W00,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2009-W01,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2009-W02,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2009-W03,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2009-W04,1,2.033464567,31/01/2009,0,1,0,0,0,0,0,0,0,0
2009-W05,NA,NA,NA,0,0,1,0,0,0,0,0,0,0
2009-W06,NA,NA,NA,0,0,0,1,0,0,0,0,0,0
2009-W07,NA,NA,NA,0,0,0,0,1,0,0,0,0,0
2009-W08,NA,NA,NA,0,0,0,0,0,1,0,0,0,0
2009-W09,NA,NA,NA,0,0,0,0,0,0,1,0,0,0
2009-W10,NA,NA,NA,0,0,0,0,0,0,0,1,0,0
2009-W11,NA,NA,NA,0,0,0,0,0,0,0,0,1,0
2009-W12,NA,NA,NA,0,0,0,0,0,0,0,0,0,1
2009-W13,1,2.037623762,31/03/2009,0,1,0,0,0,0,0,0,0,0
2009-W14,NA,NA,NA,0,0,1,0,0,0,0,0,0,0
2009-W15,NA,NA,NA,0,0,0,1,0,0,0,0,0,0
2009-W16,NA,NA,NA,0,0,0,0,1,0,0,0,0,0
2009-W17,NA,1.988235294,30/04/2009,0,0,0,0,0,1,0,0,0,0
2009-W18,NA,NA,NA,0,0,0,0,0,0,1,0,0,0
2009-W19,1,NA,NA,0,1,0,0,0,0,0,1,0,0
2009-W20,NA,NA,NA,0,0,1,0,0,0,0,0,1,0
2009-W21,NA,NA,NA,0,0,0,1,0,0,0,0,0,1
2009-W22,NA,1.942528736,31/05/2009,0,0,0,0,1,0,0,0,0,0
2009-W23,NA,NA,NA,0,0,0,0,0,1,0,0,0,0
2009-W24,NA,NA,NA,0,0,0,0,0,0,1,0,0,0
2009-W25,NA,NA,NA,0,0,0,0,0,0,0,1,0,0
2009-W26,NA,1.951276102,30/06/2009,0,0,0,0,0,0,0,0,1,0
2009-W27,NA,NA,NA,0,0,0,0,0,0,0,0,0,1
2009-W28,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2009-W29,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2009-W30,NA,1.944315545,31/07/2009,0,0,0,0,0,0,0,0,0,0
2009-W31,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2009-W32,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2009-W33,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2009-W34,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2009-W35,NA,1.89569161,31/08/2009,0,0,0,0,0,0,0,0,0,0
2009-W36,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2009-W37,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2009-W38,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2009-W39,NA,1.879907621,30/09/2009,0,0,0,0,0,0,0,0,0,0
2009-W40,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2009-W41,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2009-W42,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2009-W43,NA,1.902325581,31/10/2009,0,0,0,0,0,0,0,0,0,0
2009-W44,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2009-W45,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2009-W46,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2009-W47,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2009-W48,NA,1.947004608,30/11/2009,0,0,0,0,0,0,0,0,0,0
2009-W49,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2009-W50,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2009-W51,1,NA,NA,0,1,0,0,0,0,0,0,0,0
2009-W52,NA,1.826185102,31/12/2009,0,0,1,0,0,0,0,0,0,0
2010-W00,NA,NA,NA,0,0,0,1,0,0,0,0,0,0
2010-W01,NA,NA,NA,0,0,0,0,1,0,0,0,0,0
2010-W02,NA,NA,NA,0,0,0,0,0,1,0,0,0,0
2010-W03,NA,NA,NA,0,0,0,0,0,0,1,0,0,0
2010-W04,NA,NA,NA,0,0,0,0,0,0,0,1,0,0
2010-W05,NA,1.850117096,31/01/2010,0,0,0,0,0,0,0,0,1,0
2010-W06,1,NA,NA,0,1,0,0,0,0,0,0,0,1
2010-W07,NA,NA,NA,0,0,1,0,0,0,0,0,0,0
2010-W08,1,NA,NA,0,1,0,1,0,0,0,0,0,0
2010-W09,NA,1.697399527,28/02/2010,0,0,1,0,1,0,0,0,0,0
2010-W10,NA,NA,NA,0,0,0,1,0,1,0,0,0,0
2010-W11,NA,NA,NA,0,0,0,0,1,0,1,0,0,0
2010-W12,2,NA,NA,0,2,0,0,0,1,0,1,0,0
2010-W13,NA,NA,NA,0,0,2,0,0,0,1,0,1,0
2010-W14,NA,NA,NA,0,0,0,2,0,0,0,1,0,1
2010-W15,NA,NA,NA,0,0,0,0,2,0,0,0,1,0
2010-W16,NA,NA,NA,0,0,0,0,0,2,0,0,0,1
2010-W17,NA,1.684210526,30/04/2010,0,0,0,0,0,0,2,0,0,0
2010-W18,NA,NA,NA,0,0,0,0,0,0,0,2,0,0
2010-W19,NA,NA,NA,0,0,0,0,0,0,0,0,2,0
2010-W20,NA,NA,NA,0,0,0,0,0,0,0,0,0,2
2010-W21,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2010-W22,NA,2.064202335,30/05/2010,0,0,0,0,0,0,0,0,0,0
2010-W23,NA,1.906066536,08/06/2010,0,0,0,0,0,0,0,0,0,0
2010-W24,1,NA,NA,0,1,0,0,0,0,0,0,0,0
2010-W25,NA,NA,NA,0,0,1,0,0,0,0,0,0,0
2010-W26,NA,NA,NA,0,0,0,1,0,0,0,0,0,0
2010-W27,NA,2,07/07/2010,0,0,0,0,1,0,0,0,0,0
2010-W28,NA,NA,NA,0,0,0,0,0,1,0,0,0,0
2010-W29,NA,NA,NA,0,0,0,0,0,0,1,0,0,0
2010-W30,NA,NA,NA,0,0,0,0,0,0,0,1,0,0
2010-W31,NA,NA,NA,0,0,0,0,0,0,0,0,1,0
2010-W32,NA,NA,NA,0,0,0,0,0,0,0,0,0,1
2010-W33,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2010-W34,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2010-W35,4,NA,NA,0,4,0,0,0,0,0,0,0,0
2010-W36,NA,NA,NA,0,0,4,0,0,0,0,0,0,0
2010-W37,NA,1.89860835,14/09/2010,0,0,0,4,0,0,0,0,0,0
2010-W38,NA,NA,NA,0,0,0,0,4,0,0,0,0,0
2010-W39,NA,NA,NA,0,0,0,0,0,4,0,0,0,0
2010-W40,NA,NA,NA,0,0,0,0,0,0,4,0,0,0
2010-W41,NA,NA,NA,0,0,0,0,0,0,0,4,0,0
2010-W42,NA,1.919765166,20/10/2010,0,0,0,0,0,0,0,0,4,0
2010-W43,NA,NA,NA,0,0,0,0,0,0,0,0,0,4
2010-W44,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2010-W45,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2010-W46,NA,1.962745098,16/11/2010,0,0,0,0,0,0,0,0,0,0
2010-W47,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2010-W48,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2010-W49,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2010-W50,NA,1.935420744,13/12/2010,0,0,0,0,0,0,0,0,0,0
2010-W51,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2010-W52,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2011-W00,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2011-W01,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2011-W02,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2011-W03,NA,1.968627451,19/01/2011,0,0,0,0,0,0,0,0,0,0
2011-W04,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2011-W05,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2011-W06,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2011-W07,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2011-W08,NA,1.952941176,22/02/2011,0,0,0,0,0,0,0,0,0,0
2011-W09,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2011-W10,5,NA,NA,0,5,0,0,0,0,0,0,0,0
2011-W11,NA,NA,NA,0,0,5,0,0,0,0,0,0,0
2011-W12,2,2.145098039,24/03/2011,0,2,0,5,0,0,0,0,0,0
2011-W13,NA,NA,NA,0,0,2,0,5,0,0,0,0,0
2011-W14,1,NA,NA,0,1,0,2,0,5,0,0,0,0
2011-W15,NA,NA,NA,0,0,1,0,2,0,5,0,0,0
2011-W16,NA,NA,NA,0,0,0,1,0,2,0,5,0,0
2011-W17,1,NA,NA,0,1,0,0,1,0,2,0,5,0
2011-W18,NA,NA,NA,0,0,1,0,0,1,0,2,0,5
2011-W19,NA,NA,NA,0,0,0,1,0,0,1,0,2,0
2011-W20,NA,NA,NA,0,0,0,0,1,0,0,1,0,2
2011-W21,NA,NA,NA,0,0,0,0,0,1,0,0,1,0
2011-W22,NA,2.121568627,30/05/2011,0,0,0,0,0,0,1,0,0,1
2011-W23,NA,NA,NA,0,0,0,0,0,0,0,1,0,0
2011-W24,NA,NA,NA,0,0,0,0,0,0,0,0,1,0
2011-W25,NA,NA,NA,0,0,0,0,0,0,0,0,0,1
2011-W26,NA,1.984313725,28/06/2011,0,0,0,0,0,0,0,0,0,0
2011-W27,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2011-W28,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2011-W29,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2011-W30,NA,2.062745098,27/07/2011,0,0,0,0,0,0,0,0,0,0
2011-W31,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2011-W32,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2011-W33,1,NA,NA,0,1,0,0,0,0,0,0,0,0
2011-W34,NA,2.040076336,24/08/2011,0,0,1,0,0,0,0,0,0,0
2011-W35,NA,NA,NA,0,0,0,1,0,0,0,0,0,0
2011-W36,NA,NA,NA,0,0,0,0,1,0,0,0,0,0
2011-W37,NA,NA,NA,0,0,0,0,0,1,0,0,0,0
2011-W38,2,NA,NA,0,2,0,0,0,0,1,0,0,0
2011-W39,NA,NA,NA,0,0,2,0,0,0,0,1,0,0
2011-W40,NA,1.935294118,02/10/2011,0,0,0,2,0,0,0,0,1,0
2011-W41,NA,NA,NA,0,0,0,0,2,0,0,0,0,1
2011-W42,NA,NA,NA,0,0,0,0,0,2,0,0,0,0
2011-W43,1,NA,NA,0,1,0,0,0,0,2,0,0,0
2011-W44,NA,1.920542636,01/11/2011,0,0,1,0,0,0,0,2,0,0
2011-W45,NA,NA,NA,0,0,0,1,0,0,0,0,2,0
2011-W46,NA,NA,NA,0,0,0,0,1,0,0,0,0,2
2011-W47,NA,NA,NA,0,0,0,0,0,1,0,0,0,0
2011-W48,NA,NA,NA,0,0,0,0,0,0,1,0,0,0
2011-W49,NA,2.017175573,06/12/2011,0,0,0,0,0,0,0,1,0,0
2011-W50,NA,NA,NA,0,0,0,0,0,0,0,0,1,0
2011-W51,NA,NA,NA,0,0,0,0,0,0,0,0,0,1
2011-W52,NA,2.064705882,28/12/2011,0,0,0,0,0,0,0,0,0,0
2012-W01,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2012-W02,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2012-W03,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2012-W04,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2012-W05,NA,2.009784736,31/01/2012,0,0,0,0,0,0,0,0,0,0
2012-W06,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2012-W07,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2012-W08,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2012-W09,NA,2.005882353,29/02/2012,0,0,0,0,0,0,0,0,0,0
2012-W10,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2012-W11,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2012-W12,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2012-W13,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2012-W14,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2012-W15,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2012-W16,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2012-W17,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2012-W18,NA,1.994117647,02/05/2012,0,0,0,0,0,0,0,0,0,0
2012-W19,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2012-W20,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2012-W21,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2012-W22,1,1.98627451,31/05/2012,0,1,0,0,0,0,0,0,0,0
2012-W23,NA,2.011764706,05/06/2012,0,0,1,0,0,0,0,0,0,0
2012-W24,NA,NA,NA,0,0,0,1,0,0,0,0,0,0
2012-W25,NA,NA,NA,0,0,0,0,1,0,0,0,0,0
2012-W26,NA,NA,NA,0,0,0,0,0,1,0,0,0,0
2012-W27,NA,NA,NA,0,0,0,0,0,0,1,0,0,0
2012-W28,NA,NA,NA,0,0,0,0,0,0,0,1,0,0
2012-W29,NA,NA,NA,0,0,0,0,0,0,0,0,1,0
2012-W30,NA,NA,NA,0,0,0,0,0,0,0,0,0,1
2012-W31,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2012-W32,NA,2.070588235,06/08/2012,0,0,0,0,0,0,0,0,0,0
2012-W32,NA,2.019379845,08/08/2012,0,0,0,0,0,0,0,0,0,0
2012-W33,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2012-W34,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2012-W35,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2012-W36,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2012-W37,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2012-W38,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2012-W39,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2012-W40,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2012-W41,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2012-W42,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2012-W43,NA,2.001919386,24/10/2012,0,0,0,0,0,0,0,0,0,0
2012-W44,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2012-W45,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2012-W46,3,NA,NA,0,3,0,0,0,0,0,0,0,0
2012-W47,3,NA,NA,0,3,3,0,0,0,0,0,0,0
2012-W48,NA,NA,NA,0,0,3,3,0,0,0,0,0,0
2012-W49,NA,2.035225049,02/12/2012,0,0,0,3,3,0,0,0,0,0
2012-W50,NA,NA,NA,0,0,0,0,3,3,0,0,0,0
2012-W51,NA,NA,NA,0,0,0,0,0,3,3,0,0,0
2012-W52,NA,NA,NA,0,0,0,0,0,0,3,3,0,0
2012-W53,NA,NA,NA,0,0,0,0,0,0,0,3,3,0
2013-W00,NA,1.93957115,02/01/2013,0,0,0,0,0,0,0,0,3,3
2013-W00,NA,1.953488372,04/01/2013,0,0,0,0,0,0,0,0,0,3
2013-W01,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2013-W02,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2013-W03,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2013-W04,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2013-W05,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2013-W06,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2013-W07,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2013-W08,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2013-W09,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2013-W10,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2013-W11,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2013-W12,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2013-W13,NA,1.984282908,31/03/2013,0,0,0,0,0,0,0,0,0,0
2013-W14,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2013-W15,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2013-W16,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2013-W17,1,1.834331337,30/04/2013,0,1,0,0,0,0,0,0,0,0
2013-W18,NA,NA,NA,0,0,1,0,0,0,0,0,0,0
2013-W19,NA,NA,NA,0,0,0,1,0,0,0,0,0,0
2013-W20,NA,NA,NA,0,0,0,0,1,0,0,0,0,0
2013-W21,NA,1.994129159,30/05/2013,0,0,0,0,0,1,0,0,0,0
2013-W22,NA,NA,NA,0,0,0,0,0,0,1,0,0,0
2013-W23,NA,NA,NA,0,0,0,0,0,0,0,1,0,0
2013-W24,NA,NA,NA,0,0,0,0,0,0,0,0,1,0
2013-W25,NA,NA,NA,0,0,0,0,0,0,0,0,0,1
2013-W26,NA,2.444174757,03/07/2013,0,0,0,0,0,0,0,0,0,0
2013-W27,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2013-W28,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2013-W29,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2013-W30,NA,2.001992032,30/07/2013,0,0,0,0,0,0,0,0,0,0
2013-W31,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2013-W32,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2013-W33,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2013-W34,NA,2.005964215,28/08/2013,0,0,0,0,0,0,0,0,0,0
2013-W35,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2013-W36,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2013-W37,1,NA,NA,0,1,0,0,0,0,0,0,0,0
2013-W38,1,NA,NA,0,1,1,0,0,0,0,0,0,0
2013-W39,NA,2.093625498,01/10/2013,0,0,1,1,0,0,0,0,0,0
2013-W40,1,NA,NA,0,1,0,1,1,0,0,0,0,0
2013-W41,NA,NA,NA,0,0,1,0,1,1,0,0,0,0
2013-W42,NA,NA,NA,0,0,0,1,0,1,1,0,0,0
2013-W43,NA,2.066,29/10/2013,0,0,0,0,1,0,1,1,0,0
2013-W44,NA,NA,NA,0,0,0,0,0,1,0,1,1,0
2013-W45,1,NA,NA,0,1,0,0,0,0,1,0,1,1
2013-W46,NA,NA,NA,0,0,1,0,0,0,0,1,0,1
2013-W47,NA,2.004,28/11/2013,0,0,0,1,0,0,0,0,1,0
2013-W48,NA,NA,NA,0,0,0,0,1,0,0,0,0,1
2013-W49,NA,NA,NA,0,0,0,0,0,1,0,0,0,0
2013-W50,NA,NA,NA,0,0,0,0,0,0,1,0,0,0
2013-W51,1,NA,NA,0,1,0,0,0,0,0,1,0,0
2013-W52,NA,2.083499006,31/12/2013,0,0,1,0,0,0,0,0,1,0
2014-W00,NA,NA,NA,0,0,0,1,0,0,0,0,0,1
2014-W01,NA,NA,NA,0,0,0,0,1,0,0,0,0,0
2014-W02,NA,NA,NA,0,0,0,0,0,1,0,0,0,0
2014-W03,NA,NA,NA,0,0,0,0,0,0,1,0,0,0
2014-W04,NA,1.98816568,29/01/2014,0,0,0,0,0,0,0,1,0,0
2014-W05,NA,NA,NA,0,0,0,0,0,0,0,0,1,0
2014-W06,NA,NA,NA,0,0,0,0,0,0,0,0,0,1
2014-W07,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2014-W08,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2014-W09,NA,2,04/03/2014,0,0,0,0,0,0,0,0,0,0
2014-W10,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2014-W11,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2014-W12,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2014-W13,NA,2.128,31/03/2014,0,0,0,0,0,0,0,0,0,0
2014-W14,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2014-W15,2,NA,NA,0,2,0,0,0,0,0,0,0,0
2014-W16,NA,NA,NA,0,0,2,0,0,0,0,0,0,0
2014-W17,NA,2.078,29/04/2014,0,0,0,2,0,0,0,0,0,0
2014-W18,NA,NA,NA,0,0,0,0,2,0,0,0,0,0
2014-W19,NA,NA,NA,0,0,0,0,0,2,0,0,0,0
2014-W20,NA,NA,NA,0,0,0,0,0,0,2,0,0,0
2014-W21,NA,1.893069307,29/05/2014,0,0,0,0,0,0,0,2,0,0
2014-W22,NA,NA,NA,0,0,0,0,0,0,0,0,2,0
2014-W23,3,NA,NA,0,3,0,0,0,0,0,0,0,2
2014-W24,NA,NA,NA,0,0,3,0,0,0,0,0,0,0
2014-W25,NA,NA,NA,0,0,0,3,0,0,0,0,0,0
2014-W26,NA,2.023904382,30/06/2014,0,0,0,0,3,0,0,0,0,0
2014-W27,NA,NA,NA,0,0,0,0,0,3,0,0,0,0
2014-W28,6,NA,NA,0,6,0,0,0,0,3,0,0,0
2014-W29,36,2.24537037,23/07/2014,0,36,6,0,0,0,0,3,0,0
2014-W30,21,NA,NA,0,21,36,6,0,0,0,0,3,0
2014-W31,1,NA,NA,0,1,21,36,6,0,0,0,0,3
2014-W32,NA,1.3,12/08/2014,0,0,1,21,36,6,0,0,0,0
2014-W33,2,NA,NA,0,2,0,1,21,36,6,0,0,0
2014-W34,2,NA,NA,0,2,2,0,1,21,36,6,0,0
2014-W35,NA,NA,NA,0,0,2,2,0,1,21,36,6,0
2014-W36,NA,NA,NA,0,0,0,2,2,0,1,21,36,6
2014-W37,NA,2.142034549,18/09/2014,0,0,0,0,2,2,0,1,21,36
2014-W38,NA,NA,NA,0,0,0,0,0,2,2,0,1,21
2014-W39,NA,NA,NA,0,0,0,0,0,0,2,2,0,1
2014-W40,NA,NA,NA,0,0,0,0,0,0,0,2,2,0
2014-W41,NA,NA,NA,0,0,0,0,0,0,0,0,2,2
2014-W42,2,NA,NA,0,2,0,0,0,0,0,0,0,2
2014-W43,NA,NA,NA,0,0,2,0,0,0,0,0,0,0
2014-W44,4,2.001988072,05/11/2014,0,4,0,2,0,0,0,0,0,0
2014-W45,2,NA,NA,0,2,4,0,2,0,0,0,0,0
2014-W46,6,NA,NA,0,6,2,4,0,2,0,0,0,0
2014-W47,NA,NA,NA,0,0,6,2,4,0,2,0,0,0
2014-W48,NA,2.079681275,03/12/2014,0,0,0,6,2,4,0,2,0,0
2014-W49,NA,NA,NA,0,0,0,0,6,2,4,0,2,0
2014-W50,NA,NA,NA,0,0,0,0,0,6,2,4,0,2
2014-W51,NA,NA,NA,0,0,0,0,0,0,6,2,4,0
2014-W52,NA,1.908183633,31/12/2014,0,0,0,0,0,0,0,6,2,4
2015-W00,NA,NA,NA,0,0,0,0,0,0,0,0,6,2
2015-W01,NA,NA,NA,0,0,0,0,0,0,0,0,0,6
2015-W02,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2015-W03,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2015-W04,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2015-W05,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2015-W06,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2015-W07,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2015-W08,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2015-W09,NA,1.928143713,03/03/2015,0,0,0,0,0,0,0,0,0,0
2015-W10,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2015-W11,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2015-W12,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2015-W13,NA,1.984063745,30/03/2015,0,0,0,0,0,0,0,0,0,0
2015-W14,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2015-W15,1,NA,NA,0,1,0,0,0,0,0,0,0,0
2015-W16,NA,NA,NA,0,0,1,0,0,0,0,0,0,0
2015-W17,NA,NA,NA,0,0,0,1,0,0,0,0,0,0
2015-W18,NA,2.019685039,05/05/2015,0,0,0,0,1,0,0,0,0,0
2015-W19,NA,NA,NA,0,0,0,0,0,1,0,0,0,0
2015-W20,NA,NA,NA,0,0,0,0,0,0,1,0,0,0
2015-W21,NA,NA,NA,0,0,0,0,0,0,0,1,0,0
2015-W22,NA,2.02745098,04/06/2015,0,0,0,0,0,0,0,0,1,0
2015-W23,NA,NA,NA,0,0,0,0,0,0,0,0,0,1
2015-W24,1,NA,NA,0,1,0,0,0,0,0,0,0,0
2015-W25,NA,NA,NA,0,0,1,0,0,0,0,0,0,0
2015-W26,1,2.126459144,01/07/2015,0,1,0,1,0,0,0,0,0,0
2015-W27,NA,NA,NA,0,0,1,0,1,0,0,0,0,0
2015-W28,NA,NA,NA,0,0,0,1,0,1,0,0,0,0
2015-W29,NA,NA,NA,0,0,0,0,1,0,1,0,0,0
2015-W30,NA,2.112621359,30/07/2015,0,0,0,0,0,1,0,1,0,0
2015-W31,NA,NA,NA,0,0,0,0,0,0,1,0,1,0
2015-W32,NA,NA,NA,0,0,0,0,0,0,0,1,0,1
2015-W33,NA,NA,NA,0,0,0,0,0,0,0,0,1,0
2015-W34,NA,NA,NA,0,0,0,0,0,0,0,0,0,1
2015-W35,NA,2.005882353,31/08/2015,0,0,0,0,0,0,0,0,0,0
2015-W36,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2015-W37,1,NA,NA,0,1,0,0,0,0,0,0,0,0
2015-W38,NA,NA,NA,0,0,1,0,0,0,0,0,0,0
2015-W39,5,NA,NA,0,5,0,1,0,0,0,0,0,0
2015-W40,NA,2.100196464,08/10/2015,0,0,5,0,1,0,0,0,0,0
2015-W41,4,NA,NA,0,4,0,5,0,1,0,0,0,0
2015-W42,1,NA,NA,0,1,4,0,5,0,1,0,0,0
2015-W43,NA,2.044921875,29/10/2015,0,0,1,4,0,5,0,1,0,0
2015-W44,1,NA,NA,0,1,0,1,4,0,5,0,1,0
2015-W45,2,NA,NA,0,2,1,0,1,4,0,5,0,1
2015-W46,3,NA,NA,0,3,2,1,0,1,4,0,5,0
2015-W47,2,NA,NA,0,2,3,2,1,0,1,4,0,5
