"date","date1","survey_year","oslosp","oslobl","negot_sp","negot_bl","peacesp","peacebl","gender","age","educ","relig","incom","political_spectrum"
2012-11-29,220.5,2012,NA,NA,4,4,NA,NA,1,67,3,5,1,1
2012-11-29,220.5,2012,NA,NA,4,4,NA,NA,1,23,3,2,3,1
2012-11-29,220.5,2012,NA,NA,2,3,NA,NA,1,43,6,3,4,1
2012-11-29,220.5,2012,NA,NA,1,1,NA,NA,2,60,3,5,1,2
2012-11-29,220.5,2012,NA,NA,2,4,NA,NA,2,30,4,1,1,4
2012-11-29,220.5,2012,NA,NA,2,3,NA,NA,1,66,6,4,2,3
2012-11-29,220.5,2012,NA,NA,4,4,NA,NA,1,59,3,4,7,1
2012-11-29,220.5,2012,NA,NA,1,2,NA,NA,2,37,3,5,7,4
2012-11-29,220.5,2012,NA,NA,4,1,NA,NA,1,56,2,2,3,3
2012-11-29,220.5,2012,NA,NA,2,2,NA,NA,1,43,6,5,3,3
2012-11-29,220.5,2012,NA,NA,1,4,NA,NA,2,19,3,2,2,1
2012-11-29,220.5,2012,NA,NA,2,2,NA,NA,2,70,6,4,3,3
2012-11-29,220.5,2012,NA,NA,1,1,NA,NA,1,83,4,5,2,2
2012-11-29,220.5,2012,NA,NA,2,4,NA,NA,1,79,3,5,5,1
2012-11-29,220.5,2012,NA,NA,2,4,NA,NA,2,70,6,5,4,1
2012-11-29,220.5,2012,NA,NA,1,3,NA,NA,2,65,6,5,7,2
2012-11-29,220.5,2012,NA,NA,2,4,NA,NA,2,60,1,5,1,1
2012-11-29,220.5,2012,NA,NA,3,4,NA,NA,2,22,5,2,7,1
2012-11-29,220.5,2012,NA,NA,4,4,NA,NA,2,28,4,1,1,1
2012-11-29,220.5,2012,NA,NA,2,3,NA,NA,2,44,6,5,7,3
2012-11-29,220.5,2012,NA,NA,5,4,NA,NA,1,60,3,3,1,1
2012-11-29,220.5,2012,NA,NA,1,1,NA,NA,2,8888,6,5,5,2
2012-11-29,220.5,2012,NA,NA,1,1,NA,NA,2,48,6,5,5,3
2012-11-29,220.5,2012,NA,NA,4,4,NA,NA,1,67,3,4,3,1
2012-11-29,220.5,2012,NA,NA,3,4,NA,NA,2,55,3,3,1,1
2012-11-29,220.5,2012,NA,NA,2,3,NA,NA,2,52,6,5,5,3
2012-11-29,220.5,2012,NA,NA,1,3,NA,NA,2,47,6,5,3,1
2012-11-29,220.5,2012,NA,NA,4,4,NA,NA,1,33,6,5,5,1
2012-11-29,220.5,2012,NA,NA,4,4,NA,NA,1,22,5,2,5,1
2012-11-29,220.5,2012,NA,NA,4,4,NA,NA,1,19,3,4,7,1
2012-11-29,220.5,2012,NA,NA,4,4,NA,NA,1,18.5,6,5,5,1
2012-11-29,220.5,2012,NA,NA,4,4,NA,NA,1,54,3,3,3,1
2012-11-29,220.5,2012,NA,NA,2,3,NA,NA,1,58,4,4,4,1
2012-11-29,220.5,2012,NA,NA,4,4,NA,NA,1,45,1,5,7,1
2012-11-29,220.5,2012,NA,NA,2,4,NA,NA,1,26,7,1,1,1
2012-11-29,220.5,2012,NA,NA,5,4,NA,NA,2,32,6,1,3,4
2012-11-29,220.5,2012,NA,NA,2,3,NA,NA,1,44,6,5,5,2
2012-11-29,220.5,2012,NA,NA,4,4,NA,NA,2,30,6,5,4,1
2012-11-29,220.5,2012,NA,NA,3,3,NA,NA,1,44,5,5,3,1
2012-11-29,220.5,2012,NA,NA,2,3,NA,NA,2,32,3,5,7,2
2012-11-29,220.5,2012,NA,NA,4,4,NA,NA,2,21,3,5,3,1
2012-11-29,220.5,2012,NA,NA,2,3,NA,NA,1,23,3,5,3,1
2012-11-29,220.5,2012,NA,NA,2,4,NA,NA,1,24,4,4,1,1
2012-11-29,220.5,2012,NA,NA,2,4,NA,NA,2,42,6,5,3,2
2012-11-29,220.5,2012,NA,NA,1,2,NA,NA,1,28,7,5,3,2
2012-11-29,220.5,2012,NA,NA,5,4,NA,NA,2,40,4,3,4,1
2012-11-29,220.5,2012,NA,NA,5,4,NA,NA,2,44,4,3,1,3
2012-11-29,220.5,2012,NA,NA,2,2,NA,NA,2,42,3,2,7,1
2012-11-29,220.5,2012,NA,NA,4,4,NA,NA,1,20.5,2,4,2,1
2012-11-29,220.5,2012,NA,NA,2,2,NA,NA,1,31,6,4,2,3
2012-11-29,220.5,2012,NA,NA,1,4,NA,NA,1,33,2,1,2,1
2012-11-29,220.5,2012,NA,NA,2,2,NA,NA,2,18,3,4,7,3
2012-11-29,220.5,2012,NA,NA,1,4,NA,NA,1,43,6,5,5,3
2012-11-29,220.5,2012,NA,NA,2,3,NA,NA,1,21,3,4,2,2
2012-11-29,220.5,2012,NA,NA,1,2,NA,NA,1,37,6,5,4,2
2012-11-29,220.5,2012,NA,NA,4,4,NA,NA,1,24,5,3,3,1
2012-11-29,220.5,2012,NA,NA,4,4,NA,NA,1,27,2,3,2,1
2012-11-29,220.5,2012,NA,NA,3,4,NA,NA,1,20,3,5,5,1
2012-11-29,220.5,2012,NA,NA,1,3,NA,NA,1,27,6,5,2,3
2012-11-29,220.5,2012,NA,NA,3,3,NA,NA,2,31,4,1,2,1
2012-11-29,220.5,2012,NA,NA,2,4,NA,NA,2,35,3,3,1,1
2012-11-29,220.5,2012,NA,NA,2,4,NA,NA,1,30,6,4,7,1
2012-11-29,220.5,2012,NA,NA,1,1,NA,NA,1,28,6,5,2,2
2012-11-29,220.5,2012,NA,NA,4,4,NA,NA,2,26,3,1,7,1
2012-11-29,220.5,2012,NA,NA,4,4,NA,NA,1,57,3,4,5,1
2012-11-29,220.5,2012,NA,NA,3,4,NA,NA,1,29,3,5,1,1
2012-11-29,220.5,2012,NA,NA,1,3,NA,NA,2,30,6,5,4,1
2012-11-29,220.5,2012,NA,NA,2,2,NA,NA,2,58,5,5,1,2
2012-11-29,220.5,2012,NA,NA,1,2,NA,NA,1,70,4,5,3,3
2012-11-29,220.5,2012,NA,NA,1,3,NA,NA,1,60,6,2,3,1
2012-11-29,220.5,2012,NA,NA,2,3,NA,NA,1,68,2,5,6,1
2012-11-29,220.5,2012,NA,NA,1,2,NA,NA,2,57,6,5,7,4
2012-11-29,220.5,2012,NA,NA,2,3,NA,NA,2,83,4,3,1,1
2012-11-29,220.5,2012,NA,NA,2,2,NA,NA,1,72,2,5,2,3
2012-11-29,220.5,2012,NA,NA,3,3,NA,NA,2,40,6,2,4,1
2012-11-29,220.5,2012,NA,NA,1,1,NA,NA,2,59,6,3,4,2
2012-11-29,220.5,2012,NA,NA,1,2,NA,NA,2,67,3,5,1,3
2012-11-29,220.5,2012,NA,NA,5,4,NA,NA,2,47,4,4,7,3
2012-11-29,220.5,2012,NA,NA,5,4,NA,NA,1,26,4,5,7,4
2012-11-29,220.5,2012,NA,NA,2,4,NA,NA,1,85,6,5,3,3
2012-11-29,220.5,2012,NA,NA,5,3,NA,NA,2,60,3,4,4,3
2012-11-29,220.5,2012,NA,NA,1,3,NA,NA,1,53,4,5,4,1
2012-11-29,220.5,2012,NA,NA,2,3,NA,NA,2,71,4,4,4,3
2012-11-29,220.5,2012,NA,NA,2,4,NA,NA,1,70,6,3,3,1
2012-11-29,220.5,2012,NA,NA,1,1,NA,NA,2,66,3,5,1,2
2012-11-29,220.5,2012,NA,NA,4,4,NA,NA,1,54,3,3,7,1
2012-11-29,220.5,2012,NA,NA,2,4,NA,NA,1,63,3,4,2,3
2012-11-29,220.5,2012,NA,NA,2,4,NA,NA,1,55,5,5,4,1
2012-11-29,220.5,2012,NA,NA,2,3,NA,NA,2,67,6,5,2,3
2012-11-29,220.5,2012,NA,NA,1,2,NA,NA,2,43,3,4,2,3
2012-11-29,220.5,2012,NA,NA,4,4,NA,NA,2,65,6,5,1,1
2012-11-29,220.5,2012,NA,NA,1,2,NA,NA,2,8888,1,5,1,2
2012-11-29,220.5,2012,NA,NA,2,4,NA,NA,2,70,6,5,2,1
2012-11-29,220.5,2012,NA,NA,1,3,NA,NA,2,65,6,5,5,3
2012-11-29,220.5,2012,NA,NA,1,3,NA,NA,2,87,6,5,1,4
2012-11-29,220.5,2012,NA,NA,3,4,NA,NA,2,47,6,5,5,1
2012-11-29,220.5,2012,NA,NA,1,3,NA,NA,2,60,6,5,1,3
2012-11-29,220.5,2012,NA,NA,1,2,NA,NA,2,47,6,5,4,1
2012-11-29,220.5,2012,NA,NA,2,4,NA,NA,1,83,6,5,1,1
2012-11-29,220.5,2012,NA,NA,5,2,NA,NA,2,67,6,5,1,1
2012-11-29,220.5,2012,NA,NA,4,4,NA,NA,1,81,6,5,1,1
2012-11-29,220.5,2012,NA,NA,2,3,NA,NA,2,62,6,5,1,3
2012-11-29,220.5,2012,NA,NA,4,4,NA,NA,1,86,6,3,1,1
2012-11-29,220.5,2012,NA,NA,1,2,NA,NA,1,85,6,5,1,3
2012-11-29,220.5,2012,NA,NA,2,4,NA,NA,1,85,6,5,1,1
2012-11-29,220.5,2012,NA,NA,4,4,NA,NA,2,86,4,5,1,1
2012-11-29,220.5,2012,NA,NA,1,5,NA,NA,2,71,3,4,1,1
2012-11-29,220.5,2012,NA,NA,5,3,NA,NA,2,71,6,4,2,1
2012-11-29,220.5,2012,NA,NA,3,4,NA,NA,2,65,6,5,4,1
2012-11-29,220.5,2012,NA,NA,4,4,NA,NA,1,75,6,4,1,1
2012-11-29,220.5,2012,NA,NA,5,4,NA,NA,2,84,3,5,1,4
2012-11-29,220.5,2012,NA,NA,5,4,NA,NA,1,52,6,5,3,3
2012-11-29,220.5,2012,NA,NA,4,3,NA,NA,2,73,6,5,1,4
2012-11-29,220.5,2012,NA,NA,2,4,NA,NA,2,55,6,5,2,1
2012-11-29,220.5,2012,NA,NA,1,3,NA,NA,2,77,4,5,1,3
2012-11-29,220.5,2012,NA,NA,2,3,NA,NA,1,63,6,5,7,1
2012-11-29,220.5,2012,NA,NA,2,2,NA,NA,1,80,6,5,1,3
2012-11-29,220.5,2012,NA,NA,2,4,NA,NA,1,80,6,4,1,1
2012-11-29,220.5,2012,NA,NA,2,3,NA,NA,2,72,6,4,1,1
2012-11-29,220.5,2012,NA,NA,6,3,NA,NA,2,64,6,3,1,3
2012-11-29,220.5,2012,NA,NA,1,3,NA,NA,2,43,6,5,5,1
2012-11-29,220.5,2012,NA,NA,6,6,NA,NA,1,54,2,5,4,4
2012-11-29,220.5,2012,NA,NA,2,4,NA,NA,2,50,6,3,5,1
2012-11-29,220.5,2012,NA,NA,1,3,NA,NA,2,46,3,5,4,1
2012-11-29,220.5,2012,NA,NA,1,3,NA,NA,2,58,6,5,1,3
2012-11-29,220.5,2012,NA,NA,1,2,NA,NA,2,38,6,5,5,2
2012-11-29,220.5,2012,NA,NA,4,4,NA,NA,2,54,4,5,3,4
2012-11-29,220.5,2012,NA,NA,2,3,NA,NA,2,57,6,5,1,1
2012-11-29,220.5,2012,NA,NA,2,4,NA,NA,2,62,6,5,2,1
2012-11-29,220.5,2012,NA,NA,4,4,NA,NA,1,47,3,5,4,1
2012-11-29,220.5,2012,NA,NA,3,4,NA,NA,2,42,3,5,1,2
2012-11-29,220.5,2012,NA,NA,2,2,NA,NA,1,57,6,5,5,3
2012-11-29,220.5,2012,NA,NA,3,4,NA,NA,2,47,4,5,1,1
2012-11-29,220.5,2012,NA,NA,1,3,NA,NA,2,64,3,5,1,3
2012-11-29,220.5,2012,NA,NA,2,4,NA,NA,2,63,4,5,3,1
2012-11-29,220.5,2012,NA,NA,3,4,NA,NA,2,55,6,4,1,1
2012-11-29,220.5,2012,NA,NA,5,4,NA,NA,2,55,6,5,5,1
2012-11-29,220.5,2012,NA,NA,1,3,NA,NA,1,55,6,5,2,3
2012-11-29,220.5,2012,NA,NA,4,4,NA,NA,2,64,4,5,7,1
2012-11-29,220.5,2012,NA,NA,1,3,NA,NA,2,40,6,5,3,1
2012-11-29,220.5,2012,NA,NA,2,4,NA,NA,1,43,4,5,3,4
2012-11-29,220.5,2012,NA,NA,2,4,NA,NA,1,48,6,5,5,1
2012-11-29,220.5,2012,NA,NA,5,3,NA,NA,1,53,4,5,1,4
2012-11-29,220.5,2012,NA,NA,2,4,NA,NA,2,53,4,5,3,1
2012-11-29,220.5,2012,NA,NA,1,3,NA,NA,2,50,6,5,5,2
2012-11-29,220.5,2012,NA,NA,1,2,NA,NA,2,52,6,5,5,3
2012-11-29,220.5,2012,NA,NA,1,3,NA,NA,1,54,6,5,4,2
2012-11-29,220.5,2012,NA,NA,2,4,NA,NA,2,43,5,5,4,2
2012-11-29,220.5,2012,NA,NA,2,3,NA,NA,2,38,4,3,4,1
2012-11-29,220.5,2012,NA,NA,6,4,NA,NA,1,34,3,5,5,3
2012-11-29,220.5,2012,NA,NA,2,4,NA,NA,2,34,6,4,2,1
2012-11-29,220.5,2012,NA,NA,3,4,NA,NA,1,26,3,5,4,3
2012-11-29,220.5,2012,NA,NA,2,2,NA,NA,1,23,6,2,4,1
2012-11-29,220.5,2012,NA,NA,2,3,NA,NA,1,37,6,5,4,1
2012-11-29,220.5,2012,NA,NA,4,3,NA,NA,2,32,6,5,3,1
2012-11-29,220.5,2012,NA,NA,3,4,NA,NA,2,31,6,5,4,4
2012-11-29,220.5,2012,NA,NA,2,3,NA,NA,2,34,6,5,4,1
2012-11-29,220.5,2012,NA,NA,1,4,NA,NA,2,44,4,5,2,4
2012-11-29,220.5,2012,NA,NA,2,2,NA,NA,1,37,6,5,3,3
2012-11-29,220.5,2012,NA,NA,3,3,NA,NA,2,32,6,5,3,3
2012-11-29,220.5,2012,NA,NA,4,4,NA,NA,2,31,6,3,3,1
2012-11-29,220.5,2012,NA,NA,1,2,NA,NA,2,38,6,5,5,3
2012-11-29,220.5,2012,NA,NA,4,4,NA,NA,1,21,3,5,3,1
2012-11-29,220.5,2012,NA,NA,4,3,NA,NA,2,24,3,5,3,1
2012-11-29,220.5,2012,NA,NA,5,5,NA,NA,2,35,6,5,3,4
2012-11-29,220.5,2012,NA,NA,2,2,NA,NA,1,30,4,5,5,1
2012-11-29,220.5,2012,NA,NA,4,4,NA,NA,2,35,6,5,2,1
2012-11-29,220.5,2012,NA,NA,2,2,NA,NA,1,44,4,5,3,3
2012-11-29,220.5,2012,NA,NA,3,4,NA,NA,1,34,3,1,3,1
2012-11-29,220.5,2012,NA,NA,1,3,NA,NA,1,40,5,5,5,3
2012-11-29,220.5,2012,NA,NA,4,4,NA,NA,2,38,4,5,5,1
2012-11-29,220.5,2012,NA,NA,1,4,NA,NA,1,8888,6,5,1,3
2012-11-29,220.5,2012,NA,NA,1,3,NA,NA,1,38,6,5,7,4
2012-11-29,220.5,2012,NA,NA,1,3,NA,NA,2,8888,6,5,1,4
2012-11-29,220.5,2012,NA,NA,2,4,NA,NA,1,26,5,5,3,1
2012-11-29,220.5,2012,NA,NA,2,3,NA,NA,1,34,6,5,5,1
2012-11-29,220.5,2012,NA,NA,1,1,NA,NA,2,34,3,5,7,4
2012-11-29,220.5,2012,NA,NA,2,4,NA,NA,2,32,6,5,4,1
2012-11-29,220.5,2012,NA,NA,2,4,NA,NA,2,57,4,4,1,4
2012-11-29,220.5,2012,NA,NA,2,3,NA,NA,2,71,4,4,1,4
2012-11-29,220.5,2012,NA,NA,2,3,NA,NA,2,60,3,5,1,4
