שם תחנה,מספר תחנה,תאריך,טמפרטורת מקסימום(C°),טמפרטורת מינימום(C°)
בית דגן                                           ,2523,31-07-2010,32.9,27.9
בית דגן                                           ,2523,01-08-2010,34.2,27.1
בית דגן                                           ,2523,02-08-2010,32.7,27.4
בית דגן                                           ,2523,03-08-2010,32.2,26.7
בית דגן                                           ,2523,04-08-2010,32.2,25.9
בית דגן                                           ,2523,05-08-2010,35.1,24.0
בית דגן                                           ,2523,06-08-2010,36.2,21.7
בית דגן                                           ,2523,07-08-2010,33.6,24.0
בית דגן                                           ,2523,08-08-2010,32.1,26.1
בית דגן                                           ,2523,09-08-2010,31.9,24.8
בית דגן                                           ,2523,10-08-2010,31.6,23.8
בית דגן                                           ,2523,11-08-2010,32.2,24.3
בית דגן                                           ,2523,12-08-2010,33.0,25.2
בית דגן                                           ,2523,13-08-2010,32.3,24.0
בית דגן                                           ,2523,14-08-2010,32.5,25.1
בית דגן                                           ,2523,15-08-2010,32.6,26.2
בית דגן                                           ,2523,16-08-2010,33.2,25.9
בית דגן                                           ,2523,17-08-2010,33.8,25.7
בית דגן                                           ,2523,18-08-2010,34.1,25.3
בית דגן                                           ,2523,19-08-2010,34.4,24.8
בית דגן                                           ,2523,20-08-2010,35.0,26.3
בית דגן                                           ,2523,21-08-2010,32.7,26.1
בית דגן                                           ,2523,22-08-2010,33.4,25.3
בית דגן                                           ,2523,23-08-2010,33.4,25.0
בית דגן                                           ,2523,24-08-2010,34.1,25.3
בית דגן                                           ,2523,25-08-2010,33.4,26.2
בית דגן                                           ,2523,26-08-2010,33.0,25.0
בית דגן                                           ,2523,27-08-2010,33.3,24.5
בית דגן                                           ,2523,28-08-2010,32.9,25.4
בית דגן                                           ,2523,29-08-2010,33.2,24.2
בית דגן                                           ,2523,30-08-2010,32.4,24.6
בית דגן                                           ,2523,31-08-2010,32.2,24.6
בית דגן                                           ,2523,01-09-2010,32.7,24.2
בית דגן                                           ,2523,02-09-2010,32.6,24.6
בית דגן                                           ,2523,03-09-2010,33.1,23.5
בית דגן                                           ,2523,04-09-2010,31.9,21.6
בית דגן                                           ,2523,05-09-2010,32.2,24.7
בית דגן                                           ,2523,06-09-2010,32.3,22.9
בית דגן                                           ,2523,07-09-2010,32.9,25.3
בית דגן                                           ,2523,08-09-2010,32.1,24.6
בית דגן                                           ,2523,09-09-2010,31.0,21.0
בית דגן                                           ,2523,10-09-2010,31.4,22.2
בית דגן                                           ,2523,11-09-2010,31.9,23.4
בית דגן                                           ,2523,12-09-2010,31.5,23.7
בית דגן                                           ,2523,13-09-2010,31.7,23.5
בית דגן                                           ,2523,14-09-2010,31.1,23.5
בית דגן                                           ,2523,15-09-2010,31.5,21.2
בית דגן                                           ,2523,16-09-2010,31.9,23.6
בית דגן                                           ,2523,17-09-2010,30.1,26.2
בית דגן                                           ,2523,18-09-2010,30.5,22.0
בית דגן                                           ,2523,19-09-2010,31.1,21.3
בית דגן                                           ,2523,20-09-2010,32.3,21.8
בית דגן                                           ,2523,21-09-2010,32.5,25.2
בית דגן                                           ,2523,22-09-2010,32.8,23.3
בית דגן                                           ,2523,23-09-2010,32.1,24.8
בית דגן                                           ,2523,24-09-2010,31.8,22.5
בית דגן                                           ,2523,25-09-2010,32.0,27.2
בית דגן                                           ,2523,26-09-2010,32.1,22.5
בית דגן                                           ,2523,27-09-2010,33.1,22.4
בית דגן                                           ,2523,28-09-2010,33.1,21.4
בית דגן                                           ,2523,29-09-2010,31.5,21.0
בית דגן                                           ,2523,30-09-2010,33.8,22.9
בית דגן                                           ,2523,01-10-2010,34.8,21.9
בית דגן                                           ,2523,02-10-2010,37.5,21.4
בית דגן                                           ,2523,03-10-2010,34.2,22.9
בית דגן                                           ,2523,04-10-2010,30.8,22.2
בית דגן                                           ,2523,05-10-2010,29.8,21.0
בית דגן                                           ,2523,06-10-2010,29.5,19.8
בית דגן                                           ,2523,07-10-2010,29.3,19.2
בית דגן                                           ,2523,08-10-2010,29.1,20.8
בית דגן                                           ,2523,09-10-2010,28.5,21.2
בית דגן                                           ,2523,10-10-2010,29.4,17.7
בית דגן                                           ,2523,11-10-2010,28.6,22.1
בית דגן                                           ,2523,12-10-2010,28.7,17.2
בית דגן                                           ,2523,13-10-2010,31.0,17.2
בית דגן                                           ,2523,14-10-2010,36.6,18.4
בית דגן                                           ,2523,15-10-2010,35.7,20.4
בית דגן                                           ,2523,16-10-2010,32.7,22.0
בית דגן                                           ,2523,17-10-2010,32.2,23.1
בית דגן                                           ,2523,18-10-2010,31.8,18.4
בית דגן                                           ,2523,19-10-2010,36.6,18.3
בית דגן                                           ,2523,20-10-2010,41.8,20.8
בית דגן                                           ,2523,21-10-2010,34.5,23.0
בית דגן                                           ,2523,22-10-2010,28.9,24.5
בית דגן                                           ,2523,23-10-2010,27.9,22.0
בית דגן                                           ,2523,24-10-2010,27.7,17.9
בית דגן                                           ,2523,25-10-2010,27.4,17.7
בית דגן                                           ,2523,26-10-2010,27.1,17.2
בית דגן                                           ,2523,27-10-2010,27.8,16.5
בית דגן                                           ,2523,28-10-2010,35.0,16.6
בית דגן                                           ,2523,29-10-2010,27.9,23.2
בית דגן                                           ,2523,30-10-2010,25.7,19.4
בית דגן                                           ,2523,31-10-2010,26.8,18.4
בית דגן                                           ,2523,01-11-2010,27.1,16.2
בית דגן                                           ,2523,02-11-2010,27.3,14.7
בית דגן                                           ,2523,03-11-2010,30.9,13.4
בית דגן                                           ,2523,04-11-2010,32.9,21.1
בית דגן                                           ,2523,05-11-2010,33.7,17.3
בית דגן                                           ,2523,06-11-2010,29.6,15.2
בית דגן                                           ,2523,07-11-2010,25.9,14.2
בית דגן                                           ,2523,08-11-2010,25.3,13.9
בית דגן                                           ,2523,09-11-2010,27.5,11.3
בית דגן                                           ,2523,10-11-2010,29.9,14.9
בית דגן                                           ,2523,11-11-2010,27.8,16.0
בית דגן                                           ,2523,12-11-2010,27.6,19.6
בית דגן                                           ,2523,13-11-2010,27.9,17.5
בית דגן                                           ,2523,14-11-2010,36.6,14.4
בית דגן                                           ,2523,15-11-2010,28.2,17.8
בית דגן                                           ,2523,16-11-2010,27.0,17.4
בית דגן                                           ,2523,17-11-2010,26.4,17.4
בית דגן                                           ,2523,18-11-2010,26.9,16.6
בית דגן                                           ,2523,19-11-2010,27.7,15.3
בית דגן                                           ,2523,20-11-2010,26.3,12.8
בית דגן                                           ,2523,21-11-2010,25.4,16.0
בית דגן                                           ,2523,22-11-2010,25.5,17.4
בית דגן                                           ,2523,23-11-2010,24.8,13.5
בית דגן                                           ,2523,24-11-2010,24.9,11.4
בית דגן                                           ,2523,25-11-2010,25.4,10.8
בית דגן                                           ,2523,26-11-2010,26.0,10.1
בית דגן                                           ,2523,27-11-2010,27.5,9.3
בית דגן                                           ,2523,28-11-2010,27.1,10.6
בית דגן                                           ,2523,29-11-2010,27.9,11.5
בית דגן                                           ,2523,30-11-2010,29.6,8.6
בית דגן                                           ,2523,01-12-2010,28.3,8.3
בית דגן                                           ,2523,02-12-2010,27.1,7.2
בית דגן                                           ,2523,03-12-2010,30.7,7.7
בית דגן                                           ,2523,04-12-2010,29.4,7.3
בית דגן                                           ,2523,05-12-2010,26.7,7.1
בית דגן                                           ,2523,06-12-2010,22.5,16.4
בית דגן                                           ,2523,07-12-2010,22.8,14.9
בית דגן                                           ,2523,08-12-2010,24.3,11.1
בית דגן                                           ,2523,09-12-2010,24.5,11.6
בית דגן                                           ,2523,10-12-2010,23.0,11.8
בית דגן                                           ,2523,11-12-2010,22.0,16.1
בית דגן                                           ,2523,12-12-2010,17.5,9.5
בית דגן                                           ,2523,13-12-2010,16.4,7.6
בית דגן                                           ,2523,14-12-2010,20.0,10.2
בית דגן                                           ,2523,15-12-2010,23.0,5.9
בית דגן                                           ,2523,16-12-2010,25.9,8.2
בית דגן                                           ,2523,17-12-2010,23.9,8.5
בית דגן                                           ,2523,18-12-2010,20.6,12.9
בית דגן                                           ,2523,19-12-2010,20.7,8.2
בית דגן                                           ,2523,20-12-2010,22.4,8.8
בית דגן                                           ,2523,21-12-2010,25.8,9.6
בית דגן                                           ,2523,22-12-2010,22.9,10.4
בית דגן                                           ,2523,23-12-2010,21.7,9.5
בית דגן                                           ,2523,24-12-2010,22.3,10.3
בית דגן                                           ,2523,25-12-2010,22.4,9.4
בית דגן                                           ,2523,26-12-2010,24.0,7.5
בית דגן                                           ,2523,27-12-2010,26.8,8.7
בית דגן                                           ,2523,28-12-2010,28.6,13.4
בית דגן                                           ,2523,29-12-2010,23.0,12.2
בית דגן                                           ,2523,30-12-2010,21.1,12.8
בית דגן                                           ,2523,31-12-2010,21.4,11.3
בית דגן                                           ,2523,01-01-2011,18.3,13.8
בית דגן                                           ,2523,02-01-2011,20.9,12.2
בית דגן                                           ,2523,03-01-2011,21.8,9.1
בית דגן                                           ,2523,04-01-2011,18.2,11.4
בית דגן                                           ,2523,05-01-2011,18.5,12.2
בית דגן                                           ,2523,06-01-2011,19.2,11.8
בית דגן                                           ,2523,07-01-2011,20.0,8.0
בית דגן                                           ,2523,08-01-2011,17.5,11.0
בית דגן                                           ,2523,09-01-2011,18.0,10.1
בית דגן                                           ,2523,10-01-2011,19.0,10.8
בית דגן                                           ,2523,11-01-2011,20.7,9.6
בית דגן                                           ,2523,12-01-2011,21.7,9.0
בית דגן                                           ,2523,13-01-2011,21.5,11.6
בית דגן                                           ,2523,14-01-2011,20.1,7.8
בית דגן                                           ,2523,15-01-2011,17.1,10.5
בית דגן                                           ,2523,16-01-2011,16.3,9.5
בית דגן                                           ,2523,17-01-2011,21.8,10.0
בית דגן                                           ,2523,18-01-2011,20.2,12.0
בית דגן                                           ,2523,19-01-2011,20.1,7.1
בית דגן                                           ,2523,20-01-2011,20.0,6.6
בית דגן                                           ,2523,21-01-2011,21.6,6.6
בית דגן                                           ,2523,22-01-2011,21.6,7.2
בית דגן                                           ,2523,23-01-2011,20.9,7.5
בית דגן                                           ,2523,24-01-2011,19.8,8.0
בית דגן                                           ,2523,25-01-2011,18.6,6.9
בית דגן                                           ,2523,26-01-2011,18.5,9.2
בית דגן                                           ,2523,27-01-2011,24.0,11.3
בית דגן                                           ,2523,28-01-2011,21.1,10.9
בית דגן                                           ,2523,29-01-2011,24.1,14.2
בית דגן                                           ,2523,30-01-2011,18.6,14.0
בית דגן                                           ,2523,31-01-2011,18.0,13.4
בית דגן                                           ,2523,01-02-2011,17.2,11.0
בית דגן                                           ,2523,02-02-2011,15.4,8.5
בית דגן                                           ,2523,03-02-2011,15.4,5.0
בית דגן                                           ,2523,04-02-2011,18.1,13.7
בית דגן                                           ,2523,05-02-2011,18.6,13.6
בית דגן                                           ,2523,06-02-2011,20.9,8.4
בית דגן                                           ,2523,07-02-2011,18.1,12.0
בית דגן                                           ,2523,08-02-2011,20.0,11.7
בית דגן                                           ,2523,09-02-2011,20.0,9.8
בית דגן                                           ,2523,10-02-2011,16.6,10.4
בית דגן                                           ,2523,11-02-2011,18.9,11.0
בית דגן                                           ,2523,12-02-2011,19.1,6.9
בית דגן                                           ,2523,13-02-2011,18.6,10.3
בית דגן                                           ,2523,14-02-2011,19.8,8.9
בית דגן                                           ,2523,15-02-2011,23.9,11.8
בית דגן                                           ,2523,16-02-2011,19.2,14.2
בית דגן                                           ,2523,17-02-2011,21.2,12.6
בית דגן                                           ,2523,18-02-2011,23.4,8.6
בית דגן                                           ,2523,19-02-2011,26.4,8.6
בית דגן                                           ,2523,20-02-2011,19.1,13.4
בית דגן                                           ,2523,21-02-2011,19.3,13.5
בית דגן                                           ,2523,22-02-2011,22.3,9.4
בית דגן                                           ,2523,23-02-2011,24.9,9.6
בית דגן                                           ,2523,24-02-2011,25.1,11.3
בית דגן                                           ,2523,25-02-2011,20.8,12.0
בית דגן                                           ,2523,26-02-2011,20.0,11.8
בית דגן                                           ,2523,27-02-2011,20.8,11.2
בית דגן                                           ,2523,28-02-2011,20.1,8.4
בית דגן                                           ,2523,01-03-2011,21.0,10.1
בית דגן                                           ,2523,02-03-2011,20.8,9.0
בית דגן                                           ,2523,03-03-2011,22.9,7.8
בית דגן                                           ,2523,04-03-2011,23.1,8.7
בית דגן                                           ,2523,05-03-2011,21.7,10.3
בית דגן                                           ,2523,06-03-2011,26.2,9.0
בית דגן                                           ,2523,07-03-2011,24.3,15.0
בית דגן                                           ,2523,08-03-2011,19.4,12.3
בית דגן                                           ,2523,09-03-2011,16.4,11.2
בית דגן                                           ,2523,10-03-2011,14.1,9.0
בית דגן                                           ,2523,11-03-2011,13.0,9.0
בית דגן                                           ,2523,12-03-2011,18.3,9.0
בית דגן                                           ,2523,13-03-2011,19.9,6.6
בית דגן                                           ,2523,14-03-2011,19.4,6.4
בית דגן                                           ,2523,15-03-2011,25.1,7.1
בית דגן                                           ,2523,16-03-2011,26.7,7.5
בית דגן                                           ,2523,17-03-2011,25.0,6.9
בית דגן                                           ,2523,18-03-2011,25.2,9.2
בית דגן                                           ,2523,19-03-2011,26.0,13.5
בית דגן                                           ,2523,20-03-2011,25.7,14.4
בית דגן                                           ,2523,21-03-2011,23.0,14.9
בית דגן                                           ,2523,22-03-2011,21.5,13.6
בית דגן                                           ,2523,23-03-2011,20.7,13.3
בית דגן                                           ,2523,24-03-2011,17.3,11.5
בית דגן                                           ,2523,25-03-2011,18.6,9.0
בית דגן                                           ,2523,26-03-2011,20.3,8.3
בית דגן                                           ,2523,27-03-2011,20.7,8.5
בית דגן                                           ,2523,28-03-2011,20.3,9.7
בית דגן                                           ,2523,29-03-2011,21.0,9.7
בית דגן                                           ,2523,30-03-2011,22.4,9.3
בית דגן                                           ,2523,31-03-2011,26.6,9.6
בית דגן                                           ,2523,01-04-2011,29.8,13.4
בית דגן                                           ,2523,02-04-2011,25.0,15.5
בית דגן                                           ,2523,03-04-2011,25.5,12.9
בית דגן                                           ,2523,04-04-2011,18.9,12.8
בית דגן                                           ,2523,05-04-2011,19.7,12.9
בית דגן                                           ,2523,06-04-2011,20.7,12.9
בית דגן                                           ,2523,07-04-2011,22.3,11.3
בית דגן                                           ,2523,08-04-2011,27.2,12.3
בית דגן                                           ,2523,09-04-2011,22.4,12.6
בית דגן                                           ,2523,10-04-2011,24.8,13.7
בית דגן                                           ,2523,11-04-2011,23.4,13.3
בית דגן                                           ,2523,12-04-2011,20.9,16.0
בית דגן                                           ,2523,13-04-2011,20.5,12.6
בית דגן                                           ,2523,14-04-2011,23.7,8.9
בית דגן                                           ,2523,15-04-2011,27.9,9.6
בית דגן                                           ,2523,16-04-2011,34.1,12.6
בית דגן                                           ,2523,17-04-2011,37.1,16.0
בית דגן                                           ,2523,18-04-2011,39.0,19.6
בית דגן                                           ,2523,19-04-2011,26.4,18.5
בית דגן                                           ,2523,20-04-2011,23.2,13.6
בית דגן                                           ,2523,21-04-2011,22.2,13.1
בית דגן                                           ,2523,22-04-2011,20.2,12.6
בית דגן                                           ,2523,23-04-2011,22.8,13.2
בית דגן                                           ,2523,24-04-2011,24.3,11.2
בית דגן                                           ,2523,25-04-2011,22.8,12.6
בית דגן                                           ,2523,26-04-2011,24.3,12.9
בית דגן                                           ,2523,27-04-2011,28.5,12.7
בית דגן                                           ,2523,28-04-2011,25.0,17.6
בית דגן                                           ,2523,29-04-2011,25.3,17.6
בית דגן                                           ,2523,30-04-2011,23.5,16.4
בית דגן                                           ,2523,01-05-2011,24.0,16.3
בית דגן                                           ,2523,02-05-2011,34.6,14.0
בית דגן                                           ,2523,03-05-2011,24.7,15.2
בית דגן                                           ,2523,04-05-2011,35.8,15.2
בית דגן                                           ,2523,05-05-2011,32.2,19.7
בית דגן                                           ,2523,06-05-2011,24.7,18.8
בית דגן                                           ,2523,07-05-2011,24.1,18.7
בית דגן                                           ,2523,08-05-2011,24.8,15.6
בית דגן                                           ,2523,09-05-2011,24.3,14.2
בית דגן                                           ,2523,10-05-2011,24.8,16.1
בית דגן                                           ,2523,11-05-2011,28.3,14.1
בית דגן                                           ,2523,12-05-2011,25.3,17.2
בית דגן                                           ,2523,13-05-2011,23.9,15.4
בית דגן                                           ,2523,14-05-2011,22.9,14.2
בית דגן                                           ,2523,15-05-2011,24.3,15.4
בית דגן                                           ,2523,16-05-2011,25.9,12.8
בית דגן                                           ,2523,17-05-2011,28.2,19.3
בית דגן                                           ,2523,18-05-2011,26.4,20.6
בית דגן                                           ,2523,19-05-2011,28.6,18.6
בית דגן                                           ,2523,20-05-2011,32.2,17.3
בית דגן                                           ,2523,21-05-2011,26.6,17.2
בית דגן                                           ,2523,22-05-2011,26.8,16.3
בית דגן                                           ,2523,23-05-2011,27.3,17.4
בית דגן                                           ,2523,24-05-2011,27.6,18.1
בית דגן                                           ,2523,25-05-2011,28.7,18.1
בית דגן                                           ,2523,26-05-2011,29.6,17.9
בית דגן                                           ,2523,27-05-2011,34.5,18.4
בית דגן                                           ,2523,28-05-2011,33.1,23.7
בית דגן                                           ,2523,29-05-2011,27.6,19.5
בית דגן                                           ,2523,30-05-2011,27.7,18.8
בית דגן                                           ,2523,31-05-2011,27.2,18.3
בית דגן                                           ,2523,01-06-2011,27.1,18.2
בית דגן                                           ,2523,02-06-2011,27.2,18.3
בית דגן                                           ,2523,03-06-2011,27.6,18.0
בית דגן                                           ,2523,04-06-2011,27.6,19.9
בית דגן                                           ,2523,05-06-2011,28.2,20.4
בית דגן                                           ,2523,06-06-2011,28.8,20.5
בית דגן                                           ,2523,07-06-2011,29.0,21.6
בית דגן                                           ,2523,08-06-2011,29.9,20.0
בית דגן                                           ,2523,09-06-2011,30.9,20.1
בית דגן                                           ,2523,10-06-2011,33.5,20.9
בית דגן                                           ,2523,11-06-2011,29.0,21.9
בית דגן                                           ,2523,12-06-2011,29.1,21.5
בית דגן                                           ,2523,13-06-2011,28.7,21.9
בית דגן                                           ,2523,14-06-2011,28.7,21.3
בית דגן                                           ,2523,15-06-2011,29.3,19.6
בית דגן                                           ,2523,16-06-2011,28.9,20.1
בית דגן                                           ,2523,17-06-2011,28.7,20.3
בית דגן                                           ,2523,18-06-2011,28.6,20.2
בית דגן                                           ,2523,19-06-2011,28.9,20.2
בית דגן                                           ,2523,20-06-2011,29.5,20.6
בית דגן                                           ,2523,21-06-2011,30.3,22.3
בית דגן                                           ,2523,22-06-2011,30.7,22.2
בית דגן                                           ,2523,23-06-2011,31.0,23.1
בית דגן                                           ,2523,24-06-2011,31.2,23.7
בית דגן                                           ,2523,25-06-2011,30.8,21.7
בית דגן                                           ,2523,26-06-2011,30.4,22.2
בית דגן                                           ,2523,27-06-2011,30.6,19.6
בית דגן                                           ,2523,28-06-2011,30.0,21.0
בית דגן                                           ,2523,29-06-2011,29.1,22.7
בית דגן                                           ,2523,30-06-2011,29.2,20.6
בית דגן                                           ,2523,01-07-2011,29.9,20.8
בית דגן                                           ,2523,02-07-2011,29.9,20.3
בית דגן                                           ,2523,03-07-2011,30.9,20.2
בית דגן                                           ,2523,04-07-2011,31.1,21.4
בית דגן                                           ,2523,05-07-2011,30.3,20.6
בית דגן                                           ,2523,06-07-2011,31.1,20.7
בית דגן                                           ,2523,07-07-2011,31.0,22.1
בית דגן                                           ,2523,08-07-2011,31.7,22.9
בית דגן                                           ,2523,09-07-2011,31.4,23.1
בית דגן                                           ,2523,10-07-2011,32.4,23.4
בית דגן                                           ,2523,11-07-2011,32.6,21.4
בית דגן                                           ,2523,12-07-2011,32.2,23.6
בית דגן                                           ,2523,13-07-2011,32.1,23.2
בית דגן                                           ,2523,14-07-2011,32.4,21.8
בית דגן                                           ,2523,15-07-2011,32.0,21.0
בית דגן                                           ,2523,16-07-2011,31.8,23.9
בית דגן                                           ,2523,17-07-2011,32.5,23.9
בית דגן                                           ,2523,18-07-2011,32.0,24.6
בית דגן                                           ,2523,19-07-2011,32.6,24.3
בית דגן                                           ,2523,20-07-2011,33.5,23.2
בית דגן                                           ,2523,21-07-2011,33.4,22.8
בית דגן                                           ,2523,22-07-2011,33.2,22.4
בית דגן                                           ,2523,23-07-2011,31.6,24.3
בית דגן                                           ,2523,24-07-2011,32.4,24.3
בית דגן                                           ,2523,25-07-2011,35.8,24.2
בית דגן                                           ,2523,26-07-2011,33.4,26.2
בית דגן                                           ,2523,27-07-2011,33.2,25.0
בית דגן                                           ,2523,28-07-2011,33.4,25.0
בית דגן                                           ,2523,29-07-2011,32.9,23.6
בית דגן                                           ,2523,30-07-2011,33.2,24.4
בית דגן                                           ,2523,31-07-2011,33.0,25.9
בית דגן                                           ,2523,01-08-2011,33.4,25.4
בית דגן                                           ,2523,02-08-2011,33.1,24.0
בית דגן                                           ,2523,03-08-2011,33.6,24.8
בית דגן                                           ,2523,04-08-2011,32.9,24.2
בית דגן                                           ,2523,05-08-2011,32.9,24.5
בית דגן                                           ,2523,06-08-2011,32.7,24.5
בית דגן                                           ,2523,07-08-2011,32.8,24.8
בית דגן                                           ,2523,08-08-2011,32.9,24.2
בית דגן                                           ,2523,09-08-2011,32.6,24.8
בית דגן                                           ,2523,10-08-2011,33.2,25.4
בית דגן                                           ,2523,11-08-2011,32.7,24.6
בית דגן                                           ,2523,12-08-2011,32.6,24.7
בית דגן                                           ,2523,13-08-2011,31.3,25.0
בית דגן                                           ,2523,14-08-2011,32.0,24.4
בית דגן                                           ,2523,15-08-2011,32.2,22.6
בית דגן                                           ,2523,16-08-2011,31.9,22.6
בית דגן                                           ,2523,17-08-2011,32.0,23.2
בית דגן                                           ,2523,18-08-2011,32.0,23.2
בית דגן                                           ,2523,19-08-2011,31.6,22.7
בית דגן                                           ,2523,20-08-2011,32.5,22.3
בית דגן                                           ,2523,21-08-2011,32.7,23.2
בית דגן                                           ,2523,22-08-2011,33.0,23.4
בית דגן                                           ,2523,23-08-2011,33.3,22.1
בית דגן                                           ,2523,24-08-2011,32.3,23.8
בית דגן                                           ,2523,25-08-2011,32.5,23.9
בית דגן                                           ,2523,26-08-2011,32.3,22.1
בית דגן                                           ,2523,27-08-2011,32.1,23.5
בית דגן                                           ,2523,28-08-2011,31.9,23.6
בית דגן                                           ,2523,29-08-2011,31.9,22.8
בית דגן                                           ,2523,30-08-2011,31.6,21.3
בית דגן                                           ,2523,31-08-2011,31.8,22.7
בית דגן                                           ,2523,01-09-2011,32.0,23.8
בית דגן                                           ,2523,02-09-2011,31.7,22.8
בית דגן                                           ,2523,03-09-2011,31.8,21.6
בית דגן                                           ,2523,04-09-2011,31.9,18.6
בית דגן                                           ,2523,05-09-2011,31.9,21.1
בית דגן                                           ,2523,06-09-2011,32.4,24.8
בית דגן                                           ,2523,07-09-2011,32.1,23.7
בית דגן                                           ,2523,08-09-2011,31.8,21.7
בית דגן                                           ,2523,09-09-2011,31.3,21.6
בית דגן                                           ,2523,10-09-2011,31.3,22.3
בית דגן                                           ,2523,11-09-2011,31.8,22.2
בית דגן                                           ,2523,12-09-2011,32.3,23.2
בית דגן                                           ,2523,13-09-2011,31.8,23.3
בית דגן                                           ,2523,14-09-2011,31.5,22.4
בית דגן                                           ,2523,15-09-2011,31.0,22.1
בית דגן                                           ,2523,16-09-2011,30.9,21.7
בית דגן                                           ,2523,17-09-2011,31.4,21.0
בית דגן                                           ,2523,18-09-2011,31.6,19.8
בית דגן                                           ,2523,19-09-2011,32.8,22.7
בית דגן                                           ,2523,20-09-2011,31.3,22.4
בית דגן                                           ,2523,21-09-2011,30.7,22.0
בית דגן                                           ,2523,22-09-2011,30.8,21.7
בית דגן                                           ,2523,23-09-2011,31.2,21.4
בית דגן                                           ,2523,24-09-2011,29.3,22.1
בית דגן                                           ,2523,25-09-2011,30.1,21.3
בית דגן                                           ,2523,26-09-2011,30.3,20.2
בית דגן                                           ,2523,27-09-2011,30.5,20.3
בית דגן                                           ,2523,28-09-2011,30.6,21.2
בית דגן                                           ,2523,29-09-2011,30.9,21.9
בית דגן                                           ,2523,30-09-2011,30.5,21.4
בית דגן                                           ,2523,01-10-2011,30.8,21.3
בית דגן                                           ,2523,02-10-2011,30.2,18.7
בית דגן                                           ,2523,03-10-2011,30.1,18.4
בית דגן                                           ,2523,04-10-2011,29.4,18.1
בית דגן                                           ,2523,05-10-2011,29.6,18.9
בית דגן                                           ,2523,06-10-2011,29.8,19.5
בית דגן                                           ,2523,07-10-2011,29.4,20.7
בית דגן                                           ,2523,08-10-2011,29.2,18.2
בית דגן                                           ,2523,09-10-2011,34.3,17.1
בית דגן                                           ,2523,10-10-2011,35.5,18.5
בית דגן                                           ,2523,11-10-2011,32.5,20.8
בית דגן                                           ,2523,12-10-2011,28.3,23.6
בית דגן                                           ,2523,13-10-2011,28.8,18.4
בית דגן                                           ,2523,14-10-2011,28.4,16.2
בית דגן                                           ,2523,15-10-2011,28.1,16.7
בית דגן                                           ,2523,16-10-2011,28.7,17.7
בית דגן                                           ,2523,17-10-2011,28.9,18.0
בית דגן                                           ,2523,18-10-2011,28.3,16.7
בית דגן                                           ,2523,19-10-2011,25.4,18.9
בית דגן                                           ,2523,20-10-2011,26.9,14.4
בית דגן                                           ,2523,21-10-2011,32.8,12.7
בית דגן                                           ,2523,22-10-2011,30.2,16.7
בית דגן                                           ,2523,23-10-2011,27.7,19.0
בית דגן                                           ,2523,24-10-2011,27.9,17.4
בית דגן                                           ,2523,25-10-2011,27.3,17.0
בית דגן                                           ,2523,26-10-2011,27.1,19.6
בית דגן                                           ,2523,27-10-2011,26.9,18.0
בית דגן                                           ,2523,28-10-2011,26.1,15.3
בית דגן                                           ,2523,29-10-2011,25.4,14.3
בית דגן                                           ,2523,30-10-2011,25.9,15.0
בית דגן                                           ,2523,31-10-2011,24.5,13.8
בית דגן                                           ,2523,01-11-2011,25.0,13.1
בית דגן                                           ,2523,02-11-2011,25.9,11.3
בית דגן                                           ,2523,03-11-2011,25.4,14.2
בית דגן                                           ,2523,04-11-2011,24.4,16.4
בית דגן                                           ,2523,05-11-2011,23.7,12.6
בית דגן                                           ,2523,06-11-2011,23.8,14.2
בית דגן                                           ,2523,07-11-2011,24.1,12.8
בית דגן                                           ,2523,08-11-2011,24.0,11.6
בית דגן                                           ,2523,09-11-2011,25.1,9.7
בית דגן                                           ,2523,10-11-2011,25.2,11.0
בית דגן                                           ,2523,11-11-2011,26.2,9.1
בית דגן                                           ,2523,12-11-2011,25.9,9.9
בית דגן                                           ,2523,13-11-2011,27.0,11.4
בית דגן                                           ,2523,14-11-2011,24.5,14.5
בית דגן                                           ,2523,15-11-2011,20.5,14.1
בית דגן                                           ,2523,16-11-2011,18.9,14.3
בית דגן                                           ,2523,17-11-2011,18.2,14.7
בית דגן                                           ,2523,18-11-2011,18.4,14.1
בית דגן                                           ,2523,19-11-2011,19.9,13.5
בית דגן                                           ,2523,20-11-2011,19.0,12.8
בית דגן                                           ,2523,21-11-2011,20.8,11.4
בית דגן                                           ,2523,22-11-2011,22.0,9.2
בית דגן                                           ,2523,23-11-2011,22.2,8.4
בית דגן                                           ,2523,24-11-2011,22.4,12.6
בית דגן                                           ,2523,25-11-2011,20.0,11.8
בית דגן                                           ,2523,26-11-2011,19.6,7.6
בית דגן                                           ,2523,27-11-2011,18.7,6.8
בית דגן                                           ,2523,28-11-2011,20.7,5.5
בית דגן                                           ,2523,29-11-2011,20.4,5.5
בית דגן                                           ,2523,30-11-2011,22.1,7.0
בית דגן                                           ,2523,01-12-2011,20.1,6.1
בית דגן                                           ,2523,02-12-2011,23.6,5.3
בית דגן                                           ,2523,03-12-2011,20.4,4.6
בית דגן                                           ,2523,04-12-2011,23.2,4.3
בית דגן                                           ,2523,05-12-2011,23.5,8.6
בית דגן                                           ,2523,06-12-2011,20.5,4.8
בית דגן                                           ,2523,07-12-2011,20.6,6.2
בית דגן                                           ,2523,08-12-2011,20.3,8.3
בית דגן                                           ,2523,09-12-2011,20.9,13.0
בית דגן                                           ,2523,10-12-2011,18.7,11.2
