"household_questionnaire_id","type_of_crop","name_of_crop","season_of_crop","when_is_crop_sowed","when_is_crop_harvested","cult_area_under_crop","most_imp_source","hrs_irr_1katha","no_of_irrigation_for_1_katha","what_was_your_total_harvest","unit_harvest","percent_for_selling","price_per_kg","year","district","TreatmentControl","TC","irri_for_season","name_of_crop_detail"
"T106605002",44,"Vegetables","Winter",9,11,1,2,3,4,0,NA,100,20,2017,"Saptari","Treatment",1,12,"CAULIFLOWER"
"T106605002",45,"Vegetables","Winter",9,11,1.5,2,3,3,0,NA,100,25,2017,"Saptari","Treatment",1,13.5,"CABBAGE"
"T106605002",21,"Vegetables","Winter",9,11,3,2,3,0,20,3,0,0,2017,"Saptari","Treatment",1,0,"GREEN PEA"
"T106605002",11,"Vegetables","Summer",12,2,1,2,3,3,0,NA,0,0,2017,"Saptari","Treatment",1,9,"CHILLIES"
"T106605002",10,"Vegetables","Summer",12,2,1.5,2,3,4,0,NA,0,0,2017,"Saptari","Treatment",1,18,"OKRA"
"T106605002",12,"Vegetables","Summer",12,2,1.5,2,3,3,0,NA,0,0,2017,"Saptari","Treatment",1,13.5,"CUCUMBER"
"T203901002",44,"Vegetables","Winter",9,12,1,2,1,5,20,1,70,18,2017,"Saptari","Treatment",1,5,"CAULIFLOWER"
"T203901002",45,"Vegetables","Winter",9,12,1,2,1,5,20,1,70,19,2017,"Saptari","Treatment",1,5,"CABBAGE"
"T203901002",53,"Vegetables","Winter",9,12,1,2,1,6,8,1,25,20,2017,"Saptari","Treatment",1,6,"ONIONS"
"T203901002",14,"Vegetables","Winter",9,12,1,2,1,5,0,NA,90,15,2017,"Saptari","Treatment",1,5,"BOTTLE GOURD"
"T203901002",47,"Vegetables","Winter",9,12,3,2,1,4,12,1,0,0,2017,"Saptari","Treatment",1,12,"POTATO"
"T203901008",47,"Vegetables","Winter",9,11,1,2,3,5,8,1,0,0,2017,"Saptari","Control",0,15,"POTATO"
"T203901008",21,"Vegetables","Winter",9,11,3,2,3,1,20,3,0,0,2017,"Saptari","Control",0,9,"GREEN PEA"
"T203908009",47,"Vegetables","Winter",8,11,2,2,3,4,7,1,0,0,2017,"Saptari","Control",0,24,"POTATO"
"T203908009",53,"Vegetables","Winter",8,10,1,2,3,5,6,1,0,0,2017,"Saptari","Control",0,15,"ONIONS"
"T109202009",47,"Vegetables","Winter",9,11,1,2,2,4,8,1,10,14,2017,"Saptari","Control",0,8,"POTATO"
"T109202009",53,"Vegetables","Winter",9,12,1,2,2,5,6,1,25,15,2017,"Saptari","Control",0,10,"ONIONS"
"A104507035",21,"Vegetables","Winter",9,12,2,0,0,0,25,3,50,85,2017,"Saptari","Treatment",1,0,"GREEN PEA"
"A110402001",47,"Vegetables","Monsoon",3,7,10,2,2,4,5,4,75,20,2017,"Saptari","Treatment",1,80,"POTATO"
"A110402001",15,"Vegetables","Summer",12,3,5,2,2,4,30,3,75,40,2017,"Saptari","Treatment",1,40,"BELL PEPPER"
"A110402001",8,"Vegetables","Summer",12,3,5,2,2,6,30,3,75,30,2017,"Saptari","Treatment",1,60,"BRINJAL"
"A110402001",12,"Vegetables","Summer",12,3,5,2,2,5,35,3,75,30,2017,"Saptari","Treatment",1,50,"CUCUMBER"
"A110402001",14,"Vegetables","Summer",12,3,1,2,2,6,5,5,50,40,2017,"Saptari","Treatment",1,12,"BOTTLE GOURD"
"A110402001",37,"Vegetables","Summer",12,3,2,2,2,5,20,3,95,20,2017,"Saptari","Treatment",1,20,"GREENLEAFY VEGETABLE"
"T210703008",47,"Vegetables","Winter",7,10,4,2,2,3,3,1,50,19,2018,"Saptari","Control",0,24,"POTATO"
"T210709003",47,"Vegetables","Winter",8,11,15,2,2,4,10,1,40,10,2018,"Saptari","Treatment",1,120,"POTATO"
"C001401001",47,"Vegetables","Winter",7,11,4,2,2,4,10,1,50,12,2018,"Saptari","Control",0,32,"POTATO"
"C001401001",53,"Vegetables","Winter",9,1,4,2,2,6,1,1,50,15,2018,"Saptari","Control",0,48,"ONIONS"
"T109205004",53,"Vegetables","Winter",7,1,10,2,2,6,3,1,30,15,2018,"Saptari","Treatment",1,120,"ONIONS"
"T109205004",12,"Vegetables","Winter",7,1,3,2,2,4,NA,NA,70,10,2018,"Saptari","Treatment",1,24,"CUCUMBER"
"T109205004",11,"Vegetables","Winter",7,1,2,2,2,3,NA,NA,0,0,2018,"Saptari","Treatment",1,12,"CHILLIES"
"T109205004",14,"Vegetables","Winter",7,1,2,2,1,4,NA,NA,70,10,2018,"Saptari","Treatment",1,8,"BOTTLE"
"T109203003",47,"Vegetables","Winter",7,9,2,2,2,3,15,1,40,20,2018,"Saptari","Control",0,12,"POTATO"
"T109202002",20,"Vegetables","Winter",12,3,20,2,2,5,NA,NA,NA,NA,2018,"Saptari","Control",0,200,"PEA"
"T110505001",12,"Vegetables","Summer",11,1,3,2,2,4,NA,NA,50,8,2018,"Saptari","Treatment",1,24,"CUCUMBER"
"T210405002",47,"Vegetables","Winter",8,11,5,2,1,5,10,1,50,12,2018,"Saptari","Control",0,25,"POTATO"
"T203907006",47,"Vegetables","Winter",7,9,5,2,2,2,10,1,70,12,2018,"Saptari","Control",0,20,"POTATO"
"T203907006",53,"Vegetables","Winter",7,12,2,2,2,7,1,4,70,15,2018,"Saptari","Control",0,28,"ONIONS"
"T203907006",14,"Vegetables","Winter",8,12,3,2,2,5,30,5,90,8,2018,"Saptari","Control",0,30,"BOTTLE"
"T203900307",47,"Vegetables","Winter",7,8,3,2,2.5,2,5,1,40,25,2018,"Saptari","Control",0,15,"POTATO"
"T203900307",53,"Vegetables","Winter",8,1,2,2,2.5,6,6,1,50,15,2018,"Saptari","Control",0,30,"ONIONS"
"T106604005",21,"Vegetables","Winter",7,12,5,NA,NA,NA,10,3,50,75,2018,"Saptari","Control",0,NA,"GREEN PEA"
"T106604003",21,"Vegetables","Winter",2,9,12,2,2,2,10,3,0,0,2018,"Saptari","Control",0,48,"GREEN PEA"
"T106604003",44,"Vegetables","Winter",2,9,11,2,2,2,NA,NA,0,0,2018,"Saptari","Control",0,44,"CAULI"
"T106604003",47,"Vegetables","Winter",2,9,12,2,2,3,7,1,25,15,2018,"Saptari","Control",0,72,"POTATO"
"T106604003",53,"Vegetables","Winter",2,9,12,2,2,3,5,1,25,20,2018,"Saptari","Control",0,72,"ONIONS"
"T106604003",14,"Vegetables","Summer",1,12,3,2,2,4,NA,NA,100,15,2018,"Saptari","Control",0,24,"BOTTLE"
"T106604003",9,"Vegetables","Summer",1,12,3,2,2,3,NA,NA,0,0,2018,"Saptari","Control",0,18,"BITTER"
"T103207002",47,"Vegetables","Winter",9,12,3,2,2,3,10,1,0,0,2018,"Saptari","Control",0,18,"POTATO"
"T103207002",44,"Vegetables","Winter",9,12,1,2,2,4,NA,NA,100,18,2018,"Saptari","Control",0,8,"CAULI"
"T103207002",45,"Vegetables","Winter",9,12,2,2,2,4,NA,NA,100,20,2018,"Saptari","Control",0,16,"CABBAGE"
"T103207002",53,"Vegetables","Winter",9,12,2,2,2,5,7,1,25,14,2018,"Saptari","Control",0,20,"ONIONS"
"T103207002",55,"Vegetables","Winter",9,12,1,2,2,4,5,1,50,60,2018,"Saptari","Control",0,8,"GARLIC"
"T104201002",47,"Vegetables","Winter",9,12,1,2,2,4,10,1,25,16,2018,"Saptari","Control",0,8,"POTATO"
"T104201002",44,"Vegetables","Winter",9,12,1,2,2,4,NA,NA,80,18,2018,"Saptari","Control",0,8,"CAULI"
"T104201002",45,"Vegetables","Winter",9,12,1,2,2,5,NA,NA,80,16,2018,"Saptari","Control",0,10,"CABBAGE"
"T104201002",53,"Vegetables","Winter",9,12,1,2,2,6,7,1,0,0,2018,"Saptari","Control",0,12,"ONIONS"
"T205104005",47,"Vegetables","Winter",9,12,2,2,2,4,9,1,50,16,2018,"Saptari","Control",0,16,"POTATO"
"T205104005",44,"Vegetables","Winter",9,12,1,2,2,4,NA,NA,100,19,2018,"Saptari","Control",0,8,"CAULI"
"T205104005",45,"Vegetables","Winter",9,12,1,2,2,4,NA,NA,100,17,2018,"Saptari","Control",0,8,"CABBAGE"
"T205104005",53,"Vegetables","Winter",9,12,1,2,2,5,8,1,50,15,2018,"Saptari","Control",0,10,"ONIONS"
"T205104005",13,"Vegetables","Summer",1,3,1,2,2,NA,NA,NA,NA,NA,2018,"Saptari","Control",0,NA,"PUMPKIN"
"T205104005",14,"Vegetables","Summer",1,3,1,2,2,NA,NA,NA,NA,NA,2018,"Saptari","Control",0,NA,"BOTTLE"
"C001410002",47,"Vegetables","Winter",9,12,2,2,0,0,8,1,50,14,2018,"Saptari","Control",0,0,"POTATO"
"C001410002",44,"Vegetables","Winter",9,12,1,2,2,4,NA,NA,100,19,2018,"Saptari","Control",0,8,"CAULI"
"C001410002",45,"Vegetables","Winter",9,12,1,2,2,4,NA,NA,100,16,2018,"Saptari","Control",0,8,"CABBAGE"
"C001410002",53,"Vegetables","Winter",9,12,1,2,2,5,7,1,25,20,2018,"Saptari","Control",0,10,"ONIONS"
"C001410002",11,"Vegetables","Winter",9,12,1,2,2,3,NA,NA,25,40,2018,"Saptari","Control",0,6,"CHILLIES"
"C001410002",60,"Vegetables","Summer",12,3,6,1,2,0,NA,NA,NA,NA,2018,"Saptari","Control",0,0,"JUTE"
"T104209001",47,"Vegetables","Winter",9,12,1,2,2,4,7,1,0,0,2018,"Saptari","Treatment",1,8,"POTATO"
"T104209001",53,"Vegetables","Winter",9,12,1,2,2,4,6,1,0,0,2018,"Saptari","Treatment",1,8,"ONIONS"
"T205104006",47,"Vegetables","Winter",9,12,2,2,2,5,10,1,70,14,2018,"Saptari","Control",0,20,"POTATO"
"T205104006",44,"Vegetables","Winter",9,12,1,2,2,4,NA,NA,90,16,2018,"Saptari","Control",0,8,"CAULI"
"T205104006",45,"Vegetables","Winter",9,12,1,2,2,4,NA,NA,90,18,2018,"Saptari","Control",0,8,"CABBAGE"
"T205104006",10,"Vegetables","Winter",9,12,1,2,2,5,NA,NA,90,30,2018,"Saptari","Control",0,10,"OKRA"
"T110503003",47,"Vegetables","Winter",9,12,2,2,2,4,10,1,50,15,2018,"Saptari","Control",0,16,"POTATO"
"T110503003",44,"Vegetables","Winter",9,12,1,2,2,5,NA,NA,80,22,2018,"Saptari","Control",0,10,"CAULI"
"T110503003",45,"Vegetables","Winter",9,12,1,2,2,5,NA,NA,80,20,2018,"Saptari","Control",0,10,"CABBAGE"
"T110503003",53,"Vegetables","Winter",9,12,1,2,2,6,8,1,50,16,2018,"Saptari","Control",0,12,"ONIONS"
"T109203005",53,"Vegetables","Winter",9,12,1,2,3,4,8,1,50,16,2018,"Saptari","Control",0,12,"ONIONS"
"T109202008",21,"Vegetables","Winter",8,12,6,1,0,0,10,3,0,0,2018,"Saptari","Control",0,0,"GREEN PEA"
"T106605002",44,"Vegetables","Winter",9,11,1,2,2,3,NA,NA,0,20,2018,"Saptari","Treatment",1,6,"CAULI"
"T106605002",45,"Vegetables","Winter",9,11,1.5,2,2,3,NA,NA,100,18,2018,"Saptari","Treatment",1,9,"CABBAGE"
"T106605002",21,"Vegetables","Winter",9,11,2.5,2,2,2,10,3,0,0,2018,"Saptari","Treatment",1,10,"GREEN PEA"
"T203901002",44,"Vegetables","Winter",9,12,1,2,1,4,18,1,80,20,2018,"Saptari","Treatment",1,4,"CAULI"
"T203901002",45,"Vegetables","Winter",9,12,1,2,1,5,20,1,80,22,2018,"Saptari","Treatment",1,5,"CABBAGE"
"T203901002",53,"Vegetables","Winter",9,12,1,2,2,4,8,1,0,0,2018,"Saptari","Treatment",1,8,"ONIONS"
"T203901002",47,"Vegetables","Winter",9,11,2,2,2,5,10,1,0,0,2018,"Saptari","Treatment",1,20,"POTATO"
"T109202009",47,"Vegetables","Winter",8,11,1,2,2,4,10,1,0,0,2018,"Saptari","Control",0,8,"POTATO"
"T109202009",53,"Vegetables","Winter",8,12,1,2,2,5,6,1,0,0,2018,"Saptari","Control",0,10,"ONIONS"
"T210706005",47,"Vegetables","Winter",9,12,2,2,2,4,10,1,0,1,2018,"Saptari","Control",0,16,"POTATO"
"T210706005",44,"Vegetables","Winter",9,12,1,2,2,5,15,1,100,20,2018,"Saptari","Control",0,10,"CAULI"
"T210706005",45,"Vegetables","Winter",9,12,1,2,2,5,15,1,100,22,2018,"Saptari","Control",0,10,"CABBAGE"
"T210709001",47,"Vegetables","Winter",9,12,2,2,2,5,10,1,50,14,2018,"Saptari","Treatment",1,20,"POTATO"
"T210709001",53,"Vegetables","Winter",9,12,1,2,2,4,8,1,50,20,2018,"Saptari","Treatment",1,8,"ONIONS"
"T203901008",21,"Vegetables","Winter",9,11,1,2,3,1,30,3,0,0,2018,"Saptari","Control",0,3,"GREEN PEA"
"T203901008",14,"Vegetables","Summer",11,1,1,2,3,3,NA,NA,100,NA,2018,"Saptari","Control",0,9,"BOTTLE"
"T203908009",47,"Vegetables","Winter",8,11,1,2,3,3,8,1,0,NA,2018,"Saptari","Control",0,9,"POTATO"
"T203908009",53,"Vegetables","Winter",8,11,1,2,3,5,6,1,0,NA,2018,"Saptari","Control",0,15,"ONIONS"
"T203908009",11,"Vegetables","Winter",8,11,1,2,3,4,20,3,0,NA,2018,"Saptari","Control",0,12,"CHILLIES"
"T108803015",47,"Vegetables","Winter",8,11,3,2,1,3,13,1,20,20,2018,"Saptari","Control",0,9,"POTATO"
"T108803015",44,"Vegetables","Winter",8,11,2,2,1,8,2,1,50,40,2018,"Saptari","Control",0,16,"CAULI"
"T108803015",7,"Vegetables","Winter",8,NA,2,2,1,10,4,1,50,25,2018,"Saptari","Control",0,20,"TOMATO"
"T108803015",16,"Vegetables","Summer",12,NA,2,2,1,5,50,3,50,25,2018,"Saptari","Control",0,10,"SPONGE"
"T108808014",47,"Vegetables","Winter",8,11,2,2,1,3,10,1,25,20,2018,"Saptari","Control",0,6,"POTATO"
"T108808014",21,"Vegetables","Winter",8,11,1,1,NA,NA,15,3,0,0,2018,"Saptari","Control",0,NA,"GREEN PEA"
"C001701002",47,"Vegetables","Winter",8,11,1,1,NA,NA,15,1,NA,NA,2018,"Saptari","Control",0,NA,"POTATO"
"C001701002",20,"Vegetables","Winter",8,11,5,1,NA,NA,25,3,NA,NA,2018,"Saptari","Control",0,NA,"PEA"
"C008508001",21,"Vegetables","Winter",8,12,3,1,0.5,NA,15,3,0,0,2018,"Saptari","Control",0,NA,"GREEN PEA"
"C008508001",47,"Vegetables","Winter",8,11,1,2,0.5,2,10,1,25,15,2018,"Saptari","Control",0,1,"POTATO"
"C008508001",58,"Vegetables","Winter",8,11,1,2,0.5,3,10,1,0,0,2018,"Saptari","Control",0,1.5,"CORIANDER"
"T107104001",11,"Vegetables","Summer",8,NA,1,2,1,8,100,3,75,125,2018,"Saptari","Control",0,8,"CHILLIES"
"T107104001",13,"Vegetables","Summer",11,NA,1,2,1,3,15,1,90,15,2018,"Saptari","Control",0,3,"PUMPKIN"
"T102009002",44,"Vegetables","Winter",8,10,2,2,1,4,25,1,90,30,2018,"Saptari","Control",0,8,"CAULI"
"T102009002",45,"Vegetables","Winter",8,11,5,2,1,4,30,1,95,25,2018,"Saptari","Control",0,20,"CABBAGE"
"T102009002",47,"Vegetables","Winter",8,11,1,2,1,4,15,1,80,20,2018,"Saptari","Control",0,4,"POTATO"
"T102009002",7,"Vegetables","Winter",8,10,1,2,1,4,20,1,95,25,2018,"Saptari","Control",0,4,"TOMATO"
"T102009002",11,"Vegetables","Winter",8,NA,3,2,1,5,10,1,95,40,2018,"Saptari","Control",0,15,"CHILLIES"
"T102007003",51,"Vegetables","Summer",12,NA,2,1,NA,NA,2,1,75,10,2018,"Saptari","Control",0,NA,"RADISH"
"C009006002",47,"Vegetables","Winter",8,11,4,2,1,3,5,1,50,14,2018,"Saptari","Control",0,12,"POTATO"
"T104305001",47,"Vegetables","Winter",8,11,4,2,2,4,10,1,10,10,2018,"Saptari","Control",0,32,"POTATO"
"T104305001",53,"Vegetables","Winter",7,1,4,2,2,5,1,4,15,15,2018,"Saptari","Control",0,40,"ONIONS"
"T102007004",10,"Vegetables","Summer",12,NA,0.5,2,1,4,50,3,0,0,2018,"Saptari","Control",0,2,"OKRA"
"T102007004",11,"Vegetables","Summer",11,NA,0.5,2,1,4,20,3,0,0,2018,"Saptari","Control",0,2,"CHILLIES"
"T110502003",47,"Vegetables","Winter",9,12,1,0,0,0,8,1,0,0,2018,"Saptari","Control",0,0,"POTATO"
"T210708002",21,"Vegetables","Winter",9,12,5,0,0,0,20,3,50,110,2018,"Saptari","Treatment",1,0,"GREEN PEA"
"T203908001",47,"Vegetables","Winter",8,11,3,0,0,0,10,1,75,16,2018,"Saptari","Treatment",1,0,"POTATO"
"T203908001",53,"Vegetables","Winter",8,12,1,2,2,10,12,1,75,20,2018,"Saptari","Treatment",1,20,"ONIONS"
"T203908001",12,"Vegetables","Winter",9,12,1,2,1,7,2,1,90,18,2018,"Saptari","Treatment",1,7,"CUCUMBER"
"T203908001",44,"Vegetables","Winter",9,12,1,2,2,7,10,1,90,30,2018,"Saptari","Treatment",1,14,"CAULI"
"T203908001",21,"Vegetables","Winter",9,12,3,0,0,0,70,3,75,100,2018,"Saptari","Treatment",1,0,"GREEN PEA"
"T106604004",53,"Vegetables","Winter",8,12,1,2,2,9,10,1,50,18,2018,"Saptari","Control",0,18,"ONIONS"
"T106604004",44,"Vegetables","Winter",9,12,1,2,2,5,8,1,80,28,2018,"Saptari","Control",0,10,"CAULI"
"T106604004",37,"Vegetables","Winter",9,12,1,2,2,4,2.5,1,80,30,2018,"Saptari","Control",0,8,"VEGETABLES"
"T106604004",55,"Vegetables","Winter",9,12,1,2,2,6,3,1,70,72,2018,"Saptari","Control",0,12,"GARLIC"
"T106604004",11,"Vegetables","Winter",9,12,1,2,2,4,3.5,1,75,40,2018,"Saptari","Control",0,8,"CHILLIES"
"T106604004",47,"Vegetables","Winter",9,12,2,2,2,1,18,1,75,15,2018,"Saptari","Control",0,4,"POTATO"
"T106604004",21,"Vegetables","Winter",9,12,2,0,0,0,40,3,50,130,2018,"Saptari","Control",0,0,"GREEN PEA"
"T206702001",47,"Vegetables","Winter",9,12,5,0,0,0,8,1,70,10,2018,"Saptari","Control",0,0,"POTATO"
"T206702001",20,"Vegetables","Winter",9,12,5,0,0,0,40,3,60,125,2018,"Saptari","Control",0,0,"PEA"
"T206702001",21,"Vegetables","Winter",9,12,5,0,0,0,25,3,50,95,2018,"Saptari","Control",0,0,"GREEN PEA"
"T109202010",44,"Vegetables","Winter",9,12,1,2,2,4,7,1,90,30,2018,"Saptari","Control",0,8,"CAULI"
"T109202010",53,"Vegetables","Winter",8,12,1,2,2,10,8,1,70,18,2018,"Saptari","Control",0,20,"ONIONS"
"T109202010",11,"Vegetables","Winter",8,12,1,2,2,10,45,3,60,140,2018,"Saptari","Control",0,20,"CHILLIES"
"T109202010",47,"Vegetables","Winter",9,12,1,0,0,0,9,1,50,12,2018,"Saptari","Control",0,0,"POTATO"
"T109202010",21,"Vegetables","Winter",9,12,2,0,0,0,30,3,50,90,2018,"Saptari","Control",0,0,"GREEN PEA"
"T109201007",21,"Vegetables","Winter",9,12,2,0,0,0,30,3,50,125,2018,"Saptari","Control",0,0,"GREEN PEA"
"T103207003",44,"Vegetables","Winter",9,12,1,2,2,5,5,1,80,30,2018,"Saptari","Control",0,10,"CAULI"
"T103207003",8,"Vegetables","Winter",9,12,1,2,2,7,4.5,1,85,35,2018,"Saptari","Control",0,14,"BRINJAL"
"T103207003",53,"Vegetables","Winter",9,12,2,2,2,8,5,1,50,18,2018,"Saptari","Control",0,32,"ONIONS"
"T103207003",47,"Vegetables","Winter",9,12,1,2,2,1,8,1,0,0,2018,"Saptari","Control",0,2,"POTATO"
"T103207003",37,"Vegetables","Winter",9,12,1,2,2,3,1.5,1,75,30,2018,"Saptari","Control",0,6,"VEGETABLES"
"T103204001",53,"Vegetables","Winter",8,12,2,2,2,9,7,1,25,18,2018,"Saptari","Treatment",1,36,"ONIONS"
"T103204001",58,"Vegetables","Winter",9,12,2,2,2,2,30,3,50,120,2018,"Saptari","Treatment",1,8,"CORIANDER"
"T103204001",47,"Vegetables","Winter",9,12,1,2,2,1,10,1,40,10,2018,"Saptari","Treatment",1,2,"POTATO"
"T103204001",21,"Vegetables","Winter",9,12,8,0,0,0,30,3,50,92,2018,"Saptari","Treatment",1,0,"GREEN PEA"
"T103204001",10,"Vegetables","Summer",12,3,2,2,2,5,0,0,0,0,2018,"Saptari","Treatment",1,20,"OKRA"
"T103204001",9,"Vegetables","Summer",12,3,2,2,2,5,0,0,0,0,2018,"Saptari","Treatment",1,20,"BITTER"
"T103204001",14,"Vegetables","Summer",12,3,2,2,2,5,0,0,0,0,2018,"Saptari","Treatment",1,20,"BOTTLE"
"T210701004",47,"Vegetables","Winter",9,12,10,0,0,0,7,1,0,0,2018,"Saptari","Treatment",1,0,"POTATO"
"T210701004",20,"Vegetables","Winter",9,12,15,0,0,0,20,3,0,0,2018,"Saptari","Treatment",1,0,"PEA"
"T210701004",21,"Vegetables","Winter",9,12,10,0,0,0,30,3,0,0,2018,"Saptari","Treatment",1,0,"GREEN PEA"
"T210701007",47,"Vegetables","Winter",9,12,2,0,0,0,8,1,50,10,2018,"Saptari","Control",0,0,"POTATO"
"T109203001",53,"Vegetables","Winter",8,12,1,2,2,9,6,1,50,18,2018,"Saptari","Treatment",1,18,"ONIONS"
"T109203001",55,"Vegetables","Winter",9,12,1,2,2,8,4,1,50,100,2018,"Saptari","Treatment",1,16,"GARLIC"
"T109203001",44,"Vegetables","Winter",9,12,1,2,2,6,7,1,85,30,2018,"Saptari","Treatment",1,12,"CAULI"
"T109203001",12,"Vegetables","Winter",9,12,1,2,2,5,1.5,1,85,30,2018,"Saptari","Treatment",1,10,"CUCUMBER"
"T109203001",14,"Vegetables","Winter",9,12,1,2,2,5,100,5,80,30,2018,"Saptari","Treatment",1,10,"BOTTLE"
"T109203001",37,"Vegetables","Winter",9,12,1,2,2,5,1,1,70,30,2018,"Saptari","Treatment",1,10,"VEGETABLES"
"T109203001",21,"Vegetables","Winter",9,12,5,0,0,0,35,3,60,110,2018,"Saptari","Treatment",1,0,"GREEN PEA"
"T210407004",53,"Vegetables","Winter",8,12,1,2,0.5,9,10,1,50,14,2018,"Saptari","Control",0,4.5,"ONIONS"
"T210407004",44,"Vegetables","Winter",9,12,1,2,0.5,5,8,1,85,30,2018,"Saptari","Control",0,2.5,"CAULI"
"T210407004",8,"Vegetables","Winter",9,12,1,2,0.5,8,4,1,90,25,2018,"Saptari","Control",0,4,"BRINJAL"
"T210407004",11,"Vegetables","Winter",9,12,1,2,0.5,10,3,1,80,40,2018,"Saptari","Control",0,5,"CHILLIES"
"T210407004",37,"Vegetables","Winter",9,12,1,2,0.5,4,1.5,1,75,30,2018,"Saptari","Control",0,2,"VEGETABLES"
"T210407004",47,"Vegetables","Winter",9,12,3,0,0,0,8,1,50,8,2018,"Saptari","Control",0,0,"POTATO"
"C008109001",20,"Vegetables","Winter",9,12,10,0,0,0,25,3,50,90,2018,"Saptari","Control",0,0,"PEA"
"C008109001",21,"Vegetables","Winter",9,12,20,0,0,0,22,3,50,95,2018,"Saptari","Control",0,0,"GREEN PEA"
"T200103002",47,"Vegetables","Winter",8,12,3,2,1,1,4,1,0,0,2018,"Saptari","Treatment",1,3,"POTATO"
"T200103002",53,"Vegetables","Winter",8,12,2,2,1,3,5,1,0,0,2018,"Saptari","Treatment",1,6,"ONIONS"
"T200103002",37,"Vegetables","Summer",12,3,10,2,2,5,0,0,0,0,2018,"Saptari","Treatment",1,100,"VEGETABLES"
"T107607004",47,"Vegetables","Winter",8,12,2,2,1,2,5,1,0,0,2018,"Saptari","Control",0,4,"POTATO"
"T107607004",53,"Vegetables","Winter",8,12,3,2,1,3,5,1,0,0,2018,"Saptari","Control",0,9,"ONIONS"
"T107607004",37,"Vegetables","Summer",12,3,5,2,2,6,0,0,0,0,2018,"Saptari","Control",0,60,"VEGETABLES"
"T108803001",37,"Vegetables","Summer",12,3,5,2,2,4,0,0,0,0,2018,"Saptari","Control",0,40,"VEGETABLES"
"T108804002",37,"Vegetables","Summer",12,3,10,2,2,4,0,0,0,0,2018,"Saptari","Control",0,80,"VEGETABLES"
"T203309001",47,"Vegetables","Winter",7,12,5,2,1,2,4,1,50,20,2018,"Saptari","Control",0,10,"POTATO"
"T203309001",53,"Vegetables","Winter",7,12,5,2,1,3,5,1,60,30,2018,"Saptari","Control",0,15,"ONIONS"
"T203309001",37,"Vegetables","Summer",12,3,10,2,2,5,0,3,50,20,2018,"Saptari","Control",0,100,"VEGETABLES"
"T203308002",47,"Vegetables","Winter",8,12,5,2,2,4,4,1,25,20,2018,"Saptari","Control",0,40,"POTATO"
"T203308002",37,"Vegetables","Summer",12,3,5,2,2,5,20,3,75,20,2018,"Saptari","Control",0,50,"VEGETABLES"
"T203308002",8,"Vegetables","Summer",12,3,3,2,2,3,25,3,75,30,2018,"Saptari","Control",0,18,"BRINJAL"
"T203308002",12,"Vegetables","Summer",12,3,2,2,2,3,15,3,75,35,2018,"Saptari","Control",0,12,"CUCUMBER"
"T100503002",37,"Vegetables","Summer",12,3,5,2,2,3,20,3,0,0,2018,"Saptari","Treatment",1,30,"VEGETABLES"
"T100501007",47,"Vegetables","Winter",8,12,3,2,1,2,5,1,50,20,2018,"Saptari","Control",0,6,"POTATO"
"T100501007",53,"Vegetables","Winter",8,12,2,2,2,3,4,1,50,30,2018,"Saptari","Control",0,12,"ONIONS"
"T100501007",8,"Vegetables","Summer",12,3,1,2,1,2,0,0,95,25,2018,"Saptari","Control",0,2,"BRINJAL"
"T100501007",37,"Vegetables","Summer",12,3,5,2,1,4,0,0,95,20,2018,"Saptari","Control",0,20,"VEGETABLES"
"T100501007",12,"Vegetables","Summer",12,3,1,2,1,4,0,0,95,25,2018,"Saptari","Control",0,4,"CUCUMBER"
"T100501007",17,"Vegetables","Summer",12,3,1,2,1,5,0,0,95,30,2018,"Saptari","Control",0,5,"POINTED"
"T100501007",30,"Vegetables","Summer",12,3,2,2,1,3,0,0,95,30,2018,"Saptari","Control",0,6,"YARD LONG"
"T100505008",47,"Vegetables","Winter",8,12,5,2,2,2,4,1,50,20,2018,"Saptari","Control",0,20,"POTATO"
"T100505008",53,"Vegetables","Winter",8,12,5,2,2,4,5,1,50,25,2018,"Saptari","Control",0,40,"ONIONS"
"T100505008",44,"Vegetables","Winter",8,12,5,2,2,3,NA,0,95,30,2018,"Saptari","Control",0,30,"CAULI"
"T100505008",14,"Vegetables","Summer",12,3,3,2,1,4,0,0,85,30,2018,"Saptari","Control",0,12,"BOTTLE"
"T100505008",8,"Vegetables","Summer",12,3,5,2,1,3,0,0,85,30,2018,"Saptari","Control",0,15,"BRINJAL"
"T100505008",12,"Vegetables","Summer",12,3,2,2,2,2,0,0,85,40,2018,"Saptari","Control",0,8,"CUCUMBER"
"T100505008",15,"Vegetables","Summer",12,3,5,2,2,2,0,0,85,50,2018,"Saptari","Control",0,20,"BELLPEPPER"
"T100505008",37,"Vegetables","Summer",12,3,5,2,1,2,0,0,95,20,2018,"Saptari","Control",0,10,"VEGETABLES"
"T109901004",37,"Vegetables","Summer",12,8,10,2,2,3,0,0,0,0,2018,"Saptari","Control",0,60,"VEGETABLES"
"T109901004",12,"Vegetables","Summer",12,3,3,2,2,3,0,0,0,0,2018,"Saptari","Control",0,18,"CUCUMBER"
"T109901004",11,"Vegetables","Summer",12,3,2,2,2,3,0,0,0,0,2018,"Saptari","Control",0,12,"CHILLIES"
"T109901005",47,"Vegetables","Winter",8,12,5,2,1,3,5,1,50,20,2018,"Saptari","Control",0,15,"POTATO"
