"household_questionnaire_id","type_of_crop","name_of_crop","season_of_crop","when_is_crop_sowed","when_is_crop_harvested","cult_area_under_crop","most_imp_source","hrs_irr_1katha","no_of_irrigation_for_1_katha","what_was_your_total_harvest","unit_harvest","percent_for_selling","price_per_kg","year","district","TreatmentControl","TC","irri_for_season","name_of_crop_detail"
"T109901005",53,"Vegetables","Winter",8,12,5,2,1,3,5,1,50,30,2018,"Saptari","Control",0,15,"ONIONS"
"T109901005",37,"Vegetables","Summer",12,3,5,2,1,5,0,0,0,0,2018,"Saptari","Control",0,25,"VEGETABLES"
"T205105003",37,"Vegetables","Summer",12,3,5,2,2,3,20,3,0,0,2018,"Saptari","Treatment",1,30,"VEGETABLES"
"T110507002",47,"Vegetables","Winter",8,12,3,2,2,3,4,1,25,20,2018,"Saptari","Control",0,18,"POTATO"
"T110507002",53,"Vegetables","Winter",8,12,2,2,2,3,3,1,25,25,2018,"Saptari","Control",0,12,"ONIONS"
"T110507002",37,"Vegetables","Summer",12,3,5,2,1,5,0,NA,0,0,2018,"Saptari","Control",0,25,"VEGETABLES"
"C004703001",47,"Vegetables","Winter",8,12,5,2,2,3,7,1,25,30,2018,"Saptari","Control",0,30,"POTATO"
"C004703001",53,"Vegetables","Winter",8,12,5,2,2,4,2,1,50,40,2018,"Saptari","Control",0,40,"ONIONS"
"C004703001",44,"Vegetables","Winter",8,12,5,2,2,3,1,1,50,30,2018,"Saptari","Control",0,30,"CAULI"
"C004703001",30,"Vegetables","Summer",12,3,5,2,1,5,10,3,0,0,2018,"Saptari","Control",0,25,"YARD LONG"
"C004703001",37,"Vegetables","Summer",12,3,5,2,1,4,10,3,0,0,2018,"Saptari","Control",0,20,"VEGETABLES"
"C001705001",37,"Vegetables","Summer",12,3,3,2,1,4,30,3,0,0,2018,"Saptari","Control",0,12,"VEGETABLES"
"C001705001",12,"Vegetables","Summer",12,3,2,2,1,5,25,3,0,0,2018,"Saptari","Control",0,10,"CUCUMBER"
"T200101005",47,"Vegetables","Winter",8,12,3,2,2,2,5,1,25,20,2018,"Saptari","Control",0,12,"POTATO"
"T200101005",53,"Vegetables","Winter",8,12,2,2,2,3,5,1,50,30,2018,"Saptari","Control",0,12,"ONIONS"
"T200101005",37,"Vegetables","Summer",12,3,5,2,1,3,0,NA,25,20,2018,"Saptari","Control",0,15,"VEGETABLES"
"T200101005",11,"Vegetables","Summer",12,3,2,2,1,2,0,NA,0,0,2018,"Saptari","Control",0,4,"CHILLIES"
"T200101005",12,"Vegetables","Summer",12,3,2,2,1,3,0,NA,25,25,2018,"Saptari","Control",0,6,"CUCUMBER"
"T200101005",16,"Vegetables","Summer",12,3,2,2,1,3,0,NA,25,25,2018,"Saptari","Control",0,6,"SPONGE"
"T200101005",30,"Vegetables","Summer",12,3,2,2,1,3,0,NA,5,25,2018,"Saptari","Control",0,6,"YARD LONG"
"T200101005",8,"Vegetables","Summer",12,3,3,2,1,3,0,NA,25,30,2018,"Saptari","Control",0,9,"BRINJAL"
"T200101005",9,"Vegetables","Summer",12,3,2,2,1,3,0,NA,25,30,2018,"Saptari","Control",0,6,"BITTER"
"T200101005",10,"Vegetables","Summer",12,3,2,NA,NA,NA,NA,NA,NA,NA,2018,"Saptari","Control",0,NA,"OKRA"
"T200102004",37,"Vegetables","Summer",12,3,3,2,2,4,20,3,0,0,2018,"Saptari","Control",0,24,"VEGETABLES"
"T200102004",8,"Vegetables","Summer",12,3,2,2,2,4,10,3,0,0,2018,"Saptari","Control",0,16,"BRINJAL"
"T200104003",37,"Vegetables","Summer",12,3,2,2,2,5,20,3,80,25,2018,"Saptari","Control",0,20,"VEGETABLES"
"T200104003",14,"Vegetables","Summer",12,3,2,2,2,5,10,5,80,40,2018,"Saptari","Control",0,20,"BOTTLE"
"T200104003",12,"Vegetables","Summer",12,3,1,2,2,5,25,3,80,30,2018,"Saptari","Control",0,10,"CUCUMBER"
"T201105001",37,"Vegetables","Summer",4,1,4,2,1,2,15,3,0,0,2018,"Saptari","Control",0,8,"VEGETABLES"
"T200101001",47,"Vegetables","Winter",8,12,5,2,1,3,0,NA,50,25,2018,"Saptari","Control",0,15,"POTATO"
"T200101001",44,"Vegetables","Winter",8,12,5,2,1,2,7,1,95,50,2018,"Saptari","Control",0,10,"CAULI"
"T200101001",37,"Vegetables","Summer",12,3,5,2,2,4,25,3,95,20,2018,"Saptari","Control",0,40,"VEGETABLES"
"T203309003",37,"Vegetables","Summer",12,3,10,2,1,3,20,3,0,0,2018,"Saptari","Control",0,30,"VEGETABLES"
"T107607003",47,"Vegetables","Winter",8,12,10,2,2,3,2,1,50,20,2018,"Saptari","Control",0,60,"POTATO"
"T107607003",11,"Vegetables","Winter",8,12,5,2,2,3,30,3,50,30,2018,"Saptari","Control",0,30,"CHILLIES"
"T107607003",53,"Vegetables","Winter",8,12,5,2,2,4,1,1,50,40,2018,"Saptari","Control",0,40,"ONIONS"
"T107607003",12,"Vegetables","Summer",12,3,3,2,2,3,20,3,50,30,2018,"Saptari","Control",0,18,"CUCUMBER"
"T107607003",8,"Vegetables","Summer",12,3,3,2,2,4,20,3,75,30,2018,"Saptari","Control",0,24,"BRINJAL"
"T107607003",17,"Vegetables","Summer",12,3,5,2,2,5,30,3,75,40,2018,"Saptari","Control",0,50,"POINTED"
"T107607003",37,"Vegetables","Summer",12,3,5,2,2,4,20,3,75,20,2018,"Saptari","Control",0,40,"VEGETABLES"
"T107601002",37,"Vegetables","Summer",12,3,5,2,1,4,20,3,10,10,2018,"Saptari","Control",0,20,"VEGETABLES"
"T210904001",10,"Vegetables","Summer",12,3,3,2,1,8,10,3,0,0,2018,"Saptari","Treatment",1,24,"OKRA"
"T200101003",37,"Vegetables","Summer",12,3,2,2,1,3,10,3,0,0,2018,"Saptari","Control",0,6,"VEGETABLES"
"T210904002",37,"Vegetables","Summer",12,3,5,2,2,4,20,3,0,0,2018,"Saptari","Control",0,40,"VEGETABLES"
"T210904002",8,"Vegetables","Summer",12,3,3,2,2,5,25,3,0,0,2018,"Saptari","Control",0,30,"BRINJAL"
"T210904002",16,"Vegetables","Summer",12,3,2,2,2,3,15,3,0,0,2018,"Saptari","Control",0,12,"SPONGE"
"T210905004",8,"Vegetables","Summer",12,3,2,2,1,3,20,3,0,0,2018,"Saptari","Control",0,6,"BRINJAL"
"T210905004",37,"Vegetables","Summer",12,3,3,2,1,4,15,3,0,0,2018,"Saptari","Control",0,12,"VEGETABLES"
"T210101002",47,"Vegetables","Winter",8,12,8,2,2,3,4,1,0,0,2018,"Saptari","Treatment",1,48,"POTATO"
"T210101002",51,"Vegetables","Winter",8,12,2,2,2,3,30,3,50,20,2018,"Saptari","Treatment",1,12,"RADISH"
"T210101002",8,"Vegetables","Summer",12,3,5,2,2,4,20,3,75,30,2018,"Saptari","Treatment",1,40,"BRINJAL"
"T210101002",12,"Vegetables","Summer",12,3,5,2,2,3,20,3,75,20,2018,"Saptari","Treatment",1,30,"CUCUMBER"
"T210101002",14,"Vegetables","Summer",12,3,3,2,2,3,8,5,50,50,2018,"Saptari","Treatment",1,18,"BOTTLE"
"T210101002",15,"Vegetables","Summer",12,3,5,2,2,4,30,3,25,50,2018,"Saptari","Treatment",1,40,"BELLPEPPER"
"T210101002",37,"Vegetables","Summer",12,3,2,2,2,2,20,3,50,20,2018,"Saptari","Treatment",1,8,"VEGETABLES"
"T100509003",37,"Vegetables","Summer",12,3,8,2,2,5,0,0,0,0,2018,"Saptari","Control",0,80,"VEGETABLES"
"T100503001",37,"Vegetables","Summer",12,3,5,2,0.5,4,1.5,3,50,20,2018,"Saptari","Control",0,10,"VEGETABLES"
"T100503001",8,"Vegetables","Summer",12,3,5,2,0.5,7,20,3,50,40,2018,"Saptari","Control",0,17.5,"BRINJAL"
"T100503001",12,"Vegetables","Summer",11,2,5,2,0.5,5,NA,NA,70,10,2018,"Saptari","Control",0,12.5,"CUCUMBER"
"T100502006",37,"Vegetables","Summer",12,2,4,2,2,4,0,0,0,0,2018,"Saptari","Control",0,32,"VEGETABLES"
"T100103003",37,"Vegetables","Summer",12,3,5,2,5,3,0,0,0,0,2018,"Saptari","Control",0,75,"VEGETABLES"
"T100505004",37,"Vegetables","Summer",12,3,5,2,2,4,0,0,0,0,2018,"Saptari","Control",0,40,"VEGETABLES"
"T109903002",12,"Vegetables","Summer",12,3,2,2,0.5,4,20,3,80,40,2018,"Saptari","Control",0,4,"CUCUMBER"
"T109903002",10,"Vegetables","Summer",12,3,1,2,0.5,4,20,3,80,30,2018,"Saptari","Control",0,2,"OKRA"
"T109903002",8,"Vegetables","Summer",12,3,1,2,0.5,5,25,3,80,40,2018,"Saptari","Control",0,2.5,"BRINJAL"
"T109903002",37,"Vegetables","Summer",12,3,2,2,0.5,4,15,3,80,25,2018,"Saptari","Control",0,4,"VEGETABLES"
"T109908003",47,"Vegetables","Winter",8,12,5,2,1,3,4,1,25,25,2018,"Saptari","Control",0,15,"POTATO"
"T109908003",53,"Vegetables","Winter",8,12,5,2,1,2,5,1,50,20,2018,"Saptari","Control",0,10,"ONIONS"
"T100502005",47,"Vegetables","Winter",8,12,5,2,2,3,3,1,50,20,2018,"Saptari","Control",0,30,"POTATO"
"T100502005",53,"Vegetables","Winter",8,12,5,2,2,3,4,1,50,30,2018,"Saptari","Control",0,30,"ONIONS"
"T100502005",8,"Vegetables","Summer",12,3,1,2,2,3,0,NA,50,25,2018,"Saptari","Control",0,6,"BRINJAL"
"T100502005",37,"Vegetables","Summer",12,3,4,2,2,4,0,NA,25,20,2018,"Saptari","Control",0,32,"VEGETABLES"
"A110402001",47,"Vegetables","Monsoon",3,7,10,2,2,4,5,4,75,20,2018,"Saptari","Treatment",1,80,"POTATO"
"A110402001",15,"Vegetables","Summer",12,3,5,2,2,4,30,3,75,40,2018,"Saptari","Treatment",1,40,"BELLPEPPER"
"A110402001",8,"Vegetables","Summer",12,3,5,2,2,6,30,3,75,30,2018,"Saptari","Treatment",1,60,"BRINJAL"
"A110402001",12,"Vegetables","Summer",12,3,5,2,2,5,35,3,75,30,2018,"Saptari","Treatment",1,50,"CUCUMBER"
"A110402001",14,"Vegetables","Summer",12,3,1,2,2,6,5,5,50,40,2018,"Saptari","Treatment",1,12,"BOTTLE"
"A110402001",37,"Vegetables","Summer",12,3,2,2,2,5,20,3,95,20,2018,"Saptari","Treatment",1,20,"VEGETABLES"
"A104507035",21,"Vegetables","Winter",9,12,2,0,0,0,25,3,50,90,2018,"Saptari","Treatment",1,0,"GREEN PEA"
"T100503002",47,"Vegetables","Winter",7,11,1,2,2,1,4,1,70,18,2019,"SAPTARI","Treatment",1,2,"POTATO"
"T100503002",53,"Vegetables","Winter",7,11,1,2,2,5,3,1,70,18,2019,"SAPTARI","Treatment",1,10,"ONION"
"T100503002",37,"Vegetables","Summer",11,3,5,2,2,6,0,0,0,0,2019,"SAPTARI","Treatment",1,60,"GREEN LEAFY VEGETABLE"
"T210905004",47,"Vegetables","Winter",7,11,1,2,2,1,10,1,50,18,2019,"SAPTARI","Control",0,2,"POTATO"
"T210905004",53,"Vegetables","Winter",7,11,1,2,2,6,6,1,50,20,2019,"SAPTARI","Control",0,12,"oNION"
"T210905004",55,"Vegetables","Winter",7,11,1,2,2,3,2,1,50,80,2019,"SAPTARI","Control",0,6,"GARLIC"
"T210905004",11,"Vegetables","Summer",11,3,1,2,2,4,0,0,0,0,2019,"SAPTARI","Control",0,8,"CHILLIES"
"T210905004",37,"Vegetables","Summer",11,3,1,2,2,6,0,0,0,0,2019,"SAPTARI","Control",0,12,"GREEM LEAFY VEGETABLE"
"T210703008",47,"Vegetables","Winter",8,11,1,2,2,2,3,1,0,0,2019,"SAPTARI","Control",0,4,"POTATO"
"T210703008",53,"Vegetables","Winter",8,11,1,2,2,2,1,4,50,20,2019,"SAPTARI","Control",0,4,"ONIONS"
"T210703008",37,"Vegetables","Summer",11,3,1,2,2,2,0,0,0,0,2019,"SAPTARI","Control",0,4,"GREEN LEAFY VEGETABLE"
"T200101003",47,"Vegetables","Winter",7,11,2,2,2,2,5,1,0,0,2019,"SAPTARI","Control",0,8,"POTATO"
"T200101003",53,"Vegetables","Winter",7,11,2,2,2,4,5,1,0,0,2019,"SAPTARI","Control",0,16,"ONIONS"
"T107607003",11,"Vegetables","Summer",11,3,1,2,2,3,0,0,0,0,2019,"SAPTARI","Control",0,6,"CHILLIES"
"T107607003",14,"Vegetables","Summer",11,3,2,2,2,3,0,0,0,0,2019,"SAPTARI","Control",0,12,"BOTTLE GOURD"
"T107607003",37,"Vegetables","Summer",11,3,3,2,2,3,0,0,0,0,2019,"SAPTARI","Control",0,18,"GREEN LEAFY VEGETABLE"
"T210701004",37,"Vegetables","Summer",11,3,2,2,1,4,0,0,0,0,2019,"SAPTARI","Treatment",1,8,"GREEN LEAFY VEGETABLE"
"T107609001",10,"Vegetables","Summer",11,3,1,2,2,3,0,0,0,0,2019,"SAPTARI","Control",0,6,"OKRA"
"T107609001",37,"Vegetables","Summer",11,3,1,2,2,3,0,0,0,0,2019,"SAPTARI","Control",0,6,"GREEN LEAFY VEGETABLE"
"T104201003",47,"Vegetables","Winter",8,11,1,2,2,1,8,1,0,0,2019,"SAPTARI","Control",0,2,"POTATO"
"T205104005",47,"Vegetables","Winter",8,10,2,2,2,2,8,1,0,0,2019,"SAPTARI","Control",0,8,"POTATO"
"T205104005",44,"Vegetables","Winter",7,11,2,2,2,15,8,1,90,15,2019,"SAPTARI","Control",0,60,"CAULI"
"C001401004",47,"Vegetables","Winter",7,11,2,0,0,0,7,1,75,15,2019,"SAPTARI","Control",0,0,"POTATO"
"C001401004",8,"Vegetables","Winter",8,2,1,2,1,20,3,1,100,18,2019,"SAPTARI","Control",0,20,"BRINJAL"
"C001401004",53,"Vegetables","Winter",10,1,1,2,2,13,10,1,0,0,2019,"SAPTARI","Control",0,26,"ONIONS"
"C001401004",55,"Vegetables","Winter",8,12,0.5,2,1,5,20,3,0,0,2019,"SAPTARI","Control",0,2.5,"GARLIC"
"C001401004",7,"Vegetables","Winter",7,12,0.5,2,1,5,1,4,100,27,2019,"SAPTARI","Control",0,2.5,"TOMATO"
"C001401004",37,"Vegetables","Winter",7,1,3,2,3,20,20,3,50,25,2019,"SAPTARI","Control",0,180,"GREEN LEAFY VEGETABLE"
"T210709001",47,"Vegetables","Winter",7,11,4,2,2,2,5,1,50,18,2019,"SAPTARI","Treatment",1,16,"POTATO"
"T210709001",53,"Vegetables","Winter",7,11,4,2,2,5,4,1,50,25,2019,"SAPTARI","Treatment",1,40,"ONIONS"
"T210709001",55,"Vegetables","Winter",7,11,2,2,2,4,15,3,50,50,2019,"SAPTARI","Treatment",1,16,"GARLIC"
"T210709001",8,"Vegetables","Summer",11,11,1,2,2,4,20,3,50,20,2019,"SAPTARI","Treatment",1,8,"BRINJAL"
"T210709001",14,"Vegetables","Summer",11,3,1,2,2,4,0,0,0,0,2019,"SAPTARI","Treatment",1,8,"BOTTLE GOURD"
"T210709001",37,"Vegetables","Summer",11,3,8,2,2,6,0,0,0,0,2019,"SAPTARI","Treatment",1,96,"GREEN LEAFY VEGETABLE"
"T100103003",8,"Vegetables","Summer",12,3,1,2,1,1,0,0,0,0,2019,"SAPTARI","Control",0,1,"BRINJAL"
"T100103003",15,"Vegetables","Summer",12,3,1,2,1,2,0,0,0,0,2019,"SAPTARI","Control",0,2,"BELL PEPER"
"T100103003",12,"Vegetables","Summer",12,3,1,2,1,2,0,0,0,0,2019,"SAPTARI","Control",0,2,"CUCUMBER"
"T100103003",13,"Vegetables","Summer",12,3,1,2,1,2,0,0,0,0,2019,"SAPTARI","Control",0,2,"PUMPKIN"
"T100103003",14,"Vegetables","Summer",12,3,1,2,1,1,0,0,0,0,2019,"SAPTARI","Control",0,1,"BOTTLE GOURD"
"T203903003",21,"Vegetables","Winter",8,12,4,0,0,0,16,3,0,0,2019,"SAPTARI","Control",0,0,"GREEN PEA"
"T203903003",47,"Vegetables","Winter",8,11,2,2,1,2,6,1,50,15,2019,"SAPTARI","Control",0,4,"POTATO"
"T203903003",55,"Vegetables","Winter",8,11,1,2,1.5,7,2,1,0,0,2019,"SAPTARI","Control",0,10.5,"GARLIC"
"T104209001",47,"Vegetables","Winter",8,10,2,2,3,2,10,1,0,0,2019,"SAPTARI","Treatment",1,12,"POTATO"
"T102009002",47,"Vegetables","Winter",7,10,5,0,0,0,10,1,75,18,2019,"SAPTARI","Control",0,0,"POTATO"
"T107607004",47,"Vegetables","Winter",7,11,5,2,2,10,5,1,70,20,2019,"SAPTARI","Control",0,100,"POTATO"
"T107607004",53,"Vegetables","Winter",8,11,5,2,2,10,10,1,50,40,2019,"SAPTARI","Control",0,100,"ONIONS"
"C009006003",11,"Vegetables","Winter",7,11,2,2,1,5,2,4,90,21,2019,"SAPTARI","Control",0,10,"CHILLIES"
"C009006003",13,"Vegetables","Winter",7,11,1,2,1,7,10,3,80,27,2019,"SAPTARI","Control",0,7,"PUMPKIN"
"C009006003",14,"Vegetables","Winter",7,11,2,2,1,2,1,1,90,18,2019,"SAPTARI","Control",0,4,"BOTTLE GOURD"
"C009006003",10,"Vegetables","Summer",11,3,5,2,1,0,50,3,50,60,2019,"SAPTARI","Control",0,0,"OKRA"
"T107605005",37,"Vegetables","Summer",11,3,2,2,2,6,200,3,90,18,2019,"SAPTARI","Control",0,24,"GREEN LEAFY VEGETABLE"
"T104305001",15,"Vegetables","Summer",11,3,1,2,1,9,1,4,0,0,2019,"SAPTARI","Control",0,9,"BELL PEPER"
"T210706005",47,"Vegetables","Winter",8,11,2,2,1,2,11,1,75,15,2019,"SAPTARI","Control",0,4,"POTATO"
"T106604003",47,"Vegetables","Winter",8,11,2,2,2,2,5,1,50,18,2019,"SAPTARI","Control",0,8,"POTATO"
"T106604003",37,"Vegetables","Summer",11,3,3,2,2,5,20,3,0,0,2019,"SAPTARI","Control",0,30,"GREEN LEAFY VEGETABLE"
"T210102001",37,"Vegetables","Summer",11,3,1,2,3,3,5,3,0,0,2019,"SAPTARI","Control",0,9,"GREEN LEAF"
"T108804002",47,"Vegetables","Winter",8,11,1,2,1.5,2,4,1,0,0,2019,"SAPTARI","Control",0,3,"POTATO"
"T108804002",53,"Vegetables","Winter",9,11,1,2,2,7,3,1,25,10,2019,"SAPTARI","Control",0,14,"ONIONS"
"T108804002",11,"Vegetables","Winter",9,12,1,2,2,7,1,1,75,200,2019,"SAPTARI","Control",0,14,"CHILLIES"
"T108803001",47,"Vegetables","Winter",8,10,1,2,1,1,9,2,25,0,2019,"SAPTARI","Control",0,1,"POTATO"
"T200101005",47,"Vegetables","Winter",8,11,1,2,1,2,5,1,0,0,2019,"SAPTARI","Control",0,2,"POTATO"
"T203308002",21,"Vegetables","Winter",8,12,20,1,0,0,20,3,50,80,2019,"SAPTARI","Control",0,0,"GREEN PEA"
"T201105001",47,"Vegetables","Winter",8,11,1.5,1,0,0,7,1,0,0,2019,"SAPTARI","Control",0,0,"POTATO"
"T109202002",47,"Vegetables","Winter",7,10,1.5,2,1,2,10,1,25,15,2019,"SAPTARI","Control",0,3,"POTATO"
"T109202002",53,"Vegetables","Winter",9,12,1.5,2,1,5,10,1,25,18,2019,"SAPTARI","Control",0,7.5,"ONIONS"
"T210407004",47,"Vegetables","Winter",7,10,2,0,0,0,10,1,50,18,2019,"SAPTARI","Control",0,0,"POTATO"
"C001701002",47,"Vegetables","Winter",8,10,2,0,0,0,10,1,50,20,2019,"SAPTARI","Control",0,0,"POTATO"
"C001701002",20,"Vegetables","Winter",8,11,5,0,0,0,25,3,75,55,2019,"SAPTARI","Control",0,0,"PEA"
"T103207003",47,"Vegetables","Winter",8,11,5,4,0,2,6,1,0,0,2019,"SAPTARI","Control",0,0,"POTATO"
"T103209004",47,"Vegetables","Winter",8,11,1,2,3,1,9,1,0,0,2019,"SAPTARI","Control",0,3,"POTATO"
"C001401001",22,"Vegetables","Summer",12,3,6,0,0,0,0,0,0,0,2019,"SAPTARI","Control",0,0,"GREEN PEA"
"T100502006",8,"Vegetables","Summer",11,3,2,1,1,2,20,3,0,0,2019,"SAPTARI","Control",0,4,"BRINJAL"
"T100502006",14,"Vegetables","Summer",11,3,1,1,1,2,8,5,0,0,2019,"SAPTARI","Control",0,2,"BOTTLE GOURD"
"T100502006",11,"Vegetables","Summer",11,3,1,1,1,2,10,3,0,0,2019,"SAPTARI","Control",0,2,"CHILLIES"
"T100503001",60,"Vegetables","Summer",11,3,5,2,1,1,40,3,100,100,2019,"SAPTARI","Control",0,5,"JUTE"
"C009006002",47,"Vegetables","Winter",7,11,2,2,2,2,4,4,50,12,2019,"SAPTARI","Control",0,8,"POTATO"
"C009006002",44,"Vegetables","Winter",7,11,2,2,2,4,2,4,90,20,2019,"SAPTARI","Control",0,16,"CAULIFLOWER"
"C009006002",45,"Vegetables","Winter",7,11,2,2,2,4,2,4,80,11,2019,"SAPTARI","Control",0,16,"CABBAGE"
"T210701007",10,"Vegetables","Summer",12,2,1,2,2,4,0,0,0,0,2019,"SAPTARI","Control",0,8,"OKRA"
"C004703001",47,"Vegetables","Winter",7,11,2,2,1,2,7,1,50,18,2019,"SAPTARI","Control",0,4,"POTATO"
"C004703001",37,"Vegetables","Summer",11,3,1,2,1,7,0,0,0,0,2019,"SAPTARI","Control",0,7,"GREEN LEAFY VEGETABLE"
"T107601002",47,"Vegetables","Winter",7,11,1,2,2,1,6,1,0,0,2019,"SAPTARI","Control",0,2,"POTATO"
"T107601002",53,"Vegetables","Winter",7,11,1,2,2,4,5,1,0,0,2019,"SAPTARI","Control",0,8,"ONIONS"
"T107601002",37,"Vegetables","Summer",11,3,2,2,2,5,0,0,0,0,2019,"SAPTARI","Control",0,20,"GREEN LEAFY VEGETABLE"
"T210904002",47,"Vegetables","Winter",7,11,1,2,1,2,5,1,0,0,2019,"SAPTARI","Control",0,2,"POTATO"
"T210904002",53,"Vegetables","Winter",7,11,1,2,3,2,4,1,0,0,2019,"SAPTARI","Control",0,6,"ONIONS"
"T100505008",47,"Vegetables","Winter",7,11,2,2,2,2,5,1,0,0,2019,"SAPTARI","Control",0,8,"POTATO"
"T100505008",53,"Vegetables","Winter",7,11,2,2,2,2,4,1,0,0,2019,"SAPTARI","Control",0,8,"ONIONS"
"T100505008",13,"Vegetables","Summer",11,3,1,2,2,2,0,0,0,0,2019,"SAPTARI","Control",0,4,"PUMPKIN"
"T100505008",14,"Vegetables","Summer",11,3,1,2,2,2,0,3,0,0,2019,"SAPTARI","Control",0,4,"BOTTLE GOURD"
"T100505008",11,"Vegetables","Summer",11,3,1,2,2,2,0,0,0,0,2019,"SAPTARI","Control",0,4,"CHILLIES"
"T100505008",37,"Vegetables","Summer",11,3,7,2,2,2,0,0,0,0,2019,"SAPTARI","Control",0,28,"GREEN LEAFY VEGETABLE"
"T100502005",8,"Vegetables","Summer",11,3,1,2,2,3,0,0,0,0,2019,"SAPTARI","Control",0,6,"BRINJAL"
"T100502005",14,"Vegetables","Summer",11,3,1,2,2,4,0,0,0,0,2019,"SAPTARI","Control",0,8,"BOTTLE GOURD"
"T100502005",37,"Vegetables","Summer",11,3,5,2,2,5,0,0,0,0,2019,"SAPTARI","Control",0,50,"GREEN LEAFY VEGETABLE"
"T100501007",14,"Vegetables","Summer",11,3,1,2,1,3,0,0,0,0,2019,"SAPTARI","Control",0,3,"BOTTLE GOURD"
"T100501007",16,"Vegetables","Summer",11,3,1,2,1,3,0,0,0,0,2019,"SAPTARI","Control",0,3,"SPONGE GOURD"
"T203901008",47,"Vegetables","Winter",8,11,1,2,1,2,10,1,0,0,2019,"SAPTARI","Control",0,2,"POTATO"
"T203901008",53,"Vegetables","Winter",8,11,1,2,1,2,10,1,0,0,2019,"SAPTARI","Control",0,2,"ONIONS"
"T104203004",47,"Vegetables","Winter",8,11,1,2,2,1,9,1,50,18,2019,"SAPTARI","Control",0,2,"POTATO"
"T108803015",47,"Vegetables","Summer",8,11,3,2,1,3,7,1,10,15,2019,"SAPTARI","Control",0,9,"POTATO"
"T108803015",53,"Vegetables","Summer",10,12,1.5,2,1,10,12,1,25,15,2019,"SAPTARI","Control",0,15,"ONIONS"
"T200102004",47,"Vegetables","Monsoon",8,10,5,2,1,2,6,1,0,0,2019,"SAPTARI","Control",0,10,"POTATO"
"T200102004",44,"Vegetables","Summer",8,11,1,2,1,8,5,3,25,35,2019,"SAPTARI","Control",0,8,"CAULIFLOWER"
"T200102004",53,"Vegetables","Summer",8,11,1,2,1,7,5,3,0,0,2019,"SAPTARI","Control",0,7,"ONIONS"
"T109201006",47,"Vegetables","Winter",8,11,1,2,1.5,2,3,1,0,0,2019,"SAPTARI","Control",0,3,"POTATO"
"T109201006",53,"Vegetables","Winter",10,12,1,2,1,5,2,1,50,15,2019,"SAPTARI","Control",0,5,"ONIONS"
"T211002001",47,"Vegetables","Winter",8,11,1.5,2,1,3,10,1,25,15,2019,"SAPTARI","Control",0,4.5,"POTATO"
"T211002001",14,"Vegetables","Summer",12,0,2,2,1,5,0,0,0,0,2019,"SAPTARI","Control",0,10,"BOTTLE GOURD"
"T102007004",47,"Vegetables","Winter",8,11,1,2,1.5,3,6,1,0,0,2019,"SAPTARI","Control",0,4.5,"POTATO"
"T102007004",13,"Vegetables","Winter",8,12,4,2,1,15,28,5,75,25,2019,"SAPTARI","Control",0,60,"PUMPKIN"
"T102007004",14,"Vegetables","Winter",8,12,3,2,1,18,35,5,75,25,2019,"SAPTARI","Control",0,54,"BOTTLE GOURD"
"T102007004",13,"Vegetables","Summer",12,3,2,2,0.5,15,40,5,0,0,2019,"SAPTARI","Control",0,15,"PUMPKIN"
"T102007004",14,"Vegetables","Summer",12,3,2,2,0.5,16,50,5,0,0,2019,"SAPTARI","Control",0,16,"BOTTLE GOURD"
"T205104006",47,"Vegetables","Winter",9,11,10,3,0.5,1,16,1,75,20,2019,"SAPTARI","Control",0,5,"POTATO"
"T205104006",53,"Vegetables","Summer",11,2,10,3,3,2,0,0,0,0,2019,"SAPTARI","Control",0,60,"ONIONS"
"T110510001",9,"Vegetables","Summer",11,3,1,2,2,2,0,0,0,0,2019,"SAPTARI","Control",0,4,"BITTER GOURD"
"T110510001",13,"Vegetables","Summer",11,3,1,2,2,2,0,0,0,0,2019,"SAPTARI","Control",0,4,"PUMPKIN"
"T110510001",14,"Vegetables","Summer",11,3,1,2,2,3,0,0,0,0,2019,"SAPTARI","Control",0,6,"BOTTLE GOURD"
"T110510001",37,"Vegetables","Summer",11,3,1,2,2,3,0,0,0,0,2019,"SAPTARI","Control",0,6,"GREEN LEAFY VEGETABLE"
"T203907006",47,"Vegetables","Winter",7,11,1,2,2,2,4,1,0,0,2019,"SAPTARI","Control",0,4,"POTATO"
"T203907006",37,"Vegetables","Summer",11,3,3,2,3,5,0,0,0,0,2019,"SAPTARI","Control",0,45,"GREEN LEAFY VEGETABLE"
"T203908009",47,"Vegetables","Winter",8,12,1,2,0.5,16,1,1,0,0,2019,"SAPTARI","Control",0,8,"POTATO"
"C001410002",47,"Vegetables","Winter",7,11,1,2,1,2,5,1,0,0,2019,"SAPTARI","Control",0,2,"POTATO"
"C001410002",53,"Vegetables","Winter",7,11,1,2,1,2,5,1,0,0,2019,"SAPTARI","Control",0,2,"ONIONS"
"T108808014",47,"Vegetables","Winter",8,11,1.5,2,3,2,5,1,0,0,2019,"SAPTARI","Control",0,9,"POTATO"
"T108808014",53,"Vegetables","Winter",10,12,1.5,2,3,6,13,1,50,20,2019,"SAPTARI","Control",0,27,"ONIONS"
"T203900307",47,"Vegetables","Winter",8,12,3,2,2,2,7,1,0,0,2019,"SAPTARI","Control",0,12,"POTATO"
"T203900307",53,"Vegetables","Winter",8,12,2,2,6,10,10,1,25,30,2019,"SAPTARI","Control",0,120,"ONIONS"
